gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3068484315	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/65/69/01436569.jpg											
3068471319	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/66/59/01436659.jpg											
2998492099				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/8/34/55/7/k000834557.dzi									http://creativecommons.org/licenses/by/4.0/	K
2998492059				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/8/34/55/9/k000834559.dzi									http://creativecommons.org/licenses/by/4.0/	K
2998451026				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mg/mg/0/14/31/42/mg00143142.dzi									http://creativecommons.org/licenses/by/4.0/	MG
2998446765				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mg/mg/0/20/4/86/mg00200486.dzi									http://creativecommons.org/licenses/by/4.0/	MG
2998445920				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mg/mg/0/14/14/64/mg00141464.dzi									http://creativecommons.org/licenses/by/4.0/	MG
2998421426				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mg/mg/0/21/16/20/mg00211620.dzi									http://creativecommons.org/licenses/by/4.0/	MG
2998360150				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/huefs/huefs/0/22/16/75/huefs00221675.dzi									http://creativecommons.org/licenses/by/4.0/	HUEFS
2998244780				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/huefs/huefs/0/12/85/60/huefs00128560.dzi									http://creativecommons.org/licenses/by/4.0/	HUEFS
2998222885				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/8/34/55/8/k000834558.dzi									http://creativecommons.org/licenses/by/4.0/	K
2998215718				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/8/34/56/5/k000834565.dzi									http://creativecommons.org/licenses/by/4.0/	K
2998189211				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/8/34/56/0/k000834560.dzi									http://creativecommons.org/licenses/by/4.0/	K
2997941196				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/12/ny_v-150-01161512.dzi									Creative Commons	NY
2997941195				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/95/ny_v-150-01161495.dzi									Creative Commons	NY
2997940195				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/11/ny_v-150-01161511.dzi									Creative Commons	NY
2997937209				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/10/ny_v-150-01161510.dzi									Creative Commons	NY
2997936593				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/9/80/37/ny_v-150-01098037.dzi									Creative Commons	NY
2997933207				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/9/ny_v-150-01161509.dzi									Creative Commons	NY
2997933206				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/92/ny_v-150-01161492.dzi									Creative Commons	NY
2997932227				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/8/ny_v-150-01161508.dzi									Creative Commons	NY
2997915221				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/7/ny_v-150-01161507.dzi									Creative Commons	NY
2997915220				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/90/ny_v-150-01161490.dzi									Creative Commons	NY
2997911236				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/89/ny_v-150-01161489.dzi									Creative Commons	NY
2997909226				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/6/ny_v-150-01161506.dzi									Creative Commons	NY
2997909225				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/88/ny_v-150-01161488.dzi									Creative Commons	NY
2997903233				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/22/ny_v-150-01161522.dzi									Creative Commons	NY
2997903232				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/5/ny_v-150-01161505.dzi									Creative Commons	NY
2997818350				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/0/0/42/89/ny_00004289.dzi									Creative Commons	NY
2997815352				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/0/0/42/88/ny_00004288.dzi									Creative Commons	NY
2997792354				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/0/0/42/87/ny_00004287.dzi									Creative Commons	NY
2997787353				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/0/0/42/86/ny_00004286.dzi									Creative Commons	NY
2997728750				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/10/72/69/spf00107269.dzi									http://creativecommons.org/licenses/by/4.0/	SPF
2997673036				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/icn/icn/0/1/58/8/icn00015808.dzi									http://creativecommons.org/licenses/by/4.0/	ICN
2997394188				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/97/ny_v-150-01161497.dzi									Creative Commons	NY
2997393235				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/21/ny_v-150-01161521.dzi									Creative Commons	NY
2997393234				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/4/ny_v-150-01161504.dzi									Creative Commons	NY
2997392192				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/16/ny_v-150-01161516.dzi									Creative Commons	NY
2997392191				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/98/ny_v-150-01161498.dzi									Creative Commons	NY
2997391203				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/17/ny_v-150-01161517.dzi									Creative Commons	NY
2997391202				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/0/ny_v-150-01161500.dzi									Creative Commons	NY
2997391191				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/12/42/ny_v-150-01161242-02.dzi									Creative Commons	NY
2997391191				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/12/42/ny_v-150-01161242-03.dzi									Creative Commons	NY
2997391191				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/12/42/ny_v-150-01161242-01.dzi									Creative Commons	NY
2997390221				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/19/ny_v-150-01161519.dzi									Creative Commons	NY
2997390220				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/2/ny_v-150-01161502.dzi									Creative Commons	NY
2997389236				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/20/ny_v-150-01161520.dzi									Creative Commons	NY
2997389235				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/3/ny_v-150-01161503.dzi									Creative Commons	NY
2997388207				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/99/ny_v-150-01161499.dzi									Creative Commons	NY
2997388206				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/81/ny_v-150-01161481-01.dzi									Creative Commons	NY
2997388206				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/81/ny_v-150-01161481-02.dzi									Creative Commons	NY
2997387195				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/96/ny_v-150-01161496.dzi									Creative Commons	NY
2997386222				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/15/1/ny_v-150-01161501.dzi									Creative Commons	NY
2997386221				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-01/16/14/83/ny_v-150-01161483.dzi									Creative Commons	NY
2997374252				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-00/74/95/72/ny_v-150-00749572.dzi									Creative Commons	NY
2997372257				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-00/74/95/97/ny_v-150-00749597-02.dzi									Creative Commons	NY
2997372257				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-150-00/74/95/97/ny_v-150-00749597-01.dzi									Creative Commons	NY
2996577215				http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/mbm/mbm/0/23/59/40/mbm00235940.dzi									http://creativecommons.org/licenses/by/4.0/	MBM
2996567960				http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/mbm/mbm/0/13/1/93/mbm00130193.dzi									http://creativecommons.org/licenses/by/4.0/	MBM
2996564270				http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/mbm/mbm/0/15/25/99/mbm00152599.dzi									http://creativecommons.org/licenses/by/4.0/	MBM
2996030258	StillImage			http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/unip/unip/0/0/1/15/unip00000115.dzi									http://creativecommons.org/licenses/by/4.0/	UNIP
2996029920	StillImage			http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/unip/unip/0/0/49/34/unip00004934.dzi									http://creativecommons.org/licenses/by/4.0/	UNIP
2992941315	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/39/15/01433915.jpg											
2597667976	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/10/59/01431059.jpg											
2517342114	StillImage	image/jpeg	https://medialib.naturalis.nl/file/id/U.1241122/format/large			U.1241122_02146825071							http://creativecommons.org/publicdomain/zero/1.0/	Naturalis Biodiversity Center
2451449354	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/31/21/01423121.jpg											
2423618446	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/41/87/13/01418713.jpg											
2302479481				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/9/98/87/ian00099887.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302478256				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/9/86/19/ian00098619.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302475846				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/7/42/43/ian00074243.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302475551				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/5/95/29/ian00059529.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302475349				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/7/80/62/ian00078062.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302473909				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/5/50/93/ian00055093.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302473859				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/4/23/89/ian00042389.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302473803				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/5/8/34/ian00050834.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302473087				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/3/66/20/ian00036620.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302472943				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/3/33/68/ian00033368.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302471639				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/1/81/79/ian00018179.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302470985				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/1/81/80/ian00018180.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302468736				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/1/63/4/ian00016304.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302467305				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/15/85/84/ian00158584.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302466422				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/15/75/21/ian00157521.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302465734				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/15/3/70/ian00150370.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302465648				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/14/65/62/ian00146562.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302463109				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/13/23/69/ian00132369.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302460431				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/11/43/14/ian00114314.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
2302459316				http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ian/ian/0/10/36/39/ian00103639.dzi									http://creativecommons.org/licenses/by/4.0/	IAN
1931248604	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/305/429/v-150-00749597-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931248604	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/305/430/v-150-00749597-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931184387	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/305/428/v-150-00749572.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931056524	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/481/v-150-01161509.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931029727	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/492/v-150-01161520.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931026637	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/532/761/00004289.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930996732	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/462/v-150-01161490.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930981895	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/106/v-150-01161242-03.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930981895	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/105/v-150-01161242-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930981895	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/104/v-150-01161242-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930844339	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/477/v-150-01161505.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930765244	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/478/v-150-01161506.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930753985	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/475/v-150-01161503.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930664957	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/472/v-150-01161500.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930539569	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/460/v-150-01161488.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930499101	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/467/v-150-01161495.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930417038	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/595/497/00004288.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930385223	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/2185/626/02692428.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930336273	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/489/v-150-01161517.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930254906	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/306/176/v-150-01098037.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930106007	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/476/v-150-01161504.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930102668	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/491/v-150-01161519.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930042103	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/454/v-150-01161483.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929867745	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/471/v-150-01161499.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929768878	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/488/v-150-01161516.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929625850	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/474/v-150-01161502.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929621340	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/473/v-150-01161501.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929516176	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/482/v-150-01161510.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929510248	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/479/v-150-01161507.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929467947	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/470/v-150-01161498.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929442014	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/461/v-150-01161489.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929169372	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/484/v-150-01161512.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928994275	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/616/645/00004287.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928909521	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/493/v-150-01161521.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928854078	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/450/v-150-01161481-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928854078	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/451/v-150-01161481-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928723672	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/464/v-150-01161492.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928573866	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/468/v-150-01161496.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928471414	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/483/v-150-01161511.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928366702	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/616/644/00004286.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928207187	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/494/v-150-01161522.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928150968	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/469/v-150-01161497.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928063792	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/308/480/v-150-01161508.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928003234	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/3016/780/03474750.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1847939850	StillImage	jpeg	http://fm-digital-assets.fieldmuseum.org/980/519/FABA_crud_amaz_1906701.jpg		FABA F 1906701	FABA F 1906701				Rapid Reference Collection (RRC) | Field Museum of Natural History - Keller Science Action Center			(c) Field Museum of Natural History - CC BY-NC 4.0	Field Museum of Natural History
