gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
768730812					2009-11-30		https://herbario.sinchi.org.co/herbario_v/especimenes/ficha/10914/			860.061.110-3	https://www.gbif.org/grscicoll/collection/39da9440-3953-4ef8-97d4-a25c3524bfa6/metrics		Instituto Amazónico de Investigaciones Científicas - SINCHI	COAH			PreservedSpecimen				SINCHI:COAH:10914	10914	992	Sánchez, M.															present									Ejemplar botánico															1988-09-07				1988	09	07	7/09/1988											América del Sur				Colombia	CO	Amazonas	Puerto Arica		río Cahuinarí, 22km al W de sus bocas, 300m Tra. 92													-1.41944	-70.90278	WGS84																																				Crudia amazonica Benth.			Ruíz, L.K.		2009-10-01												Crudia amazonica							Plantae | Magnoliophyta | Magnoliopsida | Fabales | Caesalpiniaceae | Crudia	Plantae	Magnoliophyta	Magnoliopsida	Fabales		Caesalpiniaceae				Crudia				amazonica			Especie		Benth.					
4454173120				Creative Commons Attribution Non Commercial (CC-BY-NC 4.0)									MPEG	HERBMG			PreservedSpecimen				MG245382	MG245382	1102	Silva, C.A.S. da; Vieira, I.C.; Pereira, C.																exsicata - 2																							2021-09-04																	Pará, Santarém	América do Sul				Brasil		Pará	Santarém		Floresta Resex Tapajós Arapiuns, Muratuba													-2.9063889	-55.2211111																																								Xavier, J.K.A.M.		2020-07-27												Crudia amazonica								Plantae	Magnoliophyta	Magnoliophyta	Fabales		Fabaceae				Crudia				amazonica					Spruce ex Benth.					
4444303837				Creative Commons Attribution Non Commercial (CC-BY-NC 4.0)									MPEG	HERBMG			PreservedSpecimen				MG240325	MG240325	832	Silva, C.A.S. da; Vieira, I.C.; Pereira, C.																exsicata - 2																							2019-09-15																	Pará, Santarém	América do Sul				Brasil		Pará	Santarém		Floresta Resex Tapajós Arapiuns													-3.0383333	-55.2441667																																								Silva, C.A.S. da		2020-06-10												Crudia amazonica								Plantae	Magnoliophyta	Magnoliophyta	Fabales		Fabaceae				Crudia				amazonica					Spruce ex Benth.					
4444303815				Creative Commons Attribution Non Commercial (CC-BY-NC 4.0)									MPEG	HERBMG			PreservedSpecimen				MG240240	MG240240	747	Silva, C.A.S. da; Vieira, I.C.; Pereira, C.																exsicata - 2																							2019-09-14																	Pará, Santarém	América do Sul				Brasil		Pará	Santarém		Floresta Resex Tapajós Arapiuns													-2.9063889	-55.2211111																																								Silva, C.A.S. da		2020-05-08												Crudia amazonica								Plantae	Magnoliophyta	Magnoliophyta	Fabales		Fabaceae				Crudia				amazonica					Spruce ex Benth.					
4427235634		Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5807268		CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)				CEN					CEN	CEN			PreservedSpecimen				5807268	CEN00119772	526	K. R. C. Paixão																		jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/cen/cen/0/11/97/72/cen00119772.dzi																					25/9/2019				2019	9	25	2019-09-25							jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/cen/cen/0/11/97/72/cen00119772.dzi								Brasil	BR	Rondônia		ITAPUÃ DO OESTE	Floresta Nacional do Jacundá.													-8.636666666666667	-62.93805555555555																																								H. C. Lima		10/2021												Crudia amazonica Spruce ex Benth.													fabaceae caesalp.				Crudia				amazonica			ESPECIE		Spruce ex Benth.					
4427233394		Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5935635		CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)				HSTM					HSTM	HSTM			PreservedSpecimen				5935635	HSTM00000178	734	Torke, B.M.;Mansano, V.F.,Suemitsu, C.,Couvreur, T.																		jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/hstm/hstm/0/0/1/78/hstm00000178.dzi					HSTM 178	Tree, ca. 5 m tall, fruits greenish-brown															6/5/2011				2011	5	6	2011-5-6															Brasil	BR	Pará		Belterra	Floresta Nacional do Tapajós: Tapajós River, east bank, near community of Itapaiunas, along small tributary just S of community.		34											-3.2486111111111113	-55.17222222222222																																								Domenech, B.		6/10/2015												Crudia amazonica Spruce ex Benth.													Fabaceae				Crudia				amazonica			ESPECIE		Spruce ex Benth.					
4417961225										860.061.110-3	RNC:001		Instituto Amazónico de Investigaciones Científicas - SINCHI	COAH	Expedición científica a la chorrera (amazonas), última expresión del escudo guayanés en el suroccidente de la amazonía colombiana		HumanObservation				SINCHI:Chorrera_Plantas:14095		14095	Nicolas Castaño Arboleda	https://scholar.google.com/citations?user=chDy4OEAAAAJ&hl=en&oi=ao														present															Árbol de 17 m. Fruto café.									2023-02-11				2023	02	11	11/02/2023											América del Sur				Colombia	CO	Amazonas	La Chorrera	La Chorrera	Comunidad de San Antonio, alto del rio Igara- paraná, Resguardo Predio Putumayo, Cabildo de San Antonio.	Comunidad de San Antonio, alto del rio Igara- paraná, Resguardo Predio Putumayo, Cabildo de San Antonio. 1°9'36.20'' S- 72°55'1.78.'' W 115 msnm. Bosque inundable a la orilla del Igará- Paraná.	115	115										-1.1600556	-72.9171611	WGS84				1° 9' 36,2 ''S - 72° 55 '1,78'' W	1° 9' 36,2 ''S	72° 55 '1,78'' W	Grados, minutos, segundos																													Crudia amazonica			Jorge Mario Vélez-Puerta		2023-08												Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
4415971764			pt	Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.	2024-01-01 00:00:37-03			MFS - Herbário Profª. Drª. Marlene Freitas da Silva	Collection				UEPA	MFS	MFS - Herbário Profª. Drª. Marlene Freitas da Silva	Universidade do Estado do Pará	PreservedSpecimen				BRA:UEPA:MFS:1512	1512	340	Gurgel, E.S.C.; Batista, L.C.L.; Silva, C.S.A. da & Silva, M..N..																								Árvore de 10 m alt. x 18 cm DAP. Copa assimétrica, racemosa, ramos assimétricos. Fuste irregular e tortuoso; ritidoma sujo, com briófitas e líquens, fissurado; casca morta castanho, ca. 1mm espess.; casca viva castanho-avermelhado, ca. 3mm espess. em chamas. Alburno castanho-amarelado, com cheiro de feijăo verde. Base com raízes suporte no barranco. Frutos secos, castanho quando imaturos, deiscentes, aveludados.																				00	00																Brasil		Amazonas		Coari	Margem direita, Porto Urucú e Porto Hélio. Vegetaçăo de mata ciliar. Solo arenoso.													-5.40694440000000043	-65.3725000000000023						65º22'21''W	5º24'25''S																																	Lobato, L.C.B.		2005-7												Crudia amazonica								Plantae			Leguminosae		Detarioideae				Crudia				amazonica					Spruce ex Benth.					
4162731174		Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5706439		CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/legalcode#languages)				EAC					EAC	EAC			PreservedSpecimen				5706439	EAC00040126	316	Tavares, A.S.;Rorschil, L.,Souza, R.J.,Beck, H.																		jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/eac/eac/0/4/1/26/eac00040126.dzi						Árvore de 5 m de altura; frutos ferrugineos. Mata de beira de rio.															1/11/1987				1987	11	1	01/11/1987						Árvore de 5 m de altura; frutos ferrugineos. Mata de beira de rio.									Brasil	BR	Pará			Ilha de Marajó, rio Anajas, Anajas.		12											-0.95	-49.8																																										s. d.												Crudia amazonica Spruce ex Benth.													Fabaceae				Crudia				amazonica			ESPECIE		Spruce ex Benth.					
4073151273				http://creativecommons.org/licenses/by/4.0/	1967-12-31		http://www.botanicalcollections.be/specimen/BR0000029606849	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000029606849	BR0000029606849	198	L.V. Ferreira																HerbariumSheet																							1992-05-14				1992	05	14	[14/5/1992]															Brazil	BR				Est. Amazonas, Munic. de Manaus, Ilha de Marchantaria (rio Solimoes); Segunda faixa alta de terra a direita no canal que vai para o Lago Camaleao												Country: Brasil	-3.250000	-60.000000																																																						Crudia amazonica Spruce ex Benth.								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica							ICBN	unchecked name		
4072595018				http://creativecommons.org/licenses/by/4.0/	1967-12-31		http://www.botanicalcollections.be/specimen/BR0000029606856	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000029606856	BR0000029606856	143	L.V. Ferreira																HerbariumSheet																							1992-02-19				1992	02	19	[19/2/1992]															Brazil	BR				Est. Amazonas, Munic. de Manaus, Ilha de Marchantaria (rio Solimoes); Segunda faixa alta de terra a direita no canal que vai para o Lago Camaleao												Country: Brasil	-3.250000	-60.000000																																																						Crudia amazonica Spruce ex Benth.								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica							ICBN	unchecked name		
4061066840		http://www.tropicos.org/Specimen/102616956		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:42:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		IBE	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102616956	102616956	McDaniel 11905	Sidney T. McDaniel		1																																				(2375312)					1969	7	12												South America				Brazil	BR	Amazonas			Lago Cajanary near Fonte Boa.		40.00000000	50.00000000										2.5833333	-66.0500000																																														13008742								Crudia amazonica Spruce ex Benth.								Plantae					Fabaceae				Crudia				amazonica					Spruce ex Benth.		ICNafp		Legitimate	
3978650866					2022-06-10					830.000.602-5			Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM)				HumanObservation	La ubicación exacta no es provista para datos generalizados. Si requiere información precisa realizar la solicitud al publicador	Coordenadas generalizadas a partir de las coordenadas originales del GPS a la celda más cercana de la grilla		IDEAM:129238_SPF-2_F:09578					1													present																				129238_SPF-2_F	129238_SPF-2			2017				2017					Arreglo de subparcelas en conglomerados	154	m2							América del Sur				Colombia	CO	Santander	Bolívar		Combos		1000		1000									6.19515	-73.75461	WGS84	10606								POLYGON ((-73.889619765 6.195152423,-73.754606264 6.195152423,-73.754606264 6.060138922,-73.889619765 6.060138922,-73.889619765 6.195152423))					Chapman AD (2020) Buenas prácticas actuales para generalizar datos de especies sensibles. Copenhagen: GBIF Secretariat. https://doi.org/10.15468/doc-5jp4-5g10.		Coordenadas generalizadas a partir del centroide de una grilla de 15 km																				Crudia amazonica																	Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
3923796507										860.061.110-3		SINCHI:CE-622:2021	Instituto Amazónico de Investigaciones Científicas SINCHI (Sinchi)				HumanObservation				SINCHI:VEGETACION:AMAZONAS:0001905		6940	Sánchez, M. | Duque, A.D.		1													present																				27				1984-03/2009-06								Bosques	Parcela						CO:91460			América del Sur				Colombia	CO	Amazonas	Mirití - Paraná		Mirití-paraná. Campoamor	MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental)	108	108	108									-0.93	-71.6	WGS84																																				Crudia_amazonica																	Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
3923785043										860.061.110-3		SINCHI:CE-622:2021	Instituto Amazónico de Investigaciones Científicas SINCHI (Sinchi)				HumanObservation				SINCHI:VEGETACION:AMAZONAS:00021923		11286	Dairon Cárdenas López		1													present																				59				1984-03/2009-06								Bosques	Parcela						CO:91798			América del Sur				Colombia	CO	Amazonas	Tarapacá		Tarapacá	TARAPACÁ (Cor. Departamental)	86	86	86									-2.63	-70.22	WGS84																																				Crudia_amazonica																	Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
3923766389										860.061.110-3		SINCHI:CE-622:2021	Instituto Amazónico de Investigaciones Científicas SINCHI (Sinchi)				HumanObservation				SINCHI:VEGETACION:AMAZONAS:00021175		10807	Dairon Cárdenas López		1													present																				49				1984-03/2009-06								Bosques	Parcela						CO:91798			América del Sur				Colombia	CO	Amazonas	Tarapacá		Tarapacá	TARAPACÁ (Cor. Departamental)	99	99	99									-2.55	-70.01	WGS84																																				Crudia_amazonica																	Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
3923757714										860.061.110-3		SINCHI:CE-622:2021	Instituto Amazónico de Investigaciones Científicas SINCHI (Sinchi)				HumanObservation				SINCHI:VEGETACION:AMAZONAS:0009014		18589	Dairon Cárdenas López		1													present																				161				1984-03/2009-06								Bosques	Parcela						CO:94001			América del Sur				Colombia	CO	Guainía	Inírida		Inírida	INÍRIDA	88	88	88									3.7	-67.95	WGS84																																				Crudia_amazonica																	Crudia amazonica								Plantae	Tracheophyta	Magnoliopsida	Fabales		Fabaceae				Crudia				amazonica			Especie		Spruce ex Benth.			Aceptado		
