gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4430787179	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330247018/original.jpeg	https://www.inaturalist.org/photos/330247018					2017-10-22T17:31:57Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430787179	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330247022/original.jpeg	https://www.inaturalist.org/photos/330247022					2017-10-22T17:31:48Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430787179	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330247021/original.jpeg	https://www.inaturalist.org/photos/330247021					2017-10-22T17:31:53Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430740230	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330243531/original.jpeg	https://www.inaturalist.org/photos/330243531					2017-10-22T16:13:44Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430740230	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330243497/original.jpeg	https://www.inaturalist.org/photos/330243497					2017-10-22T16:13:48Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430740230	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330243525/original.jpeg	https://www.inaturalist.org/photos/330243525					2017-10-22T16:13:40Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4430740230	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330243514/original.jpeg	https://www.inaturalist.org/photos/330243514					2017-10-22T16:13:55Z	Darren Fielder		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Darren Fielder
4413498469	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/158783266/original.jpg	https://www.inaturalist.org/photos/158783266					2014-07-09T18:12:48Z	Keith Martin-Smith		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Keith Martin-Smith
4116408609	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/276821030/original.jpg	https://www.inaturalist.org/photos/276821030					2009-05-20T18:38:13Z	bean_ar		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bean_ar
4116408609	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/276821063/original.jpg	https://www.inaturalist.org/photos/276821063					2009-05-20T18:38:23Z	bean_ar		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bean_ar
