"","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory"
"69",2997673036,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3493847","","CC_BY_4_0","",NA,"","ICN","","","","","ICN","ICN","","","PRESERVED_SPECIMEN","","","","3493847","ICN00015808","153","Byron","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","Árvore, 10 m alt., DAP=25cm, flores botões, frutos em fase inicial de desemvolvimento, marrons",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1969-07-04",NA,185,185,1969,7,4,"1969-04-07","","",NA,"",NA,"Doação INPE (27405)","","",NA,"","",NA,NA,NA,"BR","Amazonas","","","Rio Solimões, lago do Janauaca, Italiano, braço do Igarapé do Itaúba; igapó.","","",NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"4bda7e86-c7c0-440e-bed4-bde6c52a28c2","BR","2024-01-24T18:04:45.282Z",NA,NA,NA,NA,NA,"ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","true",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Benth.","","EML","2024-01-24T18:04:45.282Z","2024-01-01T12:02:58.509Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","","","","","","","","","LC"
"70",2997394188,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469749","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469749","NY01161497","20615","G. T. Prance","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1974-03-16",NA,75,75,1974,3,16,"1974-03-16","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Margin of Igapó Açu at crossing with BR319, Manaus-Porto Velho Road; flooded river margin.","","",NA,NA,NA,NA,NA,"",-4.711111,-61.292222,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.264Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.264Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.14_2","Borba","","","LC"
"71",2997393235,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469774","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469774","NY01161521","107","U. N. Maciel","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1978-12-01",NA,335,335,1978,12,1,"1978-12-01","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","","","Margem direita do Rio Tapajós, próximo de Porto Novo-Aramanai. Praia de rio, arenosa.","","",NA,NA,NA,NA,NA,"",-2.593611,-54.960833,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","A. S. L. da Silva",NA,"1979-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:19.104Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:19.104Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.14_1","Pará","BRA.14.20_2","Belterra","","","LC"
"72",2997393234,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469756","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469756","NY01161504","24407","G. T. Prance","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1977-02-13",NA,44,44,1977,2,13,"1977-02-13","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Lago de Anamã, North of the Rio Solimões below Rio Purus, lake margin.","","",NA,NA,NA,NA,NA,"",-3.553611,-61.626667,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","M. R. Silva",NA,"1980-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:19.104Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:19.104Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.3_2","Anamã","","","LC"
"73",2997392192,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469769","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469769","NY01161516","5177","W. W. Thomas","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1986-06-18",NA,169,169,1986,6,18,"1986-06-18","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Rondônia","","","Represa Samuel: along igarapé Japiim, ca 2 hours upstream from dam by boat.","","",NA,NA,NA,NA,NA,"",-8.816667,-63.333333,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","R. C. Barneby",NA,"1988-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.898Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.898Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.22_1","Rondônia","BRA.22.11_2","Candeias do Jamari","","","LC"
"74",2997392191,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469750","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469750","NY01161498","6964","G. Martinelli","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"1980-06-14","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","","Oriximiná","Rio Trombetas, Ilha Jacitara, 4 km SE de Oriximina","","",NA,NA,NA,NA,NA,"",-1.765556,-55.866111,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.898Z",60,0,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.898Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.14_1","Pará","BRA.14.84_2","Oriximiná","","","LC"
"75",2997391203,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469770","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469770","NY01161517","14777","G. T. Prance","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1971-09-20",NA,263,263,1971,9,20,"1971-09-20","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Lower Rio Purus, Lago de Beruri.","","",NA,NA,NA,NA,NA,"",-3.898333,-61.373056,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.894Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.894Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.11_2","Beruri","","","LC"
"76",2997391202,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469752","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469752","NY01161500","2713","W. A. Rodrigues","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1961-06-02",NA,153,153,1961,6,2,"1961-06-02","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Lago do Janauarí, boca do Rio Negro.","","",NA,NA,NA,NA,NA,"",-3.204444,-60.050833,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.893Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.893Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.28_2","Iranduba","","","LC"
"77",2997391191,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469518","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469518","NY01161242","24407","G. T. Prance","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1977-02-13",NA,44,44,1977,2,13,"1977-02-13","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Lago de Anamã, North of the Rio Solimões below Rio Purus, lake margin.","","",NA,NA,NA,NA,NA,"",-3.553611,-61.626667,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","M. R. Silva",NA,"1980-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.889Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.889Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.3_2","Anamã","","","LC"
"78",2997390221,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469772","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469772","NY01161519","9360","C. A. Cid Ferreira","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1987-10-12",NA,285,285,1987,10,12,"1987-10-12","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Margem direita do Rio Negro, próximo à boca do Rio Marié.","","",NA,NA,NA,NA,NA,"",-0.416667,-66.383333,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","R. C. Barneby",NA,"1990-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.359Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.359Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.52_2","São Gabriel da Cachoeira","","","LC"
"79",2997390220,"","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2469754","","CC_BY_4_0","",NA,"","NY","","","","","NY","NY","","","PRESERVED_SPECIMEN","","","","2469754","NY01161502","24387","G. T. Prance","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1977-02-11",NA,42,42,1977,2,11,"1977-02-11","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","North bank, Ilha de Marrecão; flooded river bank.","","",NA,NA,NA,NA,NA,"",-3.354722,-60.732222,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","M. R. Silva",NA,"1980-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a185d0c4-1a12-45c1-a729-2a7b058b528d","BR","2024-01-25T12:00:18.358Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T12:00:18.358Z","2023-11-22T02:20:25.911Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.36_2","Manacapuru","","","LC"
