"","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory"
"162",1928063792,"","","en","CC0_1_0","",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371065","The New York Botanical Garden","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","Vascular plants","","PRESERVED_SPECIMEN","","","","14fc1efe-d405-44b6-9415-cb0a13f04fd6","1161508","7071","C. A. Cid Ferreira","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","sheet","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1986-04-21",NA,111,111,1986,4,21,"21 Apr 1986","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","Japurá Mun.","","Limoeiro (Japurá). Rio Jaupurá margem direita entre a sede do Município e localidade Matupirí","","",NA,NA,NA,NA,NA,"",-1.8861,-66.9944,NA,NA,NA,"",NA,"",NA,NA,"","","","Google Earth","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICN","ACCEPTED","",NA,"d415c253-4d61-4459-9d25-4015b9084fb0","US","2024-01-25T14:57:23.826Z",NA,NA,NA,NA,NA,"MODIFIED_DATE_INVALID","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T14:57:23.826Z","2024-01-21T05:22:05.616Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.32_2","Japurá","","","LC"
"163",1928003234,"","","en","CC0_1_0","",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2771816","The New York Botanical Garden","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","Vascular plants","","PRESERVED_SPECIMEN","","","","10b5f9f2-65a6-42ba-8e2f-9f1675f5cc9a","03474750","734","B. M. Torke","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","sheet","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","2011-05-06",NA,126,126,2011,5,6,"06 May 2011","Flooded forest along small tributary ""igarape""","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","Belterra Mun.","","Floresta Nacional do Tapajós: Tapajós River, east bank, near community of Itapaiunas, along small tributary just S of community","","112 ft",NA,NA,NA,NA,NA,"",-3.2486,-55.1672,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","V. de F. Mansano",NA,"2019-04-20T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICN","ACCEPTED","",NA,"d415c253-4d61-4459-9d25-4015b9084fb0","US","2024-01-25T14:57:22.524Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T14:57:22.524Z","2024-01-21T05:22:05.616Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.14_1","Pará","BRA.14.14_2","Aveiro","","","LC"
"164",1847939850,"http://fieldmuseum.org/about/copyright-information","","","CC0_1_0","2023-08-30T19:18:00Z",NA,"","The Field Museum of Natural History","","F","Botany","","F","Botany","seeds-22-sep-2023","F","PRESERVED_SPECIMEN","","","","b503b188-b3b7-4c78-8a25-7ad1a0701bd0","","820","O. C. Nascimento","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",3115215,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"820","1978-10-28",NA,301,301,1978,10,28,"","","",NA,"",NA,"","","945bc7f7-f773-4410-8f63-dbf8bf61a8a0",NA,"South America, Brazil, Amazonas. [LL]","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Amazonas","","",NA,NA,NA,NA,NA,"",-5,-63,NA,NA,NA,"",NA,"",NA,NA,"","","TGN - Centroid","Getty Thesaurus of Geographic Names (TGN)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","M. G. Vieira",NA,"1990-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Fabaceae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICBN","ACCEPTED","",NA,"90c853e6-56bd-480b-8e8f-6285c3f8d42b","US","2024-01-25T10:59:55.091Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T10:59:55.091Z","2023-09-22T16:42:30.311Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.57_2","Tapauá","","","LC"
"165",1847933935,"http://fieldmuseum.org/about/copyright-information","","","CC0_1_0","2023-08-30T19:22:00Z",NA,"","The Field Museum of Natural History","","F","Botany","","F","Botany","seeds-22-sep-2023","F","PRESERVED_SPECIMEN","","","","68ebae35-9925-44b2-be7d-8d06f5f02e5d","","212","B. E. Dahlgren","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",3109766,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"212","1929-05-15",NA,135,135,1929,5,15,"","","",NA,"",NA,"","","0b1fd2cc-7cf9-438e-9d95-1f930578f5c3",NA,"South America, Brazil, Pará. [LL]","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","","","Pará","","",NA,NA,NA,NA,NA,"",-4,-53,NA,NA,NA,"",NA,"",NA,NA,"","","TGN - Centroid","Getty Thesaurus of Geographic Names (TGN)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Fabaceae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICBN","ACCEPTED","",NA,"90c853e6-56bd-480b-8e8f-6285c3f8d42b","US","2024-01-25T11:00:07.371Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T11:00:07.371Z","2023-09-22T16:42:30.311Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.14_1","Pará","BRA.14.8_2","Altamira","","","LC"
"166",1847929567,"http://fieldmuseum.org/about/copyright-information","","","CC0_1_0","2023-08-30T19:22:00Z",NA,"","The Field Museum of Natural History","","F","Botany","","F","Botany","seeds-22-sep-2023","F","PRESERVED_SPECIMEN","","","","50495e17-fa1f-4d9b-8a46-6e92c684700f","","6964","G. Martinelli","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",3115243,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"6964","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","0b1fd2cc-7cf9-438e-9d95-1f930578f5c3",NA,"South America, Brazil, Pará. [LL]","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","","","Pará","","",NA,NA,NA,NA,NA,"",-4,-53,NA,NA,NA,"",NA,"",NA,NA,"","","TGN - Centroid","Getty Thesaurus of Geographic Names (TGN)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","H. C. de Lima",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Fabaceae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICBN","ACCEPTED","",NA,"90c853e6-56bd-480b-8e8f-6285c3f8d42b","US","2024-01-25T10:59:49.826Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T10:59:49.826Z","2023-09-22T16:42:30.311Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.14_1","Pará","BRA.14.8_2","Altamira","","","LC"
"167",1847929278,"http://fieldmuseum.org/about/copyright-information","","","CC0_1_0","2023-08-30T19:18:00Z",NA,"","The Field Museum of Natural History","","F","Botany","","F","Botany","seeds-22-sep-2023","F","PRESERVED_SPECIMEN","","","","4ee5b7c2-61ea-49aa-ba40-8f3d8091e1d1","","22013","D. G. Campbell","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",3113890,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"22013","1974-04-12",NA,102,102,1974,4,12,"","","",NA,"",NA,"","","945bc7f7-f773-4410-8f63-dbf8bf61a8a0",NA,"South America, Brazil, Amazonas. [LL]","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Amazonas","","",NA,NA,NA,NA,NA,"",-5,-63,NA,NA,NA,"",NA,"",NA,NA,"","","TGN - Centroid","Getty Thesaurus of Geographic Names (TGN)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","M. G. Vieira",NA,"1986-01-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Fabaceae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICBN","ACCEPTED","",NA,"90c853e6-56bd-480b-8e8f-6285c3f8d42b","US","2024-01-25T10:59:49.832Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T10:59:49.832Z","2023-09-22T16:42:30.311Z","true",NA,"","false","LATIN_AMERICA","NORTH_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.57_2","Tapauá","","","LC"
"168",1844893929,"","","","CC_BY_4_0","2018-05-17T16:52:21Z",NA,"","Rio de Janeiro Botanical Garden","Physical Object","04.936.616/0001-20","","","JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","","PRESERVED_SPECIMEN","","","{""project"" : ""Programa de Monitoramento da Biodiversidade - ICMBio""}","urn:catalog:JBRJ:RB:1388402","RB01388402","1645","D.S. Costa; A.S. Lima & F. Obermuller","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"RB 765933","Árvore 17  m de alt. CAP: 59.3. Estéril. Número da placa:546",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","2017-08-29",NA,241,241,2017,8,29,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Rondônia","","Itapuã Do Oeste","EA-1 ""Fazenda""Ponto amostral:S. Flona do Jamari","","",NA,NA,NA,NA,NA,"",-9.416389,-62.82,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","H.C. Lima",NA,"2018-05-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"4300f8d5-1ae5-49e5-a101-63894b005868","BR","2024-01-25T07:09:50.851Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T07:09:50.851Z","2023-11-07T17:01:15.063Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.22_1","Rondônia","BRA.22.18_2","Cujubim","","","LC"
"169",1844893017,"","","","CC_BY_4_0","2022-02-25T21:34:03Z",NA,"","Rio de Janeiro Botanical Garden","Physical Object","04.936.616/0001-20","","","JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","","PRESERVED_SPECIMEN","","","{""project"" : ""Programa de Monitoramento da Biodiversidade - ICMBio""}","urn:catalog:JBRJ:RB:1387499","RB01387499","2501","H. Medeiros; Daniel S. da Costa, Fernando S. Andriolli, Flávio A. Obermuller, Roberto & Adriano S. Lima","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"RB 765060","Árvore 21 m, estéril. Placa: # 1171.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","2017-09-21",NA,264,264,2017,9,21,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","Barcelos","Parque Nacional do Jaú. Bacia do Rio Negro, Rio Jaú. Programa de Monitoramento da Biodiversidade (Tiaracá). Unidade Amostral 03, PÁ ""Sul"".","","",NA,NA,NA,NA,NA,"",-1.776944,-61.626944,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","H.C. Lima",NA,"2022-02-24T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"4300f8d5-1ae5-49e5-a101-63894b005868","BR","2024-01-25T07:09:51.411Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-25T07:09:51.411Z","2023-11-07T17:01:15.063Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.8_2","Barcelos","","","LC"
"170",1825802430,"","","","CC0_1_0","",NA,"","","","","","","NHMUK","BOT","","","PRESERVED_SPECIMEN","","","{""associatedMediaCount"": null, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Box"", ""collectionName"": null, ""commodity"": null, ""created"": 1476097589000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Crudia amazonica Spruce"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1825802430"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""TAXON_MATCH_NONE""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","de462bab-81f7-4800-85ea-73080f19d6f4","BM001100720","","Cosme Damião Alves da Mota","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"NHMUK:ecatalogue:6762576","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1978-12-07",NA,341,341,1978,12,7,"","","",NA,"",NA,"","","",NA,"South America; Brazil","SOUTH_AMERICA",NA,NA,NA,"BR","","","","","","",NA,NA,NA,NA,NA,"",-10.773109,-53.08982,4364,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce",NA,NA,"",NA,NA,NA,"Fabales; Fabaceae; Detarioideae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","SYNONYM","",NA,"7e380070-f762-11e1-a439-00145eb45e9a","GB","2024-02-02T05:29:30.130Z",NA,NA,NA,NA,151.957523085744,"GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",7734152,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce","","DWC_ARCHIVE","2024-02-02T05:29:30.130Z","2024-02-02T01:47:16.766Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.12_1","Mato Grosso","BRA.12.123_2","São José do Xingu","","","NE"
"171",1825802324,"","","","CC0_1_0","",NA,"","","","","","","NHMUK","BOT","","","PRESERVED_SPECIMEN","","","{""associatedMediaCount"": null, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Box"", ""collectionName"": null, ""commodity"": null, ""created"": 1476097588000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Crudia amazonica Spruce"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1825802324"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""TAXON_MATCH_NONE""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","21132804-0c37-46bf-8ea4-47b49a9dd739","BM001100714","","Walter Adolpho Ducke","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"NHMUK:ecatalogue:6762570","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","",NA,"South America; Brazil","SOUTH_AMERICA",NA,NA,NA,"BR","","","","","","",NA,NA,NA,NA,NA,"",-10.773109,-53.08982,4364,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce",NA,NA,"",NA,NA,NA,"Fabales; Fabaceae; Detarioideae","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","SYNONYM","",NA,"7e380070-f762-11e1-a439-00145eb45e9a","GB","2024-02-02T05:30:17.708Z",NA,NA,NA,NA,151.957523085744,"GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",7734152,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce","","DWC_ARCHIVE","2024-02-02T05:30:17.708Z","2024-02-02T01:47:16.766Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.12_1","Mato Grosso","BRA.12.123_2","São José do Xingu","","","NE"
