"Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"Acacia dangarensis",0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia dangarensis","Acacia dangarensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia davyi",0,1,0,0,3.47e+12,-21.47861499,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.47861499,1,0,0,"Acacia davyi","Acacia davyi","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9655
"Acacia dealbata",1,1,28,1.45e+13,4.61e+12,-35.13929898,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,35.13929898,1,0,6,"Acacia dealbata","Acacia dealbata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,7,4,3,"Y","Y",1,"Acacia dealbata",0,9724
"Acacia deanei",0,1,0,0,3.16e+12,-16.73557126,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,16.73557126,1,0,1,"Acacia deanei","Acacia deanei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia deanei",0,9690
"Acacia decora",1,1,1,1.3e+11,2.76e+12,-26.80239184,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80239184,1,0,0,"Acacia decora","Acacia decora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia decora",0,9812
"Acacia decurrens",1,1,19,1e+13,6.4e+12,-17.04729784,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,17.04729784,1,0,4,"Acacia decurrens","Acacia decurrens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,8,5,3,"Y","Y",1,"Acacia decurrens",0,9814
"Acacia dictyophleba",0,1,0,0,6.59e+12,-24.24846479,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,24.24846479,1,0,0,"Acacia dictyophleba","Acacia dictyophleba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia dictyophleba",0,9633
"Acacia difficilis",0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,0,"Acacia difficilis","Acacia difficilis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,2,"Y","Y",0,NA,0,9794
"Acacia dimidiata",0,1,0,0,3.08e+12,-21.20529859,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.20529859,1,0,0,"Acacia dimidiata","Acacia dimidiata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,1,"Y","Y",0,NA,0,10004
"Acacia dolichostachya",0,1,0,0,2.09e+12,19.95541934,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,19.95541934,1,0,0,"Acacia dolichostachya","Acacia dolichostachya","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mariosousa dolichostachya",0,9640
"Acacia doratoxylon",1,1,2,2.68e+11,1.03e+12,-33.25653662,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25653662,1,0,0,"Acacia doratoxylon","Acacia doratoxylon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia doratoxylon",0,9637
"Acacia doratoxylon",1,1,2,2.68e+11,1.03e+12,-33.25653662,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25653662,1,0,0,"Acacia doratoxylon","Acacia doratoxylon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia acuminata",0,9637
"Acacia drummondii",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia drummondii","Acacia drummondii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9913
"Acacia dudgeoni",0,1,0,0,5.01e+12,13.21298077,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,13.21298077,1,0,0,"Acacia dudgeoni","Acacia dudgeoni","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia dunnii",0,1,0,0,3.88e+12,-23.4204532,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.4204532,1,0,0,"Acacia dunnii","Acacia dunnii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,9837
"Acacia ehrenbergiana",0,1,0,0,1.65e+13,19.98971855,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,19.98971855,1,0,0,"Acacia ehrenbergiana","Acacia ehrenbergiana","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9642
"Acacia elata",1,1,11,9.68e+12,3.56e+12,-29.35867544,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,29.35867544,1,0,1,"Acacia elata","Acacia elata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10656
"Acacia elatior",0,1,0,0,3.33e+12,10.7103668,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,10.7103668,1,0,0,"Acacia elatior","Acacia elatior","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,10120
"Acacia elongata",0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia elongata","Acacia elongata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia elongata",0,10872
"Acacia eremaea",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia eremaea","Acacia eremaea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia eremaea",0,9640
"Acacia ericifolia",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia ericifolia","Acacia ericifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9675
"Acacia erinacea",0,1,0,0,3.51e+12,-26.80243548,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80243548,1,0,0,"Acacia erinacea","Acacia erinacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9892
"Acacia eriocarpa",0,1,0,0,1.93e+12,-16.15204272,"Acacieae","Acacia","Caesalpinioideae","Acacieae",0,16.15204272,1,0,0,"Acacia eriocarpa","Acacia eriocarpa","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9672
"Acacia erubescens",0,1,0,0,1.06e+13,-18.58533779,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,18.58533779,1,0,0,"Acacia erubescens","Acacia erubescens","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia erubescens",0,9725
"Acacia estrophiolata",0,1,0,0,4.86e+12,-24.83278022,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,24.83278022,1,0,1,"Acacia estrophiolata","Acacia estrophiolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia etbaica",0,1,0,0,6.05e+12,7.23235298,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,7.23235298,1,0,0,"Acacia etbaica","Acacia etbaica","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9631
"Acacia excelsa",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",0,25.79163463,1,0,2,"Acacia excelsa","Acacia excelsa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia excelsa",0,10940
"Acacia extensa",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia extensa","Acacia extensa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,9986
"Acacia exuvialis",0,1,0,0,3.06e+12,-22.24326179,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.24326179,1,0,0,"Acacia exuvialis","Acacia exuvialis","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia falcata",1,1,2,2.23e+12,2.66e+12,-16.5401345,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,16.5401345,1,0,1,"Acacia falcata","Acacia falcata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia falcata",0,10237
"Acacia falciformis",1,1,2,2.68e+11,2.76e+12,-26.81043334,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.81043334,1,0,2,"Acacia falciformis","Acacia falciformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia falciformis",0,9809
"Acacia farnesiana",1,1,48,3.76e+13,1.91e+13,10.47537246,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,10.47537246,1,0,9,"Acacia farnesiana","Acacia farnesiana","Papahanaumokuakea Marine National Monument",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia farnesiana",0,9659
"Acacia filicifolia",1,1,1,1.15e+11,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia filicifolia","Acacia filicifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9654
"Acacia filifolia",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia filifolia","Acacia filifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9711
"Acacia fimbriata",1,1,4,5.61e+12,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia fimbriata","Acacia fimbriata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia fimbriata",0,10387
"Acacia fleckii",0,1,0,0,6.44e+12,-21.23507238,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.23507238,1,0,0,"Acacia fleckii","Acacia fleckii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia flexifolia",0,1,0,0,2.76e+12,-26.80239184,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80239184,1,0,0,"Acacia flexifolia","Acacia flexifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia floribunda",1,1,4,2.3e+12,3.49e+12,-7.63227278,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,7.63227278,1,0,1,"Acacia floribunda","Acacia floribunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N",1,"Acacia floribunda",0,10408
"Acacia fulva",0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia fulva","Acacia fulva","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10327
"Acacia galpinii",0,1,0,0,6.24e+12,-20.01409488,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,20.01409488,1,0,0,"Acacia galpinii","Acacia galpinii","CU*STAR",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9647
"Acacia gaumeri",0,1,0,0,1.96e+12,23.95092283,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.95092283,1,0,0,"Acacia gaumeri","Acacia gaumeri","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia gaumeri",0,9693
"Acacia genistifolia",0,1,0,0,2.08e+12,-36.84389176,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,36.84389176,1,0,0,"Acacia genistifolia","Acacia genistifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9641
"Acacia georginae",1,1,1,7.94e+12,4.06e+12,-23.47957615,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.47957615,1,0,2,"Acacia georginae","Acacia georginae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9636
"Acacia gerrardii",0,1,0,0,1.5e+13,-16.42384857,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,16.42384857,1,0,0,"Acacia gerrardii","Acacia gerrardii","The International Plant Names Index",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9669
"Acacia gittinsii",0,1,0,0,1.73e+12,-22.57378083,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.57378083,1,0,0,"Acacia gittinsii","Acacia gittinsii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9630
"Acacia gladiiformis",1,1,1,2.44e+11,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,1,"Acacia gladiiformis","Acacia gladiiformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia glaucocarpa",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia glaucocarpa","Acacia glaucocarpa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9649
"Acacia glaucoptera",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia glaucoptera","Acacia glaucoptera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia goetzei",0,1,0,0,8.26e+12,-1.7213765,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,1.7213765,1,0,0,"Acacia goetzei","Acacia goetzei","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9661
"Acacia gonocarpa",0,1,0,0,3.88e+12,-23.4204532,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.4204532,1,0,0,"Acacia gonocarpa","Acacia gonocarpa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,1,"Y","Y",0,NA,0,9628
"Acacia gourmaensis",0,1,0,0,2.82e+12,10.7475034,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,10.7475034,1,0,0,"Acacia gourmaensis","Acacia gourmaensis","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia grandicornuta",0,1,0,0,4.44e+12,-22.42811457,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.42811457,1,0,0,"Acacia grandicornuta","Acacia grandicornuta","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia granitica",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia granitica","Acacia granitica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9638
"Acacia greggii",1,1,1,2.06e+12,2.28e+12,27.19501114,"Acacieae","Acacia","Caesalpinioideae","Acacieae",0,27.19501114,1,0,1,"Acacia greggii","Acacia greggii","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia greggii",0,9758
"Acacia gummifera",0,1,0,0,4.03e+11,31.88356133,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,31.88356133,1,0,0,"Acacia gummifera","Acacia gummifera","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9771
"Acacia haematoxylon",0,1,0,0,4.05e+12,-23.84985133,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.84985133,1,0,0,"Acacia haematoxylon","Acacia haematoxylon","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9655
"Acacia hakeoides",0,1,0,0,6.27e+12,-26.80241625,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80241625,1,0,1,"Acacia hakeoides","Acacia hakeoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629
"Acacia harpophylla",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia harpophylla","Acacia harpophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia harveyi",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia harveyi","Acacia harveyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10987
"Acacia hastulata",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia hastulata","Acacia hastulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9637
"Acacia havilandiorum",0,1,0,0,2.01e+12,-31.74043124,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,31.74043124,1,0,1,"Acacia havilandiorum","Acacia havilandiorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia hebeclada",0,1,0,0,6.44e+12,-21.23507238,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.23507238,1,0,0,"Acacia hebeclada","Acacia hebeclada","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9641
"Acacia hemsleyi",0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,1,"Acacia hemsleyi","Acacia hemsleyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9637
"Acacia hereroensis",0,1,0,0,4.44e+12,-23.50241383,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.50241383,1,0,0,"Acacia hereroensis","Acacia hereroensis","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9641
"Acacia heterophylla",1,1,2,3.26e+12,2645044536,-21.12162946,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.12162946,1,0,1,"Acacia heterophylla","Acacia heterophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10538
"Acacia hilliana",0,1,0,0,3.88e+12,-23.4204532,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.4204532,1,0,0,"Acacia hilliana","Acacia hilliana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0,9631
"Acacia hippuroides",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia hippuroides","Acacia hippuroides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0,9630
"Acacia hockii",0,1,0,0,1.75e+13,11.67782942,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,11.67782942,1,0,0,"Acacia hockii","Acacia hockii","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9631
"Acacia holosericea",1,1,3,2.18e+11,6.01e+12,-14.91476298,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,14.91476298,1,0,2,"Acacia holosericea","Acacia holosericea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,13,12,8,"Y","Y",0,NA,0,9673
"Acacia horrida",1,1,1,2.78e+12,1.01e+13,20.16341163,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,20.16341163,1,0,0,"Acacia horrida","Acacia horrida","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9800
"Acacia horrida",1,1,1,2.78e+12,1.01e+13,20.16341163,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,20.16341163,1,0,0,"Acacia horrida","Acacia horrida","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9800
"Acacia horridula",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia horridula","Acacia horridula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9649
"Acacia huegelii",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia huegelii","Acacia huegelii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9656
"Acacia implexa",1,1,1,1.15e+11,2.83e+12,-34.37660906,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,34.37660906,1,0,2,"Acacia implexa","Acacia implexa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,2,"Y","Y",0,NA,0,9663
"Acacia intsia",0,1,0,0,2.42e+12,21.71720082,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.71720082,1,0,0,"Acacia intsia","Acacia intsia","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9703
"Acacia irrorata",1,1,2,2.68e+11,2.76e+12,-26.80239184,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80239184,1,0,1,"Acacia irrorata","Acacia irrorata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9774
"Acacia iteaphylla",0,1,0,0,4.54e+12,-28.33581319,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,28.33581319,1,0,1,"Acacia iteaphylla","Acacia iteaphylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia iteaphylla",0,9628
"Acacia ixiophylla",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia ixiophylla","Acacia ixiophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia jacquemontii",0,1,0,0,6.57e+12,26.99567205,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.99567205,1,0,6,"Acacia jacquemontii","Acacia jacquemontii","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9667
"Acacia jonesii",0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia jonesii","Acacia jonesii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9694
"Acacia julifera",0,1,0,0,1.73e+12,-22.57378083,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.57378083,1,0,0,"Acacia julifera","Acacia julifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9631
"Acacia juncifolia",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia juncifolia","Acacia juncifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9643
"Acacia karroo",1,1,10,8.22e+12,6.52e+12,-24.27751659,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,24.27751659,1,0,7,"Acacia karroo","Acacia karroo","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia karroo",0,9787
"Acacia kempeana",0,1,0,0,6.59e+12,-24.24846479,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,24.24846479,1,0,2,"Acacia kempeana","Acacia kempeana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia kirkii",0,1,0,0,9.13e+12,3.778323,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,3.778323,1,0,0,"Acacia kirkii","Acacia kirkii","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9807
"Acacia koa",1,1,2,85081230499,16858731371,20.26898313,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,20.26898313,1,0,0,"Acacia koa","Acacia koa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,4,0,"Y","N",1,"Acacia koa",0,10217
"Acacia koaia",1,0,1,7.94e+12,0,NA,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,NA,1,0,0,"Acacia koaia","Acacia koaia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia koaia",0,9628
"Acacia kraussiana",0,1,0,0,4.05e+12,-20.70674879,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,20.70674879,1,0,0,"Acacia kraussiana","Acacia kraussiana","CU*STAR",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9672
"Acacia lachnophylla",0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia lachnophylla","Acacia lachnophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628
"Acacia latescens",0,1,0,0,1.35e+12,-19.41428342,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,19.41428342,1,0,0,"Acacia latescens","Acacia latescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,1,"Y","Y",0,NA,0,9631
"Acacia latifolia",0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,1,"Acacia latifolia","Acacia latifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia latifolia",0,12235
"Acacia leiocalyx",0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia leiocalyx","Acacia leiocalyx","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia leiocalyx",0,9629
