"","species","intrdcd","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","precip_range","temp_range","nitro_range","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"1","Abrus_fruticulosus",1,48,2905.95,1370.7,1960.08333333333,1927.5,291,113,176.041666666667,157,26.9762499809265,21.9179166793823,24.4443576733271,24.7562494277954,14.850833,-22.978889,-9.381275775,-9.350972,9.31416699999999,-22.91912475,1535.25,5.05833330154416,178,"Abrus fruticulosus",0,1,0,0,1.51e+12,16.77009689,"Abreae","Abrus","Papilionoideae","Abreae","1",16.77009689,1,0,1,"Abrus fruticulosus","Abrus fruticulosus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,523
"2","Abrus_precatorius",1,761,2828,1031,1518.21024967148,1324,1975,139,786.055190538765,605,26.9916667938232,21.4208335876465,23.566277899974,23.2749996185303,29.4489,-28.460775,15.3416956201051,26.421021,28.642518,-21.10775,1797,5.5708332061767,1836,"Abrus precatorius",1,1,4,1.48e+11,5.34e+13,9.00301812,"Abreae","Abrus","Papilionoideae","Abreae","1",9.00301812,1,0,7,"Abrus precatorius","Abrus precatorius","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N","0",NA,0,528
"3","Acacia_auriculiformis",1,3086,1538.75,1044.25,1298.82047958522,1256,880,82,228.706092028516,145,27.4072914123535,23.3510417938232,26.0060258514296,26.1666660308838,32.653252,-21.33963,9.39055301717434,7.73534,26.28969425,6.585265,494.5,4.05624961853027,798,"Acacia auriculiformis",1,1,23,1.12e+13,4.09e+12,-5.85860106,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",5.85860106,1,0,4,"Acacia auriculiformis","Acacia auriculiformis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,22,19,3,"Y","Y","1","Acacia auriculiformis",0,9635
"4","Acacia_baileyana",1,2861,1121,439,720.921006641035,667,331,121,226.316322963999,228,17.1375007629395,12.0708332061768,14.0203104987506,13.8874998092651,42.8988169,-45.857537,-29.5880769712688,-37.3423,34.179674,-38.3213,682,5.0666675567627,210,"Acacia baileyana",1,1,13,1.07e+13,6.27e+12,-26.80596132,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",26.80596132,1,0,2,"Acacia baileyana","Acacia baileyana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Acacia baileyana",0,9648
"5","Acacia_confusa",1,233,2431.4,905,1705.45064377682,1717,373.6,124,219.248927038627,216,24.2308338165283,15.7899999618531,21.2643776226453,22.1416664123535,35.07,18.48,23.2398228969957,22.399947,29.964,19.6278182,1526.4,8.44083385467524,249.6,"Acacia confusa",1,1,13,3.58e+12,1.25e+12,21.89229771,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",21.89229771,1,0,3,"Acacia confusa","Acacia confusa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,3,1,0,"Y","N","1","Acacia confusa",0,10104
"6","Acacia_cyclops",1,699,734.1,278.9,489.831187410587,481,283,108,171.324749642346,166,18.4624996185303,15.861250114441,17.3004112803032,17.3666667938232,40.55,-34.76533,-21.4989722131617,-33.834454,34.2337608,-34.6521176,455.2,2.60124950408935,175,"Acacia cyclops",1,1,5,5.1e+12,3.51e+12,-26.80243548,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",26.80243548,1,0,4,"Acacia cyclops","Acacia cyclops","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Acacia cyclops",0,10784
"7","Acacia_dealbata",1,8417,1502,504,919.781038374718,839,398,132,237.486871807057,215,16.5125007629395,11.2491666793823,13.803949837675,13.8333330154419,50.837437,-46.560007,34.3916438543186,41.766013,47.7179162,-33.3681394,998,5.26333408355718,266,"Acacia dealbata",1,1,28,1.45e+13,4.61e+12,-35.13929898,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",35.13929898,1,0,6,"Acacia dealbata","Acacia dealbata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,7,4,3,"Y","Y","1","Acacia dealbata",0,9724
"8","Acacia_decurrens",1,998,1557.75,556,922.167334669339,824.5,435,122.85,250.109218436874,245,17.8679167747497,11.9368750095367,14.3144497503499,13.9458332061768,40.7656,-43.660972,-27.0813140529058,-37.1294,6.00091655,-38.32554995,1001.75,5.93104176521298,312.15,"Acacia decurrens",1,1,19,1e+13,6.4e+12,-17.04729784,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",17.04729784,1,0,4,"Acacia decurrens","Acacia decurrens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,8,5,3,"Y","Y","1","Acacia decurrens",0,9814
"9","Acacia_elata",1,256,1331.5,580.5,926.51953125,914.5,299,157,235.546875,229,16.981249332428,12.0312502384186,14.2165852710605,14.0333333015442,37.648081,-43.666611,-36.3635365316406,-37.7311665,-33.680445,-38.403575,751,4.94999909400942,142,"Acacia elata",1,1,11,9.68e+12,3.56e+12,-29.35867544,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",29.35867544,1,0,1,"Acacia elata","Acacia elata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,10656
"10","Acacia_iteaphylla",1,438,972.15,426.4,682.27397260274,664.5,280,100,208.874429223744,224,18.426458644867,12.3083333969116,14.4728595633485,14.2020831108094,-27.9,-38.5112,-36.5429811255708,-37.49485,-31.86965215,-38.082925,545.75,6.11812524795535,180,"Acacia iteaphylla",0,1,0,0,4.54e+12,-28.33581319,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",28.33581319,1,0,1,"Acacia iteaphylla","Acacia iteaphylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Acacia iteaphylla",0,9628
"11","Acacia_longifolia",1,2293,1286.8,388.6,706.186655037069,670,685,107,256.244221543829,203,17.6058330535889,13.7250003814697,15.5647750555871,15.4416666030884,46.054441,-45.880857,-17.930787654034,-34.750075,40.304346,-37.6688122,898.2,3.88083267211918,578,"Acacia longifolia",1,1,20,2.05e+13,3.81e+12,-34.81475557,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",34.81475557,1,0,1,"Acacia longifolia","Acacia longifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Acacia longifolia",0,11415
"12","Acacia_mangium",1,186,3672.75,1309.5,2344.93010752688,2304.5,452.5,143.25,260.317204301075,243,27.6822924613953,22.5260419845581,25.931115611907,26.5625,25.244044,-11.766667,7.48322770967742,8.651196,21.27879025,-11.567486,2363.25,5.1562504768372,309.25,"Acacia mangium",1,1,7,5.7e+11,4.72e+12,-6.73971578,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",6.73971578,1,0,3,"Acacia mangium","Acacia mangium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,13,11,5,"Y","Y","0",NA,0,9676
"13","Acacia_mearnsii",1,3387,1564.7,427,861.553291998819,771,387.4,117,203.111898435193,185,19.0654172897339,14.0483335494995,16.7086187446578,16.8250007629395,44.619747,-43.668482,-20.5750672850901,-32.323328,36.5241717,-34.0808735,1137.7,5.01708374023438,270.4,"Acacia mearnsii",1,1,34,1.78e+13,6.75e+12,-25.13916559,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",25.13916559,1,0,5,"Acacia mearnsii","Acacia mearnsii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,4,1,"Y","Y","1","Acacia mearnsii",0,9638
"14","Acacia_melanoxylon",1,2237,1744,452.6,1077.54939651319,1052,558,133.8,291.308001788109,262,17.4633331298828,11.7574998855591,14.6938403423311,14.5833339691162,51.186889,-46.895804,15.2763833441663,37.4316,43.3463402,-39.0653334,1291.4,5.70583324432372,424.2,"Acacia melanoxylon",1,1,26,1.71e+13,6.34e+12,-34.37437305,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",34.37437305,1,0,4,"Acacia melanoxylon","Acacia melanoxylon","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,12,2,8,"Y","Y","1","Acacia melanoxylon",0,9784
"15","Acacia_paradoxa",1,89,1479.6,272.2,851.651685393258,724,362.6,57.8,209.629213483146,192,20.666667175293,11.6533332824707,15.9109082275562,15.1791667938232,37.874742,-43.662611,-26.5927143595506,-35.017794,33.86289,-42.800413,1207.4,9.0133338928223,304.8,"Acacia paradoxa",1,1,8,4.29e+12,6.27e+12,-26.80596132,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",26.80596132,1,0,2,"Acacia paradoxa","Acacia paradoxa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,11016
"16","Acacia_podalyriifolia",1,165,1690.6,660.6,1104.57575757576,983,304,100,183.787878787879,165,21.1491661071777,15.0950004577637,18.0349747282086,18.0458335876465,3.083333,-35.03792,-24.0747435030303,-25.883343,-2.18217980000001,-34.1767156,1030,6.054165649414,204,"Acacia podalyriifolia",1,1,13,2.26e+13,6.17e+12,-11.17061857,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",11.17061857,1,0,1,"Acacia podalyriifolia","Acacia podalyriifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Acacia podalyriifolia",0,9628
"17","Acacia_pycnantha",1,265,947.4,349,619.128301886792,594,244.4,85,182.796226415094,162,17.7991661071777,12.3908334732056,16.2784277142219,16.6666660308838,44.24611,-42.900698,-10.3225553169811,-33.759722,39.0369376,-41.3374906,598.4,5.40833263397212,159.4,"Acacia pycnantha",1,1,13,9.77e+12,4.54e+12,-28.33979238,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",28.33979238,1,0,4,"Acacia pycnantha","Acacia pycnantha","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,2,2,"Y","Y","1","Acacia pycnantha",0,9651
"18","Acacia_retinodes",1,275,1098.2,297.7,646.032727272727,561,379.9,109,185.243636363636,162,18.1650003433227,11.7270831108094,15.9071363778548,15.9541664123535,51.482003,-37.076938,36.4837018607273,38.867302,43.5838754,-3.9533957,800.5,6.43791723251337,270.9,"Acacia retinodes",1,1,17,8.82e+12,1.28e+12,-36.69836819,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",36.69836819,1,0,1,"Acacia retinodes","Acacia retinodes","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,5,0,4,"N","Y","1","Acacia retinodes",0,9630
"19","Acacia_saligna",1,3015,1206.2,359.7,628.921393034826,565,283,101,184.83184079602,184,19.3666667938232,14.015416431427,16.8782490175162,17.125,44.06409,-38.8167,-11.8520793369818,-33.672788,38.5845543,-37.74024,846.499999999999,5.35125036239622,182,"Acacia saligna",1,1,21,2.03e+13,6.27e+12,-26.80241625,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",26.80241625,1,0,6,"Acacia saligna","Acacia saligna","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,8,8,0,"Y","N","1","Acacia saligna",0,10016
"20","Acacia_verticillata",1,66,2124.75,387,1162.06060606061,1238,456.5,167.5,284.772727272727,298,18.083333492279,11.2802083492279,14.2378788138881,14.2208333015442,40.0167,-43.632,-12.5454868030303,-36.569747,37.9607975,-43.494314,1737.75,6.80312514305115,289,"Acacia verticillata",1,1,6,2.28e+12,2.08e+12,-36.84160801,"Acacieae","Acacia","Caesalpinioideae","Acacieae","1",36.84160801,1,0,1,"Acacia verticillata","Acacia verticillata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,3,0,3,"N","Y","1","Acacia ulicifolia",0,10782
"21","Acrocarpus_fraxinifolius",1,63,2942.7,720.2,1315.61904761905,1048,379.3,97.4,230.603174603175,225,25.3412504196167,16.8700002670288,20.1440476311578,19.8583335876465,20.744774,-10.629317,-2.5437113968254,-4.196333,0.503779999999999,-7.5603614,2222.5,8.47125015258786,281.9,"Acrocarpus fraxinifolius",1,1,5,6.43e+12,8.76e+12,17.36499145,"Caesalpinieae","Acrocarpus","Caesalpinioideae","Caesalpinieae","0",17.36499145,1,0,2,"Acrocarpus fraxinifolius","Acrocarpus fraxinifolius","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,50
"22","Aeschynomene_americana",1,410,3085.7,969.45,1876.05853658537,1789.5,401,69.9,208.539024390244,187,27.5160419464111,19.887708568573,24.5156300916904,25.0625,26.4888,-27.47341,4.1786967195122,7.80068,23.7300526,-20.4023081,2116.25,7.62833337783816,331.1,"Aeschynomene americana",1,1,24,1.32e+13,2.63e+13,6.39935826,"Aeschynomeneae","Aeschynomene","Papilionoideae","Dalbergieae","1",6.39935826,1,0,4,"Aeschynomene americana","Aeschynomene americana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,32057
"23","Aeschynomene_brevifolia",1,132,1649.7,591.85,1027.84848484848,967.5,287.05,52.65,140.439393939394,131,23.8814582824707,18.1804169654846,21.3690972978419,21.7541675567627,-13.35,-30.919445,-22.2062285454545,-21.1458335,-16.6224167,-29.80624995,1057.85,5.70104131698609,234.4,"Aeschynomene brevifolia",0,1,0,0,3.2e+12,-21.97901955,"Aeschynomeneae","Aeschynomene","Papilionoideae","Dalbergieae","1",21.97901955,0,0,1,"Aeschynomene brevifolia","Aeschynomene brevifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,584
"24","Aeschynomene_indica",1,65,3626.4,1413.4,2358.53846153846,2256,466.6,114.2,278.123076923077,277,27.3075000762939,18.0375003814698,24.2901922225952,25.5583324432373,32.189167,-27.210253,0.0928140615384615,-6.55,31.3983158,-21.1180304,2213,9.26999969482418,352.4,"Aeschynomene indica",1,1,8,57468988959,4.64e+13,11.15298163,"Aeschynomeneae","Aeschynomene","Papilionoideae","Dalbergieae","1",11.15298163,1,0,8,"Aeschynomene indica","Aeschynomene indica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,10,10,0,"Y","N","0",NA,0,18021
"25","Albizia_carbonaria",1,32,3452.15,1109.25,1825.09375,1683.5,547.1,156.5,328.875,308,26.0972913742065,14.7233336448669,21.1563802063465,20.9499998092651,20.41779,-21.805833,-1.55988503125,-7.960994,18.1209063,-18.1979859,2342.9,11.3739577293396,390.6,"Albizia carbonaria",1,1,8,3.32e+12,2.72e+12,0.88450538,"Ingeae","Albizia","Caesalpinioideae","Ingeae","1",0.88450538,1,0,1,"Albizia carbonaria","Albizia carbonaria","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1404
"26","Albizia_chinensis",1,34,2798.45,923.9,1888.47058823529,1832.5,360.25,115,219.205882352941,216.5,25.7331253051757,17.8374996185303,22.8604166367475,23.8562498092651,20.1,-24.7,-10.1519598823529,-13.956529,6.24749999999997,-21.83534705,1874.55,7.89562568664545,245.25,"Albizia chinensis",1,1,10,5.73e+12,1.55e+13,9.10532931,"Ingeae","Albizia","Caesalpinioideae","Ingeae","1",9.10532931,1,0,3,"Albizia chinensis","Albizia chinensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Albizia chinensis",0,10957
"27","Albizia_julibrissin",1,3847,1518.7,458.3,1138.71250324929,1189,486.7,87,198.92643618404,153,20.4320840835571,11.0708332061768,15.7140119905623,15.4291667938232,47.645316,-40.811309,33.3997469216532,35.1,41.9358224,29.423884,1060.4,9.36125087738029,399.7,"Albizia julibrissin",1,1,19,3.04e+13,1.73e+13,27.01483409,"Ingeae","Albizia","Caesalpinioideae","Ingeae","1",27.01483409,1,0,5,"Albizia julibrissin","Albizia julibrissin","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,3,3,1,"Y","Y","1","Albizia julibrissin",0,1203
"28","Albizia_lebbeck",1,1514,1994.35,559.3,1172.85270805812,1121.5,398.35,59,163.259577278732,137.5,27.5516668319702,19.8935420036316,24.3769319898386,24.7437496185303,36.543332,-31.999956,0.128798105812417,-2.2474165,23.69231685,-24.0916922,1435.05,7.65812482833864,339.35,"Albizia lebbeck",1,1,55,4.66e+13,9.6e+12,11.73152247,"Ingeae","Albizia","Caesalpinioideae","Ingeae","1",11.73152247,1,0,9,"Albizia lebbeck","Albizia lebbeck","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,12,10,0,"Y","N","1","Albizia lebbeck",0,1185
"29","Albizia_procera",1,45,1945.8,1217.4,1680.33333333333,1667,484,211,251,224,26.3891662597656,22.6366672515869,25.0838889651828,25.533332824707,22.967,17.97363,18.9236770711111,18.362538,22.02238504,18.0331094,728.4,3.75249900817872,273,"Albizia procera",1,1,14,1.64e+13,1.18e+13,8.77720443,"Ingeae","Albizia","Caesalpinioideae","Ingeae","1",8.77720443,1,0,5,"Albizia procera","Albizia procera","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,10,10,0,"Y","N","1","Albizia procera",0,2578
"30","Alhagi_maurorum",1,96,602.75,82.5,333.197916666667,325.5,205.75,29,116.6875,121.5,22.2302074432373,11.3885418176651,16.0290364474058,16.1833333969116,39.77345,-36.76,-6.4511877375,-33.89089,37.6545105,-36.2488,520.25,10.8416656255722,176.75,"Alhagi maurorum",1,1,3,5.66e+12,2.48e+13,37.52987616,"Galegeae","Alhagi","Papilionoideae","Hedysareae","1",37.52987616,1,0,8,"Alhagi maurorum","Alhagi maurorum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,350
"31","Alysicarpus_bupleurifolius",1,79,1787.1,697.5,1157.55696202532,1074,283,48.9,142.632911392405,132,25.7187507629395,18.9700006484986,22.0833334017403,22.5416660308838,-12.71667,-27.415073,-21.1936465696203,-21.071389,-15.8976637,-27.3577774,1089.6,6.74875011444088,234.1,"Alysicarpus bupleurifolius",1,1,1,2055545262,2.03e+13,12.29159074,"Desmodieae","Alysicarpus","Papilionoideae","Desmodieae","1",12.29159074,0,0,3,"Alysicarpus bupleurifolius","Alysicarpus bupleurifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,78
"32","Alysicarpus_monilifer",1,29,1712.8,543,1154.20689655172,1293,408,49.8,180.172413793103,124,27.1849994659424,17.55,23.5464081928648,24.529167175293,-14.5,-25.31667,-20.1188046896552,-21.09184,-15.39333,-24.740002,1169.8,9.63499946594238,358.2,"Alysicarpus monilifer",1,1,2,4700589798,1.25e+13,16.75637872,"Desmodieae","Alysicarpus","Papilionoideae","Desmodieae","1",16.75637872,0,0,3,"Alysicarpus monilifer","Alysicarpus monilifer","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N","0",NA,0,90
"33","Alysicarpus_ovalifolius",1,365,2267.8,768,1318.56712328767,1249,287,45,119.950684931507,96,27.949167251587,22.779999923706,26.2827625274658,27.1333332061768,32.589474,-27.415073,-8.67959374246575,-13.7851,23.4711632,-18.7154706,1499.8,5.16916732788092,242,"Alysicarpus ovalifolius",1,1,3,38395327310,3.6e+13,6.09103209,"Desmodieae","Alysicarpus","Papilionoideae","Desmodieae","1",6.09103209,0,0,3,"Alysicarpus ovalifolius","Alysicarpus ovalifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,83
"34","Alysicarpus_vaginalis",1,487,2864.3,883.3,1576.93839835729,1434,1248,69.3,317.52977412731,201,27.6266656875611,21.0099998474121,24.8971338056686,25.158332824707,32.043768,-28.079539,-0.290160667145791,4,26.7766315,-22.6362522,1981,6.61666584014896,1178.7,"Alysicarpus vaginalis",1,1,6,1.52e+12,2.68e+13,9.65438128,"Desmodieae","Alysicarpus","Papilionoideae","Desmodieae","1",9.65438128,0,0,6,"Alysicarpus vaginalis","Alysicarpus vaginalis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,9,9,0,"Y","N","0",NA,0,5287
"35","Amorpha_fruticosa",1,5737,1512,451,828.720585671954,719,448,147.8,247.93550636221,219,15.0041666030884,6.83000001907349,11.0257044930855,10.9208335876465,57.270455,-34.418739,44.0952621843995,45.109916,51.624957,35.2562552,1061,8.17416658401491,300.2,"Amorpha fruticosa",1,1,24,2.4e+13,1.81e+13,34.25752634,"Amorpheae","Amorpha","Papilionoideae","Amorpheae","1",34.25752634,1,0,1,"Amorpha fruticosa","Amorpha fruticosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,1297
"36","Andira_inermis",1,25,2489.2,1467.6,2110.24,2302,269.4,143,210.84,223,27.4375,21.3391666412353,25.2596666717529,26.6375007629395,5.358476,-30.743159,-6.28388348,1.36163,4.91970179999999,-27.66,1021.6,6.09833335876472,126.4,"Andira inermis",1,1,6,2.84e+12,2.28e+13,9.47607629,"Dalbergieae","Andira","Papilionoideae","Dalbergieae","1",9.47607629,1,0,6,"Andira inermis","Andira inermis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,1781
"37","Apios_americana",1,89,1151.4,646.4,819.292134831461,758,420.2,153,231.393258426966,200,13.2416664123535,8.75166645050049,11.7106741573034,12.2666664123535,52.202078,40.366051,46.1066799775281,45.219752,49.4360598,44.5546902,505,4.48999996185301,267.2,"Apios americana",1,1,2,1.52e+12,1.76e+13,51.04190951,"Phaseoleae","Apios","Papilionoideae","Phaseoleae","1",51.04190951,0,0,2,"Apios americana","Apios americana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Apios americana",0,31810
"38","Arachis_glabrata",1,34,1650.85,1230.95,1404.38235294118,1338,1608,107,663.441176470588,613,22.4520831108093,18.8564584732056,20.4556372025434,20.5125007629395,31.148706,27.908972,29.7062106470588,29.672882,30.9527101,28.058682,419.9,3.59562463760372,1501,"Arachis glabrata",1,1,3,1.33e+12,1.17e+13,-20.47849081,"Aeschynomeneae","Arachis","Papilionoideae","Dalbergieae","1",20.47849081,0,0,0,"Arachis glabrata","Arachis glabrata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8700
"39","Arachis_hypogaea",1,3882,2410,514.05,1198.43791859866,1045,355,61,159.92658423493,128,28.1916675567627,17.3168758392334,23.7400566825681,24.658332824707,56.271426,-31.81864,2.82028288464709,6.9583335,27.1446313,-21.83966665,1895.95,10.8747917175293,294,"Arachis hypogaea",1,1,67,6.37e+13,1.2e+13,-5.36188821,"Aeschynomeneae","Arachis","Papilionoideae","Dalbergieae","1",5.36188821,0,1,7,"Arachis hypogaea","Arachis hypogaea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,12,12,0,"Y","N","0",NA,0,5117
"40","Arachis_pintoi",1,199,4129.1,1112.5,2410.26633165829,2319,592.5,173.9,338.8391959799,317,25.3783327102661,17.7575002670288,21.9823701609319,21.8541660308838,14.78744,-27.395278,-0.762114909547739,0.087139,7.86811059999999,-26.1812703,3016.6,7.62083244323729,418.6,"Arachis pintoi",0,1,0,0,2.48e+11,-22.26103654,"Aeschynomeneae","Arachis","Papilionoideae","Dalbergieae","1",22.26103654,0,0,0,"Arachis pintoi","Arachis pintoi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,5075
"41","Astragalus_cicer",1,457,766,283.8,489.713347921225,459,513,118,252.82056892779,229,10.1666669845581,-1.04083333015442,5.6346827110294,6.06666660308838,60.547,36.741428,43.501454080744,40.562564,59.858141,38.0391912,482.2,11.2075003147125,395,"Astragalus cicer",1,1,6,2.75e+12,1.57e+13,48.64765782,"Galegeae","Astragalus","Papilionoideae","Galegeae","1",48.64765782,0,0,3,"Astragalus cicer","Astragalus cicer","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7750
"42","Astragalus_hamosus",1,67,791.1,290.7,554.253731343284,570,232,74.6,148.253731343284,148,19.2849998474121,12.0779170036316,16.6068408453642,16.7875003814697,50.85,-37.69644,-31.4595148955224,-32.698437,-27.0965243,-36.2185342,500.4,7.20708284378052,157.4,"Astragalus hamosus",1,1,2,7.92e+12,1.99e+13,39.3415933,"Galegeae","Astragalus","Papilionoideae","Galegeae","1",39.3415933,0,1,2,"Astragalus hamosus","Astragalus hamosus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3900
"43","Astragalus_sinicus",1,317,2255,1149.4,1709.50157728707,1664,486.4,193,333.230283911672,306,16.6091663360596,10.5724996566773,13.9507623756722,14.0749998092651,43.82055,31.772463,35.0632652429022,35.23245,36.6778666,33.1633336,1105.6,6.03666667938232,293.4,"Astragalus sinicus",0,1,0,0,3.44e+12,26.06009224,"Galegeae","Astragalus","Papilionoideae","Galegeae","1",26.06009224,0,0,1,"Astragalus sinicus","Astragalus sinicus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,4179
"44","Baptisia_australis",1,211,1012,742.5,861.611374407583,843,742,163,334.042654028436,281,11.3520836830139,4.69791650772095,8.35075040451158,8.18333339691162,47.619248,37.313918,42.90588992891,43.005563,46.050656,39.844143,269.5,6.65416717529295,579,"Baptisia australis",1,1,2,1.36e+13,1.09e+13,38.25573071,"Thermopsideae","Baptisia","Papilionoideae","Sophoreae","1",38.25573071,0,0,0,"Baptisia australis","Baptisia australis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7256
"45","Bauhinia_acuminata",1,167,3753.79999999999,737.2,1801.61077844311,1345,381.2,97,190.467065868263,163,28.4212503433228,24.0874994277954,26.7381237966572,27.0166664123535,30.909258,-12.664135,16.4680695568862,16.201886,26.9300154,9.0022778,3016.59999999999,4.33375091552735,284.2,"Bauhinia acuminata",1,1,16,1e+13,8.12e+11,5.21961898,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",5.21961898,1,0,6,"Bauhinia acuminata","Bauhinia acuminata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,4530
"46","Bauhinia_galpinii",1,71,1499,705.5,1138.49295774648,1186,288,99.5,177.492957746479,157,25.8937501907348,17.5895824432373,20.6580400063958,20.4500007629395,19.864329,-28.075867,-23.0928188873239,-27.405245,12.157668,-27.991182,793.5,8.30416774749755,188.5,"Bauhinia galpinii",1,1,15,4.96e+12,3.86e+12,-21.72947512,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",21.72947512,1,0,1,"Bauhinia galpinii","Bauhinia galpinii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1545
