"","species","intrdcd","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","precip_range","temp_range","nitro_range","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"259","Vicia_articulata",1,276,980.25,520.5,772.913043478261,776,394.5,165.75,273.452898550725,263,12.0187501907349,7.109375,9.82185989359151,9.76250028610229,58.38556,27.6785102,46.9873017851449,46.005725,51.837466,43.34847,459.75,4.9093751907349,228.75,"Vicia articulata",1,1,4,9.56e+12,3.8e+12,42.41501197,"Vicieae","Vicia","Papilionoideae","Fabeae","1",42.41501197,0,1,3,"Vicia articulata","Vicia articulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7140
"260","Vicia_benghalensis",1,202,1071.7,257,578.376237623762,575,266.7,92.15,181.292079207921,167,19.6047919273377,13.8447913646698,16.7865923489674,16.9833335876465,48.11389,-37.8525,-24.2645648886139,-33.720601,28.051743725,-34.6163727,814.7,5.76000056266785,174.55,"Vicia benghalensis",1,1,7,6.65e+12,4.43e+12,38.38885688,"Vicieae","Vicia","Papilionoideae","Fabeae","1",38.38885688,0,1,2,"Vicia benghalensis","Vicia benghalensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7204
"261","Vicia_cracca",1,1293,1281.4,741.6,1024.94122196442,1035,698.599999999999,211,378.019334880124,322,10.5166664123536,4.26999998092651,6.9756960497286,6.78749990463257,54.75,-46.513933,41.1346527962104,43.698014,46.8362142,41.2400144,539.8,6.24666643142704,487.599999999999,"Vicia cracca",1,1,9,1.02e+13,4.17e+13,45.91831254,"Vicieae","Vicia","Papilionoideae","Fabeae","1",45.91831254,0,0,5,"Vicia cracca","Vicia cracca","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,17,17,0,"Y","N","1","Vicia cracca",0,6806
"262","Vicia_disperma",1,48,1381.25,526.75,996.291666666667,1017.5,382.15,137,232.354166666667,209,15.4391663074494,9.41979198455811,13.4397569298744,13.6729164123536,-33.83,-41.126852,-36.9905766875,-37.1233435,-34.6236095,-40.81718255,854.5,6.01937432289125,245.15,"Vicia disperma",1,1,3,9.09e+12,4.31e+12,38.6017296,"Vicieae","Vicia","Papilionoideae","Fabeae","1",38.6017296,0,1,0,"Vicia disperma","Vicia disperma","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6819
"263","Vicia_ervilia",1,179,1160,365.7,709.849162011173,694,383.9,107.2,207.430167597765,194,18.2779163360596,7.79875011444092,13.4461592322621,13.5458335876465,52.0645,27.7985335,38.8882650972067,37,49.792681,31.8250009,794.3,10.4791662216187,276.7,"Vicia ervilia",1,1,6,4.07e+12,1.28e+13,42.00751036,"Vicieae","Vicia","Papilionoideae","Fabeae","1",42.00751036,0,0,4,"Vicia ervilia","Vicia ervilia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6803
"264","Vicia_faba",1,20874,1226,424,778.215675002395,747,372,125,220.254479256491,203,17.6833331108093,9.71937546730042,12.5942079063562,12.0958337783813,59.8,-46.443423,43.0741504360975,45.1838205,49.21998335,28.1828351,802,7.96395764350889,247,"Vicia faba",1,1,45,9.45e+13,2.84e+11,-25.65537016,"Vicieae","Vicia","Papilionoideae","Fabeae","1",25.65537016,0,1,4,"Vicia faba","Vicia faba","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,10,10,0,"Y","N","1","Vicia faba",0,10039
"265","Vicia_grandiflora",1,1551,1441,530,813.920696324952,691,364,96,199.920696324952,187,17.5187501907349,7.90208339691162,10.4471228244149,8.85833358764648,58.25,30.380768,47.079503929078,50.02,53.7900645,32.6099285,911,9.61666679382328,268,"Vicia grandiflora",1,1,2,2.65e+12,1.13e+13,45.12639523,"Vicieae","Vicia","Papilionoideae","Fabeae","1",45.12639523,0,0,1,"Vicia grandiflora","Vicia grandiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8645
"266","Vicia_hirsuta",1,1252,1510.9,418.75,900.416932907348,841,582.45,119.1,287.357028753994,259,17.7706251144409,-0.295625051856041,12.049916797987,13.0249996185303,67.862,-45.899,-0.757765268450479,-32.9542365,53.9232069,-42.2367984,1092.15,18.066250166297,463.35,"Vicia hirsuta",1,1,16,1.3e+13,4.23e+13,36.75835276,"Vicieae","Vicia","Papilionoideae","Fabeae","1",36.75835276,0,0,4,"Vicia hirsuta","Vicia hirsuta","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,6,6,0,"Y","N","1","Vicia hirsuta",0,7809
"267","Vicia_hybrida",1,30,1192.15,494.85,834.933333333333,854.5,576,182,357.7,379,12.0354166507721,7.52083342075348,10.0233333746592,10.1437501907348,47.37378,41.67,45.6606603,46.148135,47.3147645,44.5023934,697.3,4.51458323001858,394,"Vicia hybrida",1,1,1,41507410896,1.92e+13,40.80149549,"Vicieae","Vicia","Papilionoideae","Fabeae","1",40.80149549,0,1,2,"Vicia hybrida","Vicia hybrida","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8833
"268","Vicia_lathyroides",1,132,1409.9,976.55,1168.86363636364,1152,349.05,75.1,154.424242424242,132,18.101874923706,12.0200004100799,15.0756944959814,15.2229166030884,45.6603385,-45.276139,33.2725981931818,35.8849625,39.54369545,31.4536289,433.35,6.08187451362613,273.95,"Vicia lathyroides",1,1,6,8.92e+12,1.17e+13,43.37482171,"Vicieae","Vicia","Papilionoideae","Fabeae","1",43.37482171,0,1,1,"Vicia lathyroides","Vicia lathyroides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6831
"269","Vicia_lutea",1,542,1200.7,562,782.10147601476,748,547.099999999997,159.05,274.145756457565,231,13.3979163169861,7.80854172706604,9.74524908312132,9.58124971389771,57.488997,30.35629,50.0227771634686,50.810795,53.9736529,38.52603445,638.699999999999,5.58937458992007,388.049999999997,"Vicia lutea",1,1,6,3.84e+12,1.15e+13,41.26644544,"Vicieae","Vicia","Papilionoideae","Fabeae","1",41.26644544,0,1,2,"Vicia lutea","Vicia lutea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,9386
"270","Vicia_monantha",1,618,823.3,238.85,475.710355987055,419,235,53.7,125.739482200647,109,19.9512491226196,13.7481250286102,16.7791060043384,17,48.95153,-38.666667,-20.6301864401294,-32.1750435,43.4833405,-35.3114372,584.45,6.20312409400938,181.3,"Vicia monantha",1,1,3,8.74e+12,1.35e+13,35.31470237,"Vicieae","Vicia","Papilionoideae","Fabeae","1",35.31470237,0,1,2,"Vicia monantha","Vicia monantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6817
"271","Vicia_pannonica",1,962,1105.95,537.05,767.820166320166,747,478,158,265.617463617464,229,10.3616668701172,7.58000020980835,8.95545304924435,8.94583320617676,56.057776,33.866667,50.1103888711019,50.1268875,52.4750007,46.9035345,568.9,2.78166666030887,320,"Vicia pannonica",1,1,10,1.41e+13,1.11e+13,42.5468171,"Vicieae","Vicia","Papilionoideae","Fabeae","1",42.5468171,0,1,2,"Vicia pannonica","Vicia pannonica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7649
"272","Vicia_parviflora",1,27,904.1,781.3,841.037037037037,806,323,180,273,263,10.5562500953674,8.86541643142701,9.73302463248924,9.42916679382324,51.06715,-38.68,46.8677279259259,49.7714,50.98916,49.5078853,122.8,1.69083366394042,143,"Vicia parviflora",1,1,1,66288514196,1.06e+13,39.62380702,"Vicieae","Vicia","Papilionoideae","Fabeae","1",39.62380702,0,1,1,"Vicia parviflora","Vicia parviflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7997
"273","Vicia_sativa",1,29806,1406,562.25,881.09065288868,799,698,116,334.964067637388,298,17.8072910308838,8.07604146003723,11.45917251104,9.98333358764648,65.405,-46.900445,34.6272860315473,51.116056,55.868397,-37.7064,843.75,9.73124957084654,582,"Vicia sativa",1,1,39,5.16e+13,1.87e+13,33.47215976,"Vicieae","Vicia","Papilionoideae","Fabeae","1",33.47215976,0,0,4,"Vicia sativa","Vicia sativa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Vicia sativa",0,39217
"274","Vicia_sepium",1,110,823.4,360.8,490.2,440.5,467.1,264.5,344.718181818182,331,6.57166652679444,-3.8883333325386,-0.185416670922528,-0.189583338797092,59.635957,36.078875,52.3808897363636,52.4155945,57.393055,43.4856502,462.6,10.459999859333,202.6,"Vicia sepium",1,1,3,5.7e+11,2.53e+13,46.57728502,"Vicieae","Vicia","Papilionoideae","Fabeae","1",46.57728502,0,0,5,"Vicia sepium","Vicia sepium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,19,19,0,"Y","N","1","Vicia sepium",0,7398
"275","Vicia_tenuifolia",1,120,932.05,603.95,757.5,766,686.6,173.65,375.016666666667,309.5,10.3652085304261,8.46375021934509,9.73291663328807,9.76249980926514,57.111434,19.7667,51.8684414416667,52.0290855,55.9331791,50.9775089,328.1,1.90145831108097,512.95,"Vicia tenuifolia",1,1,3,2.84e+11,3.04e+13,42.96808331,"Vicieae","Vicia","Papilionoideae","Fabeae","1",42.96808331,0,0,3,"Vicia tenuifolia","Vicia tenuifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,7467
"276","Vicia_tetrasperma",1,1002,1535.75,510.1,1095.16566866267,1137,495.95,95,253.712574850299,244,19.4154160499573,7.00604159832001,13.0283308398135,12.7166666984558,61.3572,-45.901,16.5467382134731,34.5683575,46.89947255,-39.93247355,1025.65,12.4093744516373,400.95,"Vicia tetrasperma",1,1,11,8.55e+12,3.74e+13,42.2437501,"Vicieae","Vicia","Papilionoideae","Fabeae","1",42.2437501,0,0,2,"Vicia tetrasperma","Vicia tetrasperma","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,6952
"277","Vicia_villosa",1,11797,1347.2,401,826.037721454607,788,585,98,256.985504789353,210,17.7333335876465,6.11666679382324,11.5032144453229,10.4416666030884,68.03292,-50.1,43.3590826303213,43.028592,58.52851,32.5139738,946.199999999999,11.6166667938233,487,"Vicia villosa",1,1,12,1.3e+13,2.92e+13,39.40769423,"Vicieae","Vicia","Papilionoideae","Fabeae","1",39.40769423,0,0,4,"Vicia villosa","Vicia villosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Vicia villosa",0,7825
"278","Vigna_angularis",1,526,1417.75,443.25,1081.04562737643,1247,355,81.25,218.165399239544,217,13.5062499046326,5.30624985694885,10.5990652661246,10.9083337783814,49.166667,18.817,37.2394096596958,36.910791,42.3725,34.695833,974.5,8.20000004768375,273.75,"Vigna angularis",1,1,11,5e+12,3.26e+11,16.65164518,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",16.65164518,0,1,2,"Vigna angularis","Vigna angularis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,12861
"279","Vigna_hosei",1,62,2528.95,898.15,1641.93548387097,1613.5,377.65,90.4,196.193548387097,193,26.0514583587646,18.8235421180725,22.9445563593218,23.6604166030884,21.535197,-27.373406,-0.0896110806451612,-5.105,18.35631105,-21.40843365,1630.8,7.22791624069211,287.25,"Vigna hosei",1,1,10,9.66e+11,4.82e+12,2.18097915,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",2.18097915,0,0,1,"Vigna hosei","Vigna hosei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,13063
"280","Vigna_mungo",1,44,2227.7,807,1656.18181818182,1728,703.1,122,296.704545454545,252,26.2147924423218,8.44812495708466,21.4130681428042,23.929165840149,28.816667,3.7833,23.3270024318182,24.6546975,28.41566695,10.24240845,1420.7,17.7666674852371,581.1,"Vigna mungo",1,1,16,1.98e+13,2.85e+12,6.94315476,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",6.94315476,0,1,3,"Vigna mungo","Vigna mungo","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,5,0,"Y","N","0",NA,0,13726
"281","Vigna_radiata",1,468,2952.95,198,1131.52777777778,837,376.95,76.7,201.32264957265,186,27.5177077293396,2.89354170560837,16.2048432859154,17.2770833969116,51.716666,-25.18333,20.4671286495727,24.7162325,46.5579435,-16.9249933,2754.95,24.6241660237313,300.25,"Vigna radiata",1,1,36,4.57e+13,6.34e+12,16.4143009,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",16.4143009,0,0,4,"Vigna radiata","Vigna radiata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N","0",NA,0,16858
"282","Vigna_subterranea",1,706,1595,661.5,1088.72379603399,1057,224.25,53.25,111.038243626062,95,28.1614580154419,19.3458337783814,24.3922686752449,25.6416664123535,15.05,-26.879999,-0.679214402266289,7.66,13.36500025,-18.9875,933.5,8.81562423706052,171,"Vigna subterranea",1,1,10,2e+13,2.31e+12,-7.08178697,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",7.08178697,0,1,3,"Vigna subterranea","Vigna subterranea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,12977
"283","Vigna_umbellata",1,136,2957.25,1048.5,1884.35294117647,1857.5,798.75,140.75,351.301470588235,279,26.4625005722046,10.7093753814698,21.2551776556408,23.0874996185303,36.926333,-27.415073,12.9067274794118,17.1725025,35.72759575,-19.41249975,1908.75,15.7531251907348,658,"Vigna umbellata",1,1,17,1.52e+13,1.75e+13,14.31674401,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",14.31674401,0,0,4,"Vigna umbellata","Vigna umbellata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,13224
"284","Vigna_unguiculata",1,1420,2556.25,107.7,1021.03169014085,836,347,40,144.718309859155,111,28.9249992370605,14.3716666221619,24.389636162553,25.9187498092652,48.538018,-27.656389,15.7969478015493,14.898992,34.95,-19.86033335,2448.55,14.5533326148986,307,"Vigna unguiculata",1,1,30,1.88e+13,2.09e+13,0.09107861,"Phaseoleae","Vigna","Papilionoideae","Phaseoleae","1",0.09107861,0,0,5,"Vigna unguiculata","Vigna unguiculata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,10,10,0,"Y","N","1","Vigna unguiculata",0,12732
"285","Wisteria_floribunda",1,160,1486.2,1156.95,1312.3,1306.5,358,135,238.125,226,14.6900000095367,8.26541643142701,11.453723937273,11.3249998092652,42.115398,32.46305,36.4066288625,36.441111,37.92186805,34.8587587,329.25,6.42458357810974,223,"Wisteria floribunda",1,1,6,1.34e+13,3.71e+11,32.30508668,"Millettieae","Wisteria","Papilionoideae","Wisterieae","1",32.30508668,1,0,5,"Wisteria floribunda","Wisteria floribunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,986
"286","Wisteria_sinensis",1,870,1531.55,607.45,955.26091954023,842,509.75,97,246.404597701149,215.5,19.9266669273376,9.66166706085205,13.5298898488626,12.4854168891907,50.803488,-41.104607,40.2365967901149,44.263215,49.0054907,29.65160055,924.1,10.2649998664856,412.75,"Wisteria sinensis",1,1,24,8.57e+12,1.35e+12,29.23043211,"Millettieae","Wisteria","Papilionoideae","Wisterieae","1",29.23043211,1,0,5,"Wisteria sinensis","Wisteria sinensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,2,0,"Y","N","0",NA,0,15395
