"","X.1","X","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","precip_range","temp_range","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","species.y","nitro_range","log_temp_range","log_precip_range","log_nitro_range"
"1",134,2597,"Trifolium_pauciflorum",173,891.2,417.2,650.248554913295,650,230,115,160.468208092486,151,19.7483337402344,14.1466667175293,16.8591522260897,16.875,41.011578,31.644759,34.0512269710983,33.1247,38.0466666,32.4184074,474,5.6016670227051,0,1,0,0,1.21e+12,36.23705117,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,36.23705117,0,1,0,"Trifolium pauciflorum","Trifolium pauciflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4126,"Trifolium pauciflorum",115,1.72306423606833,6.16120732169508,4.74493212836325
"2",135,2565,"Trifolium_globosum",40,1067.25,434.95,641.65,583,258.55,119.8,194.95,203,19.4502090454102,11.8352085113526,15.8353125810623,16.0333337783813,41.97978,-35.832917,8.6270287,36.500015,41.045109,-33.75357385,632.3,7.61500053405763,1,1,1,8.02e+11,1.02e+12,38.22226175,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.22226175,0,1,0,"Trifolium globosum","Trifolium globosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4541,"Trifolium globosum",138.75,2.03012005647944,6.44936396506457,4.93267375262654
"3",136,2558,"Trifolium_dichotomum",187,1702.5,400.3,997.668449197861,986,309.7,125.6,193.229946524064,180,15.6679166793823,9.92041625976562,13.3275846899512,13.8999996185303,44.9431,33.34277,39.2267311096257,38.835556,44.0328218,35.70564863,1302.2,5.74750041961667,0,1,0,0,1.44e+13,55.10295578,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,55.10295578,0,1,0,"Trifolium dichotomum","Trifolium dichotomum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4066,"Trifolium dichotomum",184.1,1.74876505066375,7.17181042080276,5.21547908823903
"4",137,2528,"Trifolium_albopurpureum",906,1124.5,302.5,614.733995584989,563.5,245,95,158.547461368653,151,17.614583492279,11.6968750953674,14.4983213932046,14.5375003814697,45.715,29.22917,35.919618439404,35.1968835,40.35863075,32.874412,822,5.9177083969116,0,1,0,0,1.62e+13,46.88768209,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,46.88768209,0,0,0,"Trifolium albopurpureum","Trifolium albopurpureum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium albopurpureum",150,1.77794927883898,6.71174039505618,5.01063529409626
"5",138,2548,"Trifolium_ciliolatum",882,1158.95,319,667.621315192744,603,257,100,167.196145124717,161,17.5952078819275,11.9302084445953,14.7810563377005,14.7916669845581,45.715,32.5514,36.4710570761905,36.710704,40.6433903,32.8987088,839.95,5.66499943733216,0,1,0,0,8.34e+11,41.66077745,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.66077745,0,1,0,"Trifolium ciliolatum","Trifolium ciliolatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4035,"Trifolium ciliolatum",157,1.73430679515643,6.73334236625622,5.05624580534831
"6",139,2567,"Trifolium_gracilentum",595,838.5,224.7,469.057142857143,439,237.2,75.7,154.776470588235,153,18.0458335876465,12.4750003814697,15.2580322233569,15.1708335876465,41.214222,29.224781,35.2472623420168,34.912694,38.5724917,32.74166,613.8,5.5708332061768,0,1,0,0,1.68e+13,41.60963901,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.60963901,0,1,0,"Trifolium gracilentum","Trifolium gracilentum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4037,"Trifolium gracilentum",161.5,1.71754463093455,6.41966914218564,5.08450514266271
"7",140,2539,"Trifolium_bifidum",412,1458.7,460.55,834.203883495146,764,286.35,106,182.398058252427,165,16.7139584541321,11.2360418796539,14.2246359193209,14.3999996185303,47.60639,34.0528,38.8342139373786,38.5224505,44.04791,35.3141128,998.15,5.47791657447815,0,1,0,0,8.34e+11,41.66077745,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.66077745,0,0,0,"Trifolium bifidum","Trifolium bifidum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4833,"Trifolium bifidum",180.35,1.70072484153145,6.90590356561866,5.19489940734955
"8",141,2589,"Trifolium_oliganthum",201,1751,369,924.069651741294,830,533,103,222.835820895522,187,16.783332824707,8.64166641235352,13.0608831021323,13.658332824707,49.133425,34.3438,40.2939184243781,38.644731,48.810265,35.258503,1382,8.14166641235348,0,1,0,0,2.07e+12,48.24415302,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,48.24415302,0,1,0,"Trifolium oliganthum","Trifolium oliganthum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4043,"Trifolium oliganthum",430,2.09699487802473,7.23128700432762,6.06378520868761
"9",142,2584,"Trifolium_microcephalum",1268,1597.45,299,743.25,621,354.3,94,193.103312302839,169.5,17.3693744659424,6.78895838260651,12.7550867663385,13.3979163169861,64.866667,23.5,38.3861638629338,37.98767,47.5671725,32.93042225,1298.45,10.5804160833359,0,1,0,0,4.54e+12,35.28688776,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,35.28688776,0,1,0,"Trifolium microcephalum","Trifolium microcephalum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4072,"Trifolium microcephalum",260.3,2.35900475300429,7.168926524393,5.56183481200052
"10",143,2569,"Trifolium_haydenii",110,661.1,380.6,531.618181818182,553.5,410,173.9,267.636363636364,258,5.40770828723907,-1.49395830631256,1.10636364175007,0.483333319425583,47.1149,43.750607,44.9805741454545,44.9821365,45.906024825,44.1433656,280.5,6.90166659355163,0,1,0,0,1.07e+12,44.09166716,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,44.09166716,0,0,0,"Trifolium haydenii","Trifolium haydenii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,4040,"Trifolium haydenii",236.1,1.9317629177356,5.63657372496275,5.46425544409147
"11",144,2585,"Trifolium_microdon",206,1719.75,356.5,954.305825242718,918.5,447.75,125,213.917475728155,187,16.1875,9.22187542915344,13.3891181436557,13.8625001907348,49.149796,-35.8156,38.5886847529126,38.5432225,46.70305475,33.422662,1363.25,6.96562457084658,0,1,0,0,2.53e+12,5.78407036,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.78407036,0,1,0,"Trifolium microdon","Trifolium microdon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4219,"Trifolium microdon",322.75,1.94098727598191,7.21762683380617,5.77687802972675
"12",145,2586,"Trifolium_nanum",362,984.95,460.1,717.03591160221,706,380,160,254.560773480663,237.5,2.30062512159347,-2.52041659355163,-0.770177255083616,-1.14374995231628,46.664577,35.794875,39.3844163889503,39.2009115,44.97852825,37.0362571,524.85,4.82104171514511,0,1,0,0,1.44e+12,41.19535332,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.19535332,0,0,0,"Trifolium nanum","Trifolium nanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4165,"Trifolium nanum",220,1.57299002818528,6.26311250748181,5.39362754635236
"13",146,2595,"Trifolium_parryi",560,944,435.95,656.925,653,380,196,256.353571428571,236.5,2.17354168891907,-2.22145853042603,-0.473623509184524,-0.774999946355819,45.691457,36.558758,39.9519418235714,39.6358355,45.00250155,37.62114605,508.05,4.3950002193451,0,1,0,0,1.66e+12,41.6312876,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.6312876,0,0,0,"Trifolium parryi","Trifolium parryi","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N",0,NA,0,4108,"Trifolium parryi",184,1.48046758104501,6.23057986793189,5.21493575760899
"14",147,2574,"Trifolium_kingii",79,583.9,369.5,462.936708860759,444,296.4,62.1,172.683544303797,159,11.0462503433227,1.5154165148735,6.39683542372305,6.49166679382324,40.867736,36.78,38.1379978734177,37.693939,40.4555308,37.1767751,214.4,9.53083382844923,0,1,0,0,7.45e+11,40.51294663,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.51294663,0,0,0,"Trifolium kingii","Trifolium kingii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4168,"Trifolium kingii",234.3,2.25453220895398,5.36784342919665,5.45660234551375
"15",148,2557,"Trifolium_depauperatum",949,1142.2,283,687.389884088514,646,245,91,159.670179135933,157,17.7433330535889,12.1191667556763,15.2039120041533,15.3041667938232,48.75972,-36.142056,36.8069505998946,38.195999,40.602756,32.8876796,859.2,5.62416629791258,0,1,0,0,3.88e+12,5.38386362,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.38386362,0,1,0,"Trifolium depauperatum","Trifolium depauperatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4034,"Trifolium depauperatum",154,1.72707272340132,6.7560017237546,5.03695260241363
"16",149,2632,"Trifolium_willdenovii",2773,1401,301.6,720.501983411468,629,285,95,173.761630003606,162,17.5225002288818,10.9008335113526,14.5484358090635,14.75,48.998097,27.63349,37.1158773293905,37.230335,43.375456,32.8246252,1099.4,6.62166671752928,0,1,0,0,1.95e+12,39.51948825,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.51948825,0,1,0,"Trifolium willdenovii","Trifolium willdenovii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4044,"Trifolium willdenovii",190,1.89034710827969,7.00251985542656,5.24702407216049
"17",150,2631,"Trifolium_variegatum",1244,1457.4,259.3,726.184083601286,631.5,341,91,181.449356913183,161,16.986249256134,6.34604170322418,12.5154575285804,13.2333335876464,49.95,30.69192,38.7006419661576,38.3437165,46.7895571,32.971197,1198.1,10.6402075529098,0,1,0,0,1.81e+13,47.32604603,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,47.32604603,0,1,0,"Trifolium variegatum","Trifolium variegatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4450,"Trifolium variegatum",250,2.36463999057567,7.08849224764585,5.52146091786225
"18",151,2633,"Trifolium_wormskioldii",1346,1321,225.25,660.661218424963,582.5,346,73,188.702823179792,177,17.3145837783814,4.43854176998138,10.1077111170117,9.375,48.82493,17.029167,35.1343396360327,35.973918,44.26967525,19.67663125,1095.75,12.8760420084,0,1,0,0,3.7e+12,31.84253896,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,31.84253896,0,0,1,"Trifolium wormskioldii","Trifolium wormskioldii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4033,"Trifolium wormskioldii",273,2.55536837596619,6.99919433929892,5.60947179518496
"19",152,2536,"Trifolium_barbigerum",132,1080.3,387.1,698.856060606061,658,210,120.65,165.166666666667,161.5,16.034791469574,12.5399999141693,14.4047980164037,14.2354168891906,42.32667,34.629,37.3814686030303,37.4559395,38.5211335,35.387245,693.2,3.49479155540469,0,1,0,0,6.59e+11,39.95171562,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.95171562,0,1,0,"Trifolium barbigerum","Trifolium barbigerum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4035,"Trifolium barbigerum",89.35,1.25127373310739,6.54131855784145,4.49256124160544
"20",153,2552,"Trifolium_cyathiferum",469,1606.6,290.8,745.837953091684,598,384.4,111,231.059701492537,215,11.4041667938232,3.92416663169861,7.22064675603594,7.00416660308838,49.771883,34.6923,41.6829612445629,41.303814,47.188084,38.1486432,1315.8,7.48000016212461,0,1,0,0,4.62e+12,35.86690149,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,35.86690149,0,1,0,"Trifolium cyathiferum","Trifolium cyathiferum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium cyathiferum",273.4,2.0122328136608,7.1822001246519,5.61093592428985
"21",154,2563,"Trifolium_fucatum",334,1547.35,431.55,847.149700598802,784,271.55,122.9,180.461077844311,177,16.3070834159851,10.8914580821991,14.1017340300326,14.2666664123535,47.60639,34.261476,38.2368704739521,38.562422,40.90284925,34.695,1115.8,5.41562533378596,0,1,0,0,8.34e+11,41.66077745,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.66077745,0,1,0,"Trifolium fucatum","Trifolium fucatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium fucatum",148.65,1.68928835555571,7.01732691541143,5.00159454944411
"22",155,2578,"Trifolium_longipes",1854,1786,323,815.026429341963,621.5,433,114,240.933117583603,225,9.99187483787534,0.884583383798599,5.33981257118084,5.41666650772095,48.48222,23.423056,41.2505120021036,41.215486,46.69116795,35.67153845,1463,9.10729145407674,0,1,0,0,1.34e+12,41.64647681,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.64647681,0,0,0,"Trifolium longipes","Trifolium longipes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4930,"Trifolium longipes",319,2.20907535137618,7.28824440102012,5.76519110278484
"23",156,2537,"Trifolium_beckwithii",68,781.55,245.7,477.514705882353,432.5,292.25,119.75,212.411764705882,208,8.98250055313111,4.18520846366882,7.05287991551792,7.32916665077209,46.4747,39.237778,42.3290020147059,42.0457,46.1672445,39.57563145,535.85,4.79729208946228,0,1,0,0,1.96e+12,42.26664486,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,42.26664486,0,0,0,"Trifolium beckwithii","Trifolium beckwithii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium beckwithii",172.5,1.56805161069378,6.28385427115901,5.15039723647141
"24",157,2600,"Trifolium_polymorphum",152,1561.05,412.1,1153.07894736842,1218.5,318.45,109,197.993421052632,195,21.0491667747497,13.0062499046326,17.8404606267026,18.3458337783813,-18.95,-38.92,-31.6191174605263,-31.608102,-27.533,-37.8761623,1148.95,8.04291687011715,0,1,0,0,1.48e+13,-10.48746889,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,10.48746889,0,0,0,"Trifolium polymorphum","Trifolium polymorphum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4114,"Trifolium polymorphum",209.45,2.08479181218745,7.04660376080095,5.34448504739304
"25",158,2554,"Trifolium_dasyphyllum",590,795.4,403,628.723728813559,646,380,162.25,251.791525423729,233.5,4.76458320617675,-2.39583338499069,-0.00853106954403353,-0.602083265781403,45.618,35.9699,39.8546273284746,39.65242,44.95785165,37.90575805,392.4,7.16041659116744,0,1,0,0,1.44e+12,41.19535332,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.19535332,0,0,0,"Trifolium dasyphyllum","Trifolium dasyphyllum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N",0,NA,0,4073,"Trifolium dasyphyllum",217.75,1.96856816240393,5.97228172769121,5.38334761573261
"26",159,2538,"Trifolium_bejariense",55,1393.3,825.8,953.927272727273,915,129.9,95,108.836363636364,104,21.3445835113525,16.9704170227051,19.4736363497647,19.5833339691162,33.805749,28.46733,30.4015155454545,30.1374,33.6062991,28.561339,567.5,4.37416648864745,0,1,0,0,1.01e+12,25.54448479,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,25.54448479,0,1,0,"Trifolium bejariense","Trifolium bejariense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium bejariense",34.9,1.47571598477835,6.34124074935556,3.55248682920838
"27",160,2545,"Trifolium_carolinianum",148,1567.3,927.15,1275.30405405405,1296,613,75.35,213.851351351351,128,20.5441659927368,15.5183331012726,18.6252534196183,19.2666664123535,37.4385,28.53944,31.6694029121622,30.752811,35.5100776,29.6362336,640.15,5.02583289146422,0,1,0,0,4.24e+12,28.79758915,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,28.79758915,0,1,0,"Trifolium carolinianum","Trifolium carolinianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4124,"Trifolium carolinianum",537.65,1.61459118975532,6.46170252389219,6.28720779083654
"28",161,2605,"Trifolium_reflexum",329,1461.6,929.8,1181.75987841945,1168,281.2,100,161.240121580547,140,19.3066661834717,11.8208332061768,14.7811170421473,14.1416664123535,41.95,29.045466,35.9358231094225,36.173723,39.3815818,30.5998708,531.799999999999,7.4858329772949,0,1,0,0,1.9e+13,45.85925832,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,45.85925832,0,1,0,"Trifolium reflexum","Trifolium reflexum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4068,"Trifolium reflexum",181.2,2.01301229789148,6.27626747880892,5.19960139360888
"29",162,2621,"Trifolium_stoloniferum",85,1215.6,977.2,1103.49411764706,1141,424,141.8,228.470588235294,173,13.0400001525879,8.4533332824707,11.6318627918468,12.1166667938232,40.679209,36.97,38.6498051529412,38.814018,39.615969,37.6884872,238.4,4.58666687011718,0,1,0,0,1.06e+12,38.52351837,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.52351837,0,0,0,"Trifolium stoloniferum","Trifolium stoloniferum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4134,"Trifolium stoloniferum",282.2,1.52315358819403,5.47394993519119,5.64261603941871
"30",163,2551,"Trifolium_cryptopodium",132,1616.65,919.65,1154.30303030303,1097,464.45,151,248.545454545455,225.5,17.6468748092651,7.75875017642975,13.1076704227563,13.5937495231628,13.349067,-8.883895,8.66603722727273,9.73335,13.26297,-0.229336,697,9.88812463283536,0,1,0,0,2.31e+12,1.94624107,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,1.94624107,0,0,0,"Trifolium cryptopodium","Trifolium cryptopodium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium cryptopodium",313.45,2.29133450508931,6.54678541076052,5.74763985771998
"31",164,2604,"Trifolium_quartinianum",42,1719.75,901.3,1268.40476190476,1245,328.05,174,219.357142857143,191.5,21.7941674232483,16.7862496376038,19.2701387859526,19.3770837783813,14.033333,7.4667,9.91852378571429,10.2166835,12.348365,7.76753,818.45,5.00791778564455,0,1,0,0,1.37e+12,4.95311137,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,4.95311137,0,1,0,"Trifolium quartinianum","Trifolium quartinianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4034,"Trifolium quartinianum",154.05,1.61102021705852,6.70741230759036,5.03727722504268
"32",165,2627,"Trifolium_tembense",192,1618.9,865.75,1150.90104166667,1082.5,305,142.85,222.916666666667,219,20.2849997520446,10.9129170417785,15.0015190516909,14.6083331108093,12.483333,-9.1,7.282214,9.024985,10.7991685,-6.2048418,753.15,9.37208271026609,0,1,0,0,5.24e+12,-0.42652609,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,0.42652609,0,1,0,"Trifolium tembense","Trifolium tembense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium tembense",162.15,2.23773534585907,6.62426441114882,5.08852183275333
"33",166,2614,"Trifolium_simense",166,2710.75,918.25,1404.88554216867,1203.5,555.25,127.75,257.728915662651,233,22.5447916984558,12.0979166030884,16.1768323312323,16.1729164123535,14.35,-10.55,5.60049554216867,7.0833,11.17915,-7.94288675,1792.5,10.4468750953675,0,1,0,0,9.13e+12,3.96551634,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,3.96551634,0,1,0,"Trifolium simense","Trifolium simense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4031,"Trifolium simense",427.5,2.34630289975513,7.49136657247378,6.05795428837681
"34",167,2620,"Trifolium_steudneri",89,1434.2,842.2,1139.21348314607,1155,309,163,217.157303370787,195,19.8074996948242,15.2466665267944,17.3677902007371,17.2583332061768,12.6,-0.166667,9.42322294382022,9.03333,11.623352,8.016667,592,4.56083316802978,1,1,1,2.67e+12,1.95e+12,5.3227679,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.3227679,0,1,1,"Trifolium steudneri","Trifolium steudneri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4056,"Trifolium steudneri",146,1.51750531912367,6.38350663488401,4.98360662170834
"35",168,2602,"Trifolium_polystachyum",63,1909.3,869,1272.61904761905,1201,390.5,151.4,241.984126984127,233,19.652917098999,12.7233333587647,16.5456347995334,16.8916664123535,14.15,-15.021153,9.73980020634921,10.5,12.8717,7.1383297,1040.3,6.9295837402344,0,1,0,0,8.77e+12,1.51863135,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,1.51863135,0,0,0,"Trifolium polystachyum","Trifolium polystachyum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4054,"Trifolium polystachyum",239.1,1.93579974505351,6.94726441207685,5.47688187446428
"36",169,2610,"Trifolium_rueppellianum",184,2116.8,818.1,1301.07065217391,1157.5,458.3,136.95,256.048913043478,241.5,20.53270778656,12.3085414886474,16.4693387617236,16.560417175293,14.166667,-27.5,6.2317773423913,8.775,10.947495,-7.69250865,1298.7,8.22416629791257,1,1,4,9.16e+11,9.12e+12,6.23086329,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,6.23086329,0,0,0,"Trifolium rueppellianum","Trifolium rueppellianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium rueppellianum",321.35,2.10707692955805,7.16911904311604,5.7725308718173
"37",170,2580,"Trifolium_mattirolianum",83,1861.2,1268.2,1578.98795180723,1584,392,199.9,293.409638554217,291,21.7016662597656,17.5304164886475,19.4645079877003,19.5499992370605,14.233333,5.75,8.76790751807229,8.732102,11.37997,7.1210119,593,4.17124977111814,0,1,0,0,1.13e+12,8.62614058,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,8.62614058,0,1,0,"Trifolium mattirolianum","Trifolium mattirolianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium mattirolianum",192.1,1.42821569621216,6.38519439899773,5.25801606977451
"38",171,2613,"Trifolium_semipilosum",252,1424.25,800.55,1083.63888888889,1079,358.25,132.55,221.515873015873,205,19.7908326148987,10.9212502479553,15.0991567430042,14.7749996185303,15.483333,-10.582449,6.7410214484127,7.9333,10.89833,-3.03168,623.7,8.86958236694332,1,1,4,1.08e+13,3.07e+12,5.15251223,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.15251223,0,0,1,"Trifolium semipilosum","Trifolium semipilosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium semipilosum",225.7,2.18262771144112,6.43566948353208,5.41920668382349
"39",172,2556,"Trifolium_decorum",64,1920.55,1092.6,1510.859375,1577.5,418,180.15,269.859375,251.5,20.1531254768371,14.391874885559,17.0462890714407,17.1166667938232,13.238833,8.5667,10.753235921875,10.9167,11.86169,9.2,827.95,5.76125059127808,0,1,0,0,1.13e+12,8.62614058,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,8.62614058,0,1,0,"Trifolium decorum","Trifolium decorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4602,"Trifolium decorum",237.85,1.75115456768275,6.71895276608849,5.47164022287829
"40",173,2527,"Trifolium_africanum",198,956.85,432.25,717.181818181818,720.5,245,77.25,139.409090909091,128,18.4381251335144,11.5454167842865,15.0690866913458,14.8374996185302,-23.3425,-33.679444,-28.3196472020202,-28.3040305,-25.125,-32.3348895,524.6,6.89270834922795,0,1,0,0,2.7e+12,-27.53376098,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,27.53376098,0,0,1,"Trifolium africanum","Trifolium africanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4601,"Trifolium africanum",167.75,1.93046409185618,6.26263606743277,5.12247477585179
"41",174,2542,"Trifolium_burchellianum",405,1464.8,430.6,853.044444444444,781,315.4,102,200.20987654321,195,18.8533340454102,7.22416667938232,13.2058127562205,13.0291662216187,10.9,-34.25,-21.1098864641975,-29.875,7.16336,-33.375,1034.2,11.6291673660279,0,1,0,0,6.83e+12,-16.46299407,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,16.46299407,0,0,0,"Trifolium burchellianum","Trifolium burchellianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030,"Trifolium burchellianum",213.4,2.45351637033288,6.94138345996212,5.36316833886765
"42",175,2549,"Trifolium_clusii",276,833.75,298.5,515.358695652174,468,230,109,158.800724637681,149,21.0614590644836,15.198958158493,18.0521436946979,18.1520833969116,37.633333,30.9,32.7244326304348,32.68,34.7317,31.6475,535.25,5.8625009059906,0,1,0,0,4.6e+12,34.59631793,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,34.59631793,0,1,0,"Trifolium clusii","Trifolium clusii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4074,"Trifolium clusii",121,1.76857628831236,6.28273392746979,4.79579054559674
"43",176,2607,"Trifolium_resupinatum",9465,1194,466,766.068251452721,753,465,128,247.617855256207,220,17.7866668701172,7.61666679382324,11.292755326489,9.80000019073486,57.557524,-43.695478,44.059698324205,48.124877,53.2,32.6937714,728,10.1700000762939,1,1,16,1.54e+13,1.21e+13,39.56886028,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.56886028,0,1,4,"Trifolium resupinatum","Trifolium resupinatum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,4034,"Trifolium resupinatum",337,2.31944221756233,6.59030104819669,5.82008293035236
