"","X","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","median_long","quant95","quant005","biome","precip_range","temp_range","nitro_range","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","species.y"
"779",794,"Crotalaria_bracteata",28,2177.15,1022.35,1345.89285714286,1168.5,295.65,128.45,211.75,199,26.8804168701172,19.2814576148987,23.3584821564811,23.3270835876464,25.7,11.55,18.8295285714286,18.8996665,98.9833335,23.5995,14.21416655,"1",1154.8,7.59895925521853,167.2,0,1,0,0,3.03e+12,21.71783196,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.71783196,1,0,1,"Crotalaria bracteata","Crotalaria bracteata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1665,"Crotalaria bracteata"
"780",795,"Crotalaria_brevidens",110,2167.5,700.15,1277.00909090909,1153.5,351.95,99.25,224.036363636364,224,25.4677084922791,15.2829168796539,20.0589015440507,20.1666669845581,18.275,-25.625,0.7811116,-0.55833,33.65,18.1697918,-9.31083135,"7",1467.35,10.1847916126252,252.7,1,1,9,9.75e+12,1.1e+13,6.18875481,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,6.18875481,0,1,0,"Crotalaria brevidens","Crotalaria brevidens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1354,"Crotalaria brevidens"
"781",796,"Crotalaria_breviflora",85,1721.6,1221.2,1477.28235294118,1494,256.8,134.4,186.694117647059,177,22.3983329772949,15.4108329772949,19.5877450382008,19.75,-13.9,-24.25,-19.8481737623529,-19.833056,-46.368889,-14.68182848,-23.3819776,"7",500.4,6.98750000000004,122.4,1,1,1,355625704.1,8.47e+12,-10.77227947,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,10.77227947,1,0,0,"Crotalaria breviflora","Crotalaria breviflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1373,"Crotalaria breviflora"
"782",797,"Crotalaria_brevis",802,1603.95,666.1,1099.4463840399,1044,229.75,46,111.694513715711,94,27.8250007629395,18.6585412025451,25.1240388532529,26.75,-10.783333,-32.006749,-16.8914806857855,-15.5038615,135.6900415,-12.2492875,-28.56975395,"7",937.85,9.16645956039437,183.75,0,1,0,0,1.73e+12,-22.57378083,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,22.57378083,0.375,0.422222222,0,"Crotalaria brevis","Crotalaria brevis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,5359,"Crotalaria brevis"
"783",798,"Crotalaria_burkeana",88,957.95,478.5,673.704545454545,649,163,56.35,102.170454545455,100.5,23.0845832824707,16.5343757629395,19.655539913611,19.4833335876465,-22.625,-28.20401,-25.0864767954545,-24.9319445,29.743651,-23.125,-27.375,"7",479.45,6.55020751953118,106.65,0,1,0,0,4.44e+12,-22.42811457,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,22.42811457,0,0,0,"Crotalaria burkeana","Crotalaria burkeana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1259,"Crotalaria burkeana"
"784",799,"Crotalaria_calycina",478,2127.2,811.25,1306.35355648536,1203.5,306.45,60,143.305439330544,115,27.6304159164429,19.0337504386902,24.6471234245779,26.0562496185303,34.5,-26.915074,-3.30466944351464,-12.3162285,126.030139,25.1539024,-22.6957223,"7",1315.95,8.59666547775274,246.45,0,1,0,0,3.79e+13,8.58280147,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,8.58280147,0,1,2,"Crotalaria calycina","Crotalaria calycina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1385,"Crotalaria calycina"
"785",800,"Crotalaria_capensis",229,1185.2,406.6,782.934497816594,760,236.8,102,169.524017467249,167,22.4850002288819,14.947500038147,18.350545949811,17.9750003814697,-16.303611,-34.625,-29.5784336157205,-29.625,29.875,-22.875,-34.1051072,"10",778.6,7.53750019073492,134.8,1,1,5,8.48e+11,3.98e+12,-21.51923206,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.51923206,1,0,1,"Crotalaria capensis","Crotalaria capensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3628,"Crotalaria capensis"
"786",801,"Crotalaria_caudata",51,1717,991,1336.49019607843,1374,299.5,76.5,153.78431372549,147,23.6604166030884,16.4666662216186,20.0982026305853,20.1124992370605,7.9,-19.937863,-6.8058607254902,-8.433333,29.8351,7.3133335,-15.4281595,"7",726,7.19375038146975,223,0,1,0,0,8.08e+12,-0.29283831,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,0.29283831,0,0,0,"Crotalaria caudata","Crotalaria caudata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2493,"Crotalaria caudata"
"787",802,"Crotalaria_cephalotes",203,1400.6,725.9,1012.10837438424,991,229,60,115.413793103448,96,28.3687509536743,17.665832901001,23.9995895289435,24.5416660308838,13.8,-19.716942,0.863813842364532,1.71666,25.850277,11.7063104,-15.045,"7",674.7,10.7029180526733,169,0,1,0,0,1.7e+13,7.44958453,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,7.44958453,0,1,0,"Crotalaria cephalotes","Crotalaria cephalotes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1562,"Crotalaria cephalotes"
"788",803,"Crotalaria_chinensis",68,3015.8,1090.4,1750.29411764706,1631,401,118.7,214.897058823529,187,25.6327088356018,15.8397916316986,20.6154412101297,20.9354171752929,33,-9.416667,22.3379658823529,23.301491,113.664674,29.7840456,13.55841,"1",1925.4,9.79291720390321,282.3,0,1,0,0,8.99e+12,14.21606692,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,14.21606692,1,0,0,"Crotalaria chinensis","Crotalaria chinensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,11103,"Crotalaria chinensis"
"789",804,"Crotalaria_cleomifolia",140,1947.65,951.5,1405.78571428571,1374,515.2,81.95,219.7,155,26.7841661453247,15.200625371933,20.6104464462825,20.1729164123535,11.216667,-26.046675,-1.94898599285714,-2.1283335,28.719444,10.3279775,-18.04193045,"7",996.149999999999,11.5835407733917,433.25,1,1,2,2.45e+12,1.49e+13,7.10819027,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,7.10819027,1,0,0,"Crotalaria cleomifolia","Crotalaria cleomifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1248,"Crotalaria cleomifolia"
"790",805,"Crotalaria_comosa",111,1526.5,668.5,1076.44144144144,1079,334.5,59,157.900900900901,105,28.2645835876464,20.1499996185303,25.6722597689242,26.5833339691162,14.103056,-14.39,7.33658045045045,9.55,2.6166,13.0163335,-11.935,"7",858,8.11458396911615,275.5,0,1,0,0,1.45e+13,8.26275908,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,8.26275908,0,1,0,"Crotalaria comosa","Crotalaria comosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1504,"Crotalaria comosa"
"791",806,"Crotalaria_cunninghamii",825,835.6,127,322.961212121212,256,103.6,25,45.7175757575758,36,28.0266670227051,20.6841674804687,23.7869090594667,23.1124992370605,-13.997233,-35.15,-23.948049409697,-24.828635,133.983333,-15.7844688,-29.1940184,"13",708.6,7.34249954223638,78.5999999999999,0,1,0,0,7.69e+12,-25.73253015,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,25.73253015,1,0,1,"Crotalaria cunninghamii","Crotalaria cunninghamii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1416,"Crotalaria cunninghamii"
"792",807,"Crotalaria_damarensis",102,627.9,105,351.764705882353,325,120.9,50.1,77.9901960784314,75,23.310000038147,16.1677081108093,20.4473038841696,20.5729169845581,-17.875,-29.74,-22.9914466372549,-23.125,17.875,-19.58208365,-25.6186256,"13",522.9,7.14229192733766,70.8,0,1,0,0,7.22e+12,-21.25895929,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.25895929,0,1,0,"Crotalaria damarensis","Crotalaria damarensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1345,"Crotalaria damarensis"
"793",808,"Crotalaria_deserticola",89,1542.8,606.8,1044.19101123596,1049,403,80.4,185.269662921348,162,25.2175003051758,17.2408332824707,20.9121722746431,20.3958339691162,7.133333,-14.109444,-3.07021446067416,-3.3275,35.5,3.04922179999999,-8.303328,"7",936,7.97666702270512,322.6,0,1,0,0,9.82e+12,-0.05083637,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,0.05083637,0,1,0,"Crotalaria deserticola","Crotalaria deserticola","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1543,"Crotalaria deserticola"
"794",809,"Crotalaria_dissitiflora",648,650,223.35,451.006172839506,457,124,27,55.6003086419753,44,26.3360416412354,19.9252088546753,23.8406442742289,24.4020833969116,-15.39239,-31.258833,-22.3166249876543,-22.249246,138.569077,-17.93718075,-29.351721,"7",426.65,6.41083278656007,97,0,1,0,0,6.41e+12,-24.36798012,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,24.36798012,0.375,0.422222222,0,"Crotalaria dissitiflora","Crotalaria dissitiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1270,"Crotalaria dissitiflora"
"795",810,"Crotalaria_distans",110,1041.35,308.55,606.754545454545,593.5,193.55,47.9,96.9090909090909,90,22.8956252098083,15.3687500953674,19.0290151162581,19.2958335876465,-11.733333,-33.538611,-24.5305998818182,-25.125,27.75,-16.3283333,-29.26131365,"7",732.8,7.52687511444093,145.65,0,1,0,0,7.67e+12,-19.96776201,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,19.96776201,0,1,0,"Crotalaria distans","Crotalaria distans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1410,"Crotalaria distans"
"796",811,"Crotalaria_doidgeae",36,1131.5,595,856.888888888889,880,163,100,137.305555555556,134,22.1552076339722,15.276041507721,18.8362268077003,19.2645835876465,-24.125,-25.7961,-24.6565041666667,-24.594505,30.8119185,-24.375,-25.4375,"7",536.5,6.8791661262512,63,0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Crotalaria doidgeae","Crotalaria doidgeae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1250,"Crotalaria doidgeae"
"797",812,"Crotalaria_dura",38,1040.45,717.6,885.631578947368,876,236.5,91,151.552631578947,147.5,23.138750743866,16.832500076294,20.1166667938232,19.8999996185303,-24.388863,-30.625,-28.1387623421053,-28.625,31.5,-25.162662,-29.9725488,"1",322.85,6.30625066757205,145.5,0,1,0,0,3.46e+12,-21.3733595,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.3733595,0,0,0,"Crotalaria dura","Crotalaria dura","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5588,"Crotalaria dura"
"798",813,"Crotalaria_eremicola",40,703.35,123.95,476.1,527.5,113.55,52.95,80.525,69.5,22.1210417747497,17.445833492279,19.5485417366028,19.5104169845581,-22.401983,-28.494528,-25.4123643,-25.25,28.083097,-22.61547835,-28.1375,"7",579.4,4.67520828247069,60.6,0,1,0,0,4.84e+12,-21.65330166,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.65330166,0,0,0,"Crotalaria eremicola","Crotalaria eremicola","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1259,"Crotalaria eremicola"
"799",814,"Crotalaria_excisa",50,612,84.1,289.46,223.5,229.8,72.15,134.86,120,19.0052079200745,15.8643747806549,17.6698332977295,17.7145833969116,-28.375,-34.375,-31.74911918,-31.875,18.3629,-29.125,-33.90349,"12",527.9,3.14083313941958,157.65,0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,25.48651667,0,0,0,"Crotalaria excisa","Crotalaria excisa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1303,"Crotalaria excisa"
"800",815,"Crotalaria_glauca",346,1805,886.5,1274.67919075145,1209.5,332,72,164.5,141.5,27.5572910308838,18.0302081108094,23.5106816085088,23.6354169845581,13.983333,-19.875,2.5408588583815,6.4833335,13.8833335,11.19583325,-11.50416,"7",918.5,9.52708292007442,260,0,1,0,0,1.89e+13,4.11252024,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,4.11252024,0,1,0,"Crotalaria glauca","Crotalaria glauca","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3803,"Crotalaria glauca"
"801",816,"Crotalaria_globifera",103,1094.1,653.3,889.04854368932,889,245,113.2,166.368932038835,163,21.922500038147,14.6162494659424,18.1793690468501,18.0125007629395,-22.375,-32.375,-28.6626240097087,-29.125,30.616667,-25.7434504,-30.955865,"10",440.8,7.3062505722046,131.8,0,1,0,0,2.69e+12,-26.02431623,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,26.02431623,0,0,0,"Crotalaria globifera","Crotalaria globifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1272,"Crotalaria globifera"
"802",817,"Crotalaria_goreensis",995,1796.5,730.4,1221.73668341709,1126,255.3,52,133.263316582915,103,28.3637495040893,21.0300004959106,25.9562813754058,26.8791656494141,15.166667,-35.629722,-4.50060823417085,-11.7695,129.84415,12.165918,-21.119739,"7",1066.1,7.33374900817867,203.3,1,1,8,2.1e+13,1.92e+13,1.07734205,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,1.07734205,0,0,3,"Crotalaria goreensis","Crotalaria goreensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1263,"Crotalaria goreensis"
"803",818,"Crotalaria_holosericea",120,1438.3,504.25,825.9,783.5,189.25,92,136.491666666667,130,25.9170829772949,20.0120839118957,22.8755903402964,23.0083332061768,-4.166667,-14.256111,-10.5186986366667,-10.852639,-39.8666635,-6.908792,-13.69878955,"13",934.05,5.9049990653992,97.25,0,0,0,0,0,NA,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,NA,1,0.422222222,0,"Crotalaria holosericea","Crotalaria holosericea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1341,"Crotalaria holosericea"
"804",819,"Crotalaria_humifusa",62,2412.85,910.05,1532.6935483871,1416,669,71.25,237.967741935484,160,27.2679171562195,15.6554164409637,22.2513441578034,21.8145837783813,28.933333,-27.506738,-1.21491922580645,-13.816205,128.1453265,28.34916665,-26.94007435,"7",1502.8,11.6125007152558,597.75,0,1,0,0,1.03e+13,12.51286553,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,12.51286553,0,1,0,"Crotalaria humifusa","Crotalaria humifusa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1416,"Crotalaria humifusa"
"805",820,"Crotalaria_humilis",30,237.75,62.15,157.5,160.5,217,81.45,120.466666666667,111,19.5385416030884,16.6554171562195,18.1737498601278,18.0583324432373,-28.375,-33.74,-30.3414636333333,-30.3166665,17.709722,-28.7358192,-31.7456966,"13",175.6,2.88312444686889,135.55,0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,25.48651667,0,1,0,"Crotalaria humilis","Crotalaria humilis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2184,"Crotalaria humilis"
"806",821,"Crotalaria_hyssopifolia",166,1779.25,802,1162.88554216867,1082.5,284,66.25,135.313253012048,107,28.5291662216186,19.6197919845581,25.2640060229474,26.4729166030884,15.053611,-19.53926,5.21324443373494,10.116646,2.8922515,12.5674925,-16.78686225,"7",977.25,8.90937423706055,217.75,0,1,0,0,1.5e+13,8.60307225,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,8.60307225,0,1,0,"Crotalaria hyssopifolia","Crotalaria hyssopifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1329,"Crotalaria hyssopifolia"
"807",822,"Crotalaria_incana",1769,2237.8,460.4,1235.24250989259,1182,426.4,92,224.739400791408,198,26.5116664886475,15.8833332061768,21.6347489117094,21.783332824707,34.41,-33.3485,-2.80261356302996,-2.93333,-59.605534,23.2078868,-27.832648,"1",1777.4,10.6283332824707,334.4,1,1,20,1.43e+13,2.93e+12,13.62616928,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,13.62616928,1,0,4,"Crotalaria incana","Crotalaria incana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N",1,"Crotalaria incana",0,1931,"Crotalaria incana"
"808",823,"Crotalaria_juncea",517,2219.4,501,1113.91489361702,947,324,41.8,135.663442940039,120,27.6174995422363,18.2516666412354,23.6201080104599,24.091667175293,41.851087,-30.2833,-7.38068619729207,-17.185278,126.983333,24.6832054,-26.3586654,"7",1718.4,9.36583290100096,282.2,1,1,34,2.92e+13,1.06e+13,16.08546549,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,16.08546549,1,0,9,"Crotalaria juncea","Crotalaria juncea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,5,0,"Y","N",0,NA,0,4778,"Crotalaria juncea"
"809",824,"Crotalaria_laburnifolia",474,1522.65,444.6,882.225738396624,815.5,258.999999999999,57,126.753164556962,112,26.090832901001,17.1641663551331,21.9032700172457,22.2604169845581,20.354062,-29.034845,-12.0270238270042,-15.5610765,36.341665,8.37333345,-25.84560505,"7",1078.05,8.9266665458679,201.999999999999,1,1,1,2055545262,2.69e+13,1.52026958,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,1.52026958,1,0,3,"Crotalaria laburnifolia","Crotalaria laburnifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,1248,"Crotalaria laburnifolia"
"810",825,"Crotalaria_lachnocarpoides",120,1596.4,667.95,1111.44166666667,1114,309.1,88.95,174.391666666667,148,22.8810406684876,13.6835414409637,18.159201391538,17.8937501907349,11.483333,-19.688889,-3.34805003333333,-3.63333,35.3666665,9.2700003,-14.2533015,"1",928.45,9.19749922752386,220.15,0,1,0,0,9.8e+12,-0.04593456,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,0.04593456,1,0,0,"Crotalaria lachnocarpoides","Crotalaria lachnocarpoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1248,"Crotalaria lachnocarpoides"
"811",826,"Crotalaria_lachnophora",113,2101.4,839.4,1294.38938053097,1134,422.2,70,184.619469026549,145,27.7450004577637,17.3666660308838,22.7249999510503,22.4750003814697,12.521667,-20.01626,2.31760089380531,6.2,13.373116,11.0419244,-14.6175002,"7",1262,10.3783344268799,352.2,0,1,0,0,1.45e+13,7.94699911,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,7.94699911,1,0,0,"Crotalaria lachnophora","Crotalaria lachnophora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1248,"Crotalaria lachnophora"
"812",827,"Crotalaria_lanceolata",811,1925.5,778.5,1320.74969173859,1317,1405,98,334.748458692972,191,24.6833333969116,17.6187505722046,20.7283086953122,20.5458335876465,34.5747,-33.67,-9.51298746362515,-19.388333,30.588462,30.378428,-30.625,"1",1147,7.064582824707,1307,1,1,4,2.08e+12,1.08e+13,12.23774936,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,12.23774936,0,1,0,"Crotalaria lanceolata","Crotalaria lanceolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3356,"Crotalaria lanceolata"
"813",828,"Crotalaria_linifolia",191,2781,890,1645.31413612565,1557,522.5,126,254.748691099476,220,27.0708332061768,14.458333492279,20.6489311188303,21.2666664123535,31.28,-10.183333,17.2403027801047,23.25013,109.213028,27.9,-8.0145485,"1",1891,12.6124997138977,396.5,0,1,0,0,4.65e+12,20.46154179,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,20.46154179,0,1,0,"Crotalaria linifolia","Crotalaria linifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,1293,"Crotalaria linifolia"
"814",829,"Crotalaria_longirostrata",521,2637,724,1429.1650671785,1246,635,167,300.959692898273,257,27.029167175293,14.8249998092651,21.1590131075048,21.2124996185303,30.4699,8.533333,17.5545185009597,17.06611,-96.260789,23.9503,13.75278,"3",1913,12.2041673660279,468,0,1,0,0,6.86e+11,16.00816232,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,16.00816232,1,0,2,"Crotalaria longirostrata","Crotalaria longirostrata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1268,"Crotalaria longirostrata"
"815",830,"Crotalaria_maypurensis",654,2596.35,761.1,1548.37003058104,1479,471.45,112,232.946483180428,200.5,27.3427082061768,17.3508327484131,22.6353465861866,22.9104166030884,27.070278,-27.99,1.77054018623853,5.27,-67.896953,19.50976448,-22.66666,"1",1835.25,9.99187545776375,359.45,0,1,0,0,1.61e+13,5.365731,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,5.365731,1,0,0,"Crotalaria maypurensis","Crotalaria maypurensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Crotalaria maypurensis",0,1252,"Crotalaria maypurensis"
"816",831,"Crotalaria_medicaginea",2641,1548,328,853.656569481257,829,209,38,85.9901552442257,66,27.9624996185303,19.9375,25.4722832255813,26.6791667938232,35.33,-31.9,-15.48389880727,-16.23506,132.817717,-11.38007,-24.113611,"7",1220,8.0249996185303,171,0,1,0,0,2.05e+13,14.1182133,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,14.1182133,0,0,2,"Crotalaria medicaginea","Crotalaria medicaginea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,1249,"Crotalaria medicaginea"
"817",832,"Crotalaria_micans",1117,2960,806.8,1690.05461056401,1542,543,122,259.487018800358,219,26.1691661834717,15.0816663742065,20.9616830671271,20.9291667938232,29.72,-33.78,-5.39048992094897,-10.48333,-53.9,23.9089442,-26.2908888,"1",2153.2,11.0874998092651,421,1,1,26,1.39e+13,1.36e+13,8.75247963,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,8.75247963,1,0,7,"Crotalaria micans","Crotalaria micans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1503,"Crotalaria micans"
"818",833,"Crotalaria_microcarpa",521,1220,523,972.036468330134,1012,187,57,105.289827255278,93,28.7666664123535,21.3250007629395,26.5267034428133,27.0125007629395,14.38333,-19.88333,7.73872247408829,10.1,2.404163,13.283333,-9.93333,"7",697,7.441665649414,130,0,1,0,0,1.44e+13,4.91765142,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,4.91765142,0,1,0,"Crotalaria microcarpa","Crotalaria microcarpa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1841,"Crotalaria microcarpa"
"819",834,"Crotalaria_mitchellii",344,1386.85,564,871.436046511628,792.5,281.65,67,166.741279069767,152,23.33916721344,14.9931251049042,19.0258478647055,18.8270835876465,-16.498056,-32.65,-26.9357346337209,-28.4658145,150.5844185,-18.26221605,-32.06317065,"4",822.85,8.34604210853577,214.65,0,1,0,0,7.69e+12,-25.73253015,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,25.73253015,1,0,0,"Crotalaria mitchellii","Crotalaria mitchellii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1311,"Crotalaria mitchellii"
"820",835,"Crotalaria_monteiroi",151,1060.5,467,768.324503311258,761,173,81,125.576158940397,127,23.6999998092652,16.7104167938232,21.0114790493289,21.529167175293,-16.121548,-28.875,-25.3163186887417,-25.37092,31.625,-22.375,-28.4375,"7",593.5,6.9895830154419,92,0,1,0,0,3.86e+12,-21.72947512,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,21.72947512,1,0,0,"Crotalaria monteiroi","Crotalaria monteiroi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1268,"Crotalaria monteiroi"
"821",836,"Crotalaria_mysorensis",42,2141.55,798.65,1248.02380952381,1201,271.25,66,135.642857142857,129,27.6962497711182,19.4310421943665,25.4784722328186,26.3541669845581,23.5863,-17.177778,-7.32158488095238,-14.666667,125.2080555,18.73613085,-17.12475,"7",1342.9,8.26520757675166,205.25,0,1,0,0,9.27e+12,16.01060368,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,16.01060368,0,0,0,"Crotalaria mysorensis","Crotalaria mysorensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,1293,"Crotalaria mysorensis"
"822",837,"Crotalaria_natalitia",204,1695.3,741.65,1117.99019607843,1062.5,358.35,80.15,172.029411764706,152.5,23.6220830917359,14.9652083396911,19.2321486934727,19.4479169845581,9.433333,-30.875,-9.08245818627451,-8.5166635,34.008435,8.6375,-28.375,"7",953.65,8.65687475204473,278.2,0,1,0,0,1.42e+13,-3.70861676,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,3.70861676,1,1,0,"Crotalaria natalitia","Crotalaria natalitia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1255,"Crotalaria natalitia"
"823",838,"Crotalaria_nitens",375,3668.1,981.9,2089.92266666667,2020,659,152.4,330.341333333333,281,26.5591663360596,15.5854163169861,21.3257777417501,21.3708324432373,19.6197,-23.04416,0.111323654933333,2.28306,-75.063741,16.8575,-16.501662,"1",2686.2,10.9737500190735,506.6,0,1,0,0,1.34e+13,6.40510343,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae",1,6.40510343,0,0,0,"Crotalaria nitens","Crotalaria nitens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2197,"Crotalaria nitens"
