"","X","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","median_long","quant95","quant005","biome","precip_range","temp_range","nitro_range","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","species.y"
"1",1,"Abrus_fruticulosus",407,2093.8,694.5,1217.51351351351,1074,289.1,82,164.041769041769,142,27.5029172897339,20.9087497711182,25.5880732993236,26.6291656494141,24.983333,-22.978889,3.57817145896806,6.954588,2.158783,10.8998973,-14.9817662,"7",1399.3,6.59416751861572,207.1,0,1,0,0,1.51e+12,16.77009689,"Abreae","Abrus","Papilionoideae","Abreae",1,16.77009689,1,0,1,"Abrus fruticulosus","Abrus fruticulosus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,523,"Abrus fruticulosus"
"2",2,"Abrus_precatorius",2848,2285.25,633.05,1278.55617977528,1222,1418,56,313.188202247191,152,27.7458336830139,20.4889578819274,24.9778967739156,25.9312496185303,33.89722,-36.128742,0.373270231706461,-1.7333335,38.8545345,28.23956,-25.67719945,"7",1652.2,7.25687580108644,1362,1,1,4,1.48e+11,5.34e+13,9.00301812,"Abreae","Abrus","Papilionoideae","Abreae",1,9.00301812,1,0,7,"Abrus precatorius","Abrus precatorius","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0,528,"Abrus precatorius"
"3",3,"Acacia_acinacea",4930,809.55,398,570.825760649087,558.5,264,87,175.101622718053,174,16.11479139328,12.7708330154419,14.5710894188097,14.6666669845581,-30.516667,-38.5402,-36.4781894931035,-36.65635,144.10425,-34.33027425,-37.7503831,"4",411.55,3.34395837783809,177,1,1,3,4.57e+11,2.01e+12,-31.74043124,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,31.74043124,1,0,0,"Acacia acinacea","Acacia acinacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9629,"Acacia acinacea"
"4",4,"Acacia_acradenia",628,740.65,310.35,502.863057324841,490.5,90,33.35,54.8566878980892,51,27.7193748474121,22.3404162406921,25.4263335823253,25.7708330154419,-14.20477,-30.52,-20.0056575955414,-20.1416665,130.3634005,-16.71055275,-24.618474,"7",430.3,5.37895860671996,56.65,0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,0,"Acacia acradenia","Acacia acradenia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia acradenia",0,9638,"Acacia acradenia"
"5",5,"Acacia_acuminata",1003,499.9,259.1,354.557328015952,331,121,46,68.1455633100698,61,20.4541664123535,15.9458332061768,18.0977982951779,18.0708332061768,-22.594918,-34.748889,-31.1733156969093,-31.2667,117.58051,-28.3813408,-33.6,"12",240.8,4.5083332061767,75,0,1,0,0,3.33e+12,-28.8181412,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,28.8181412,1,0,2,"Acacia acuminata","Acacia acuminata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,12660,"Acacia acuminata"
"6",6,"Acacia_adsurgens",814,551.4,269.3,383.984029484029,372,62.3499999999999,33,43.3120393120393,41,26.1083335876465,22.1887496948242,24.5286496956753,24.6895837783813,-14.3667,-29.2,-21.2879531842752,-20.9643835,134.1666835,-18.717074,-24.71890315,"13",282.1,3.91958389282227,29.3499999999999,0,1,0,0,6.59e+12,-24.24846479,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,24.24846479,1,0,0,"Acacia adsurgens","Acacia adsurgens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9669,"Acacia adsurgens"
"7",7,"Acacia_adunca",155,1224.8,636.5,858.412903225806,843,448,115,243.283870967742,206,17.0670831680298,13.4400003433227,14.9209677173245,14.8541669845581,-28,-35.83,-30.0191644967742,-28.8861,151.901094,-28.581744,-34.6286713,"4",588.3,3.62708282470707,333,1,1,4,3.13e+12,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia adunca","Acacia adunca","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia adunca",0,9710,"Acacia adunca"
"8",8,"Acacia_alata",313,1132.4,408,764.220447284345,824,196,64,139.670926517572,141,20.404167175293,14.9441665649414,17.3959930956173,17.1833324432373,-23.1,-35.02,-31.9761548498403,-32.016389,116.05,-28.518,-34.8443502,"12",724.4,5.46000061035156,132,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia alata","Acacia alata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,12308,"Acacia alata"
"9",9,"Acacia_alleniana",326,1495,545.25,981.358895705521,887,201,43,93.2760736196319,66,27.8260416984558,25.6427083015442,26.8993736512822,26.9874992370605,-11.547232,-19.79858,-15.431506702454,-15.773883,135.586785,-12.4440275,-18.64372675,"7",949.75,2.18333339691162,158,0,1,0,0,3.08e+12,-21.20529859,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.20529859,1,0,0,"Acacia alleniana","Acacia alleniana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,9633,"Acacia alleniana"
"10",10,"Acacia_alpina",222,1765.75,880.5,1395.44144144144,1486.5,472.549999999999,227,281.225225225225,246,11.1816665649414,5.84041676521301,7.83205705720025,7.56666660308838,-35.298448,-37.7152,-36.5642398513514,-36.7159,147.15125,-35.7145971,-37.565025,"10",885.25,5.34124979972843,245.549999999999,0,1,0,0,1.03e+12,-33.25653662,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25653662,1,0,0,"Acacia alpina","Acacia alpina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,11507,"Acacia alpina"
"11",11,"Acacia_amoena",248,1072.3,666,796.641129032258,749.5,403,179,244.028225806452,234,16.4093750953675,10.7504164218903,13.6589045639961,13.7104163169861,-28.903295,-37.8167,-34.8953729314516,-34.4675495,149.5320295,-30.99210675,-37.208885,"4",406.299999999999,5.65895867347719,224,0,1,0,0,1.03e+12,-33.25127933,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25127933,1,0,0,"Acacia amoena","Acacia amoena","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia amoena",0,9855,"Acacia amoena"
"12",12,"Acacia_ampliceps",236,863.25,276.25,530.427966101695,485,67.25,40,52.0932203389831,51,27.6499996185303,25.0229167938232,26.5312853829335,26.75,-14.84,-26.573683,-19.0231717542373,-18.6,126.1163385,-14.929605,-23.02270825,"7",587,2.62708282470705,27.25,0,1,0,0,3.88e+12,-23.4204532,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.4204532,1,0,0,"Acacia ampliceps","Acacia ampliceps","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,9633,"Acacia ampliceps"
"13",13,"Acacia_anceps",129,475,255.8,345.22480620155,345,140,60.4,91.0077519379845,88,17.725,15.6491666793823,16.8719961624737,16.966667175293,-31.45,-35.131921,-33.1800945426357,-33.18,134.74757,-31.73002,-35.094007,"12",219.2,2.0758333206177,79.6,0,1,0,0,3.51e+12,-26.80243548,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80243548,1,0,0,"Acacia anceps","Acacia anceps","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9869,"Acacia anceps"
"14",14,"Acacia_ancistrocarpa",976,650.25,268,420.349385245902,374,70,33,47.7284836065574,45,27.5541667938232,23.423957824707,25.4151425986994,25.5166664123535,-12.8667,-32.551133,-20.4523813094262,-20.723395,131.3347225,-17.582642,-23.19721675,"13",382.25,4.1302089691162,37,0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,0,"Acacia ancistrocarpa","Acacia ancistrocarpa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,9632,"Acacia ancistrocarpa"
"15",15,"Acacia_aneura",5522,419,164,268.972292647591,255,94,29,50.8676204273814,45,23.6499996185303,17.7916660308838,20.4765619198855,20.375,-16.22,-35.8,-28.3301752149583,-29.12,134.626925,-22.9762969,-32.11723035,"13",255,5.8583335876465,65,1,1,2,1.38e+12,7.39e+12,-25.1628483,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.1628483,1,0,1,"Acacia aneura","Acacia aneura","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,5,2,4,"Y","Y",1,"Acacia aneura",0,9674,"Acacia aneura"
"16",16,"Acacia_argyrodendron",72,684.05,472.6,584.819444444444,594,80.7,34,51.0694444444444,45,24.0085419654846,22.7106242179871,23.3984953827328,23.4541664123535,-19.916667,-26.67,-21.6121256666667,-21.4159055,146.3,-20.5524442,-23.518185,"7",211.45,1.29791774749753,46.7,0,1,0,0,1.73e+12,-22.57378083,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.57378083,1,0,0,"Acacia argyrodendron","Acacia argyrodendron","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9635,"Acacia argyrodendron"
"17",17,"Acacia_aspera",656,808.75,499,637.269817073171,636,260,96,182.269817073171,179,16.5010418891907,12.2406251430511,14.1692771955234,14.2687497138977,-31.73599,-38.0079,-36.4201272743902,-36.77285,144.308269,-33.828253,-37.77597175,"4",309.75,4.26041674613955,164,0,1,0,0,1.03e+12,-33.25653662,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25653662,1,0,0,"Acacia aspera","Acacia aspera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,11173,"Acacia aspera"
"18",18,"Acacia_aulacocarpa",749,1784,694.4,1203.33778371162,1152,299,92.2,165.356475300401,152,23.0058338165283,18.783332824707,20.5550900804344,20.4125003814697,-8.533333,-33.733333,-24.0655664913218,-24.8017,151.433333,-16.9979998,-29.351552,"4",1089.6,4.22250099182128,206.8,0,1,0,0,9.34e+12,-8.51803986,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,8.51803986,1,0,1,"Acacia aulacocarpa","Acacia aulacocarpa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,4,1,"Y","Y",1,"Acacia aulacocarpa",0,9629,"Acacia aulacocarpa"
"19",19,"Acacia_auriculiformis",4242,1717,1040,1339.73668081094,1295,408,73,201.426921263555,138,27.529167175293,23.5416660308838,26.2480787252941,26.3125,32.653252,-27.47743,3.31040102781707,7.31868,4.19005,23.82515195,-13.88981485,"7",677,3.9875011444092,335,1,1,23,1.12e+13,4.09e+12,-5.85860106,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,5.85860106,1,0,4,"Acacia auriculiformis","Acacia auriculiformis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,22,19,3,"Y","Y",1,"Acacia auriculiformis",0,9635,"Acacia auriculiformis"
"20",20,"Acacia_baileyana",3648,1226,458,752.895559210526,689,330,110,221.549342105263,221,17.5777084350586,12.1002087116241,14.2674227886294,14.0166664123535,42.8988169,-45.857537,-30.5477150035088,-37.0232,144.10495,34.00134315,-38.15786,"4",768,5.47749972343448,220,1,1,13,1.07e+13,6.27e+12,-26.80596132,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80596132,1,0,2,"Acacia baileyana","Acacia baileyana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia baileyana",0,9648,"Acacia baileyana"
"21",21,"Acacia_bidentata",230,494,324,397.760869565217,379.5,138.55,51,78.6826086956522,67.5,20.1995833396911,15.2018747806549,17.0016847942186,16.372917175293,-19.3333,-34.832186,-32.4163130043478,-33.1,118.0083335,-28.49589345,-34.39234695,"12",170,4.99770855903625,87.55,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia bidentata","Acacia bidentata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9948,"Acacia bidentata"
"22",22,"Acacia_biflora",105,840.8,430,577.438095238095,550,185,62,106.047619047619,104,16.3641658782959,14.7041666030883,15.4648808978853,15.4125003814697,-33.408611,-35.017794,-34.4421914,-34.454154,118,-33.6875734,-34.9068126,"12",410.8,1.65999927520756,123,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia biflora","Acacia biflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9798,"Acacia biflora"
"23",23,"Acacia_binervata",1293,1720.8,988.6,1317.94663573086,1321,324,195,257.530549110596,245,18.5,13.281667137146,16.2258056218737,16.4125003814697,-27.8333,-36.970367,-32.8893005784996,-34.065042,150.934498,-29.6346602000001,-34.968446,"4",732.199999999999,5.21833286285402,129,1,1,2,2.68e+11,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,2,"Acacia binervata","Acacia binervata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628,"Acacia binervata"
"24",24,"Acacia_binervia",690,1359.2,641,956.179710144928,906,287,189,232.43768115942,231,18.0666666984558,12.9222918987274,16.3315096537272,16.8583335876464,-28.616667,-37.0667,-33.6007557115942,-33.67,150.764866,-31.4061543,-36.49335935,"4",718.2,5.14437479972844,98,1,1,1,5.82e+11,1.03e+12,-33.25127933,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25127933,1,0,0,"Acacia binervia","Acacia binervia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628,"Acacia binervia"
"25",25,"Acacia_bivenosa",835,546,267,362.731736526946,342,101,33,52.7820359281437,47,27.4887495040893,20.8237504959107,24.0079391022642,24.2374992370605,-16.3375,-28.956965,-22.2564013185629,-22.59,131.6,-18.6725093,-24.2662561,"13",279,6.66499900817862,68,1,1,1,3.42e+11,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,1,"Acacia bivenosa","Acacia bivenosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0,9628,"Acacia bivenosa"
"26",26,"Acacia_blakei",629,1282,569.4,894.201907790143,896,337,82.6,216.068362480127,213,20.9750003814697,13.4208335876465,17.2598635380901,17.4166660308838,-20.106778,-34.744264,-28.640409645469,-29.65,151.891049,-24.2490676,-31.8220496,"4",712.6,7.5541667938232,254.4,0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia blakei","Acacia blakei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia blakei",0,9676,"Acacia blakei"
"27",27,"Acacia_blakelyi",270,558.55,317,417.355555555556,402,115,50,76.0074074074074,70,21.1349998474121,18.6256244659424,19.9541049604063,20.0520830154419,-22.798252,-33.8,-29.0973059592593,-28.9831695,115.227464,-27.3483333,-30.9196902,"12",241.55,2.50937538146975,65,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia blakelyi","Acacia blakelyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia blakelyi",0,9644,"Acacia blakelyi"
"28",28,"Acacia_brachybotrya",1824,528,285,391.871162280702,386.5,190,64,114.975877192982,109,17.7160420417786,14.5625,16.1745522545095,16.2458333969116,-29.41567,-38.149329,-34.9026457505482,-34.976152,141.8958315,-32.833333,-36.6061463,"12",243,3.1535420417786,126,1,1,1,1.15e+11,2.01e+12,-31.74043124,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,31.74043124,1,0,0,"Acacia brachybotrya","Acacia brachybotrya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9635,"Acacia brachybotrya"
"29",29,"Acacia_brachystachya",660,422,169,293.284848484849,286,100,29,53.9575757575758,47,23.0087498664856,17.9137494087219,20.5562752449151,20.5354166030884,-16.07,-35.416667,-28.7211569227273,-29.3530965,141.6424155,-24.06656865,-32.25395765,"13",253,5.0950004577637,71,0,1,0,0,7.39e+12,-25.1628483,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.1628483,1,0,0,"Acacia brachystachya","Acacia brachystachya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia brachystachya",0,9657,"Acacia brachystachya"
"30",30,"Acacia_brassii",91,1947.5,1264,1585.31868131868,1647,148,55.5,89.3846153846154,79,26.2208337783814,25.0791664123535,25.7786172091306,25.8708343505859,-11.29017,-19.196111,-13.2616914725275,-13.08,143.06473,-11.5693335,-15.2867195,"7",683.5,1.14166736602785,92.5,0,1,0,0,1.73e+12,-22.57378083,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.57378083,1,0,0,"Acacia brassii","Acacia brassii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9687,"Acacia brassii"
"31",31,"Acacia_brownii",1555,1269.3,652.7,942.007717041801,915,300.3,158,226.532475884244,223,17.9983329772949,12.3629168510437,15.4084110493062,15.7250003814697,-21.15,-38.4257,-34.1332488115756,-33.674015,150.540794,-30.0465497,-37.9448972,"4",616.6,5.63541612625125,142.3,0,1,0,0,2.76e+12,-26.80239184,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.80239184,1,0,0,"Acacia brownii","Acacia brownii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9833,"Acacia brownii"
"32",32,"Acacia_brumalis",91,570.5,314.5,381.758241758242,358,141,49,74.6153846153846,63,19.9416666030884,16.9145832061768,18.5776099529895,18.6375007629395,-28.116667,-34.316667,-30.7962007362637,-30.773056,116.711667,-29.1459015,-32.437939,"12",256,3.02708339691165,92,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia brumalis","Acacia brumalis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9666,"Acacia brumalis"
"33",33,"Acacia_buxifolia",2315,1054.3,620,788.932613390929,765,285,115,201.668250539957,199,18.120417022705,11.3333330154419,14.8094258427877,14.8874998092651,-20.416667,-37.7394,-32.629528812959,-32.95,149.676622,-28.8297785,-36.32277,"4",434.3,6.78708400726315,170,1,1,1,1.89e+11,2.76e+12,-26.81043334,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,26.81043334,1,0,1,"Acacia buxifolia","Acacia buxifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9855,"Acacia buxifolia"
"34",34,"Acacia_bynoeana",311,1277.5,820,1024.62057877814,1026,265,188,221.057877813505,232,17.8416662216186,13.0062499046326,16.3831457739091,16.904167175293,-32.699297,-35.082766,-33.5984632893891,-33.62052,150.950062,-32.848545,-34.6333365,"4",457.5,4.8354163169861,77,0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia bynoeana","Acacia bynoeana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628,"Acacia bynoeana"
"35",35,"Acacia_calamifolia",1256,519.25,279.75,385.441082802548,373,169.75,61,101.257961783439,94,17.8520836830139,15.1291666030884,16.4947651184289,16.4479169845581,-29.540094,-37.6,-33.4849424697452,-33.4408505,138.852508,-31.1673625,-35.45816625,"12",239.5,2.7229170799255,108.75,1,1,1,1284364074,2.01e+12,-31.74043124,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,31.74043124,1,0,1,"Acacia calamifolia","Acacia calamifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia calamifolia",0,9629,"Acacia calamifolia"
"36",36,"Acacia_cambagei",989,557.8,143,353.310414560162,368,78,26,48.010111223458,45,25.5600006103516,20.3583335876465,22.2206226923589,21.9500007629395,-17.58182,-31.97,-26.1676211627907,-27.130315,144.126196,-19.9566668,-30.018974,"8",414.8,5.20166702270508,52,0,1,0,0,4.86e+12,-25.00497902,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.00497902,1,0,1,"Acacia cambagei","Acacia cambagei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cambagei",0,9628,"Acacia cambagei"
"37",37,"Acacia_cana",155,430.5,211.7,266.174193548387,238,77.8999999999999,31,45.3096774193548,39,22.0262498855591,18.8362504959106,20.5298924846034,20.5375003814697,-19.916667,-33.219444,-29.4019411225806,-29.448491,142.001247,-25,-31.4785416,"13",218.8,3.18999938964847,46.8999999999999,0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,0,"Acacia cana","Acacia cana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cana",0,15358,"Acacia cana"
"38",38,"Acacia_cangaiensis",38,1189.7,914.55,1107.23684210526,1129,337,223,281.894736842105,295,18.1835417747497,13.7766662597657,15.7258772097136,15.5895833969116,-29.498414,-29.73584,-29.6072362894737,-29.6119965,152.4666835,-29.5,-29.6936137,"4",275.15,4.40687551498406,114,0,1,0,0,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,0,"Acacia cangaiensis","Acacia cangaiensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628,"Acacia cangaiensis"
"39",39,"Acacia_cardiophylla",121,775,452,583.95041322314,532,222,91,129.297520661157,104,17.5708332061768,13.3791666030884,16.3546143523918,16.6166667938232,-31.132173,-36.11336,-33.521041107438,-33.883333,147.37,-31.97,-35.756777,"4",323,4.1916666030884,131,1,1,2,2.68e+11,8.02e+11,-32.17021086,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,32.17021086,1,0,1,"Acacia cardiophylla","Acacia cardiophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9647,"Acacia cardiophylla"
"40",40,"Acacia_catenulata",203,656.4,293.3,496.019704433498,527,113,37.1,68.4926108374384,59,24.6495836257935,19.6499996185303,22.1749589478441,22.3791656494141,-16.498545,-27.915094,-24.2689687783251,-23.6,146.113358,-21.2519329,-27.405097,"7",363.1,4.99958400726316,75.9,0,1,0,0,3.08e+12,-21.20529859,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,21.20529859,1,0,0,"Acacia catenulata","Acacia catenulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9674,"Acacia catenulata"
"41",41,"Acacia_celastrifolia",128,1034.45,401.4,611.015625,541,173,65,121.53125,126.5,18.453125667572,15.4972914218903,16.7559245303273,16.4708337783814,-30.183333,-34.68,-32.4377090078125,-32.536579,116.583333,-31.0608752,-33.649167,"12",633.049999999999,2.95583424568175,108,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,1,"Acacia celastrifolia","Acacia celastrifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9631,"Acacia celastrifolia"
"42",42,"Acacia_cincinnata",113,3160.4,1175.4,1857.1592920354,1645,309,110,189.699115044248,193,23.5349998474121,20.0474998474121,21.4209439775585,20.966667175293,-15.864444,-28.081734,-20.9128894424779,-18.813056,146.066667,-16.5460544,-27.1841944,"1",1985,3.48749999999998,199,0,1,0,0,1.73e+12,-22.57378083,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,22.57378083,1,0,1,"Acacia cincinnata","Acacia cincinnata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Acacia cincinnata",0,9726,"Acacia cincinnata"
"43",43,"Acacia_citrinoviridis",200,408.05,214,288.7,269,87,38.95,57.195,52,26.1158326148986,22.1108325958251,23.8337708187103,23.7708330154419,-21.333333,-31.957143,-24.2929366,-24.3234725,117.711747,-21.95895845,-26.32889545,"13",194.05,4.00500001907349,48.05,0,1,0,0,2.53e+12,-25.46607155,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.46607155,1,0,0,"Acacia citrinoviridis","Acacia citrinoviridis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9628,"Acacia citrinoviridis"
"44",44,"Acacia_cognata",649,1168.6,753,951.15562403698,950,289,137,208.483821263482,202,15.7991668701172,12.0866662979126,14.0344825356694,14.0833330154419,-28.870102,-38.649235,-36.9575409892142,-37.3108,149.6,-34.8119714,-37.7795556,"4",415.6,3.71250057220454,152,0,1,0,0,1.03e+12,-33.25127933,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,33.25127933,1,0,1,"Acacia cognata","Acacia cognata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10415,"Acacia cognata"
"45",45,"Acacia_colei",615,837.9,304.4,553.146341463415,569,90,37.7,56.6292682926829,52,27.9512496948242,24.2170831680298,26.3268834742104,26.4125003814697,-12.27,-25.230278,-18.8422685170732,-18.43068,129.52673,-16.2412278,-22.0415832,"7",533.5,3.73416652679444,52.3,0,1,0,0,5.61e+12,-23.16077529,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,23.16077529,1,0,3,"Acacia colei","Acacia colei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9643,"Acacia colei"
"46",46,"Acacia_complanata",784,1486,634.15,1067.91836734694,1124.5,307,90,174.081632653061,166,21.2927084922791,17.7912503242492,19.4336415748207,19.1374998092652,-21.1525,-32.564202,-27.3147143239796,-27.1829495,152.779841,-24.01226445,-29.9499061,"4",851.85,3.50145816802982,217,0,1,0,0,2.53e+12,-25.79163463,"Acacieae","Acacia","Caesalpinioideae","Acacieae",1,25.79163463,1,0,1,"Acacia complanata","Acacia complanata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia complanata",0,9950,"Acacia complanata"
