"","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","precip_range","temp_range","nitro_range"
"92","Cytisus_striatus",2413,1554,433,892.554496477414,767,428,128,230.723995026937,197,16.4500007629395,9.47833366394043,13.3905632741907,13.6625003814697,51.233342,-39.275914,40.0181979866556,40.294467,45.445552,37.557,"Cytisus striatus",1,1,4,1.74e+12,9.85e+11,36.08495238,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",36.08495238,1,0,2,"Cytisus striatus","Cytisus striatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1635,1121,6.97166709899907,300
"93","Dalbergia_sissoo",449,2356.4,227.4,1142.90645879733,1058,712.2,63,201.928730512249,135,28.0316665649414,18.3758331298828,23.7579249905584,24.2708339691162,35.25,-29.125,15.1580905478842,22.988333,33.574584,-23.69368,"Dalbergia sissoo",1,1,14,1.66e+13,1.1e+13,18.61983451,"Dalbergieae","Dalbergia","Papilionoideae","Dalbergieae","1",18.61983451,1,0,5,"Dalbergia sissoo","Dalbergia sissoo","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,15,15,0,"Y","N","0",NA,0,1588,2129,9.65583343505861,649.2
"94","Desmanthus_virgatus",1212,1981,450.1,1105.10066006601,1053.5,497.6,96.55,225.664191419142,187.5,27.3172920227051,17.4947922706604,23.395912396239,23.8895835876465,32.553258,-34.17,6.13619849645215,15.1583335,29.24880465,-28.1455279,"Desmanthus virgatus",1,1,29,1.42e+13,7.27e+12,3.88421519,"Mimoseae","Desmanthus","Caesalpinioideae","Mimoseae","1",3.88421519,1,0,4,"Desmanthus virgatus","Desmanthus virgatus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Desmanthus virgatus",0,310,1530.9,9.82249975204464,401.05
"95","Desmodium_intortum",782,3077.9,705.15,1685.61253196931,1567,653.8,145.05,331.149616368286,283,24.7956252098084,14.1464580059052,19.3942668413567,19.4437503814697,31.36146,-34.266066,6.18737741483376,11.05,22.21583365,-21.3390629,"Desmodium intortum",1,1,10,6.41e+12,1.22e+13,14.8355264,"Desmodieae","Desmodium","Papilionoideae","Desmodieae","1",14.8355264,1,0,2,"Desmodium intortum","Desmodium intortum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,726,2372.75,10.6491672039032,508.75
"96","Desmodium_scorpiurus",622,2824,805.05,1602.38424437299,1476.5,450.199999999999,94,234.363344051447,214,27.8864581108093,19.4750003814697,24.4649852541099,25.0812501907349,30.8667,-26.85,10.6207919106109,13.683625,23.52458335,-15.81651135,"Desmodium scorpiurus",1,1,12,9.58e+12,6.51e+11,-1.778624,"Desmodieae","Desmodium","Papilionoideae","Desmodieae","1",1.778624,0,0,1,"Desmodium scorpiurus","Desmodium scorpiurus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,736,2018.95,8.4114577293396,356.199999999999
"97","Desmodium_tortuosum",1652,2264.5,608,1317.30387409201,1256,670.699999999999,77,270.654358353511,205,27.5458335876465,17.6920832633972,23.3479999199907,23.8583335876465,35.913325,-31.55,6.2850624246368,11.009095,30.5396581,-25.35025565,"Desmodium tortuosum",1,1,28,2.92e+13,1.34e+13,13.2606484,"Desmodieae","Desmodium","Papilionoideae","Desmodieae","1",13.2606484,1,0,4,"Desmodium tortuosum","Desmodium tortuosum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,861,1656.5,9.85375032424926,593.699999999999
"98","Desmodium_uncinatum",956,2437.25,704,1505.78870292887,1471.5,476.5,110,257.313807531381,234,23.1927080154418,14.2177078723907,18.81571219556,19.0812501907348,25.120833,-34.84,-13.9554501810669,-22.28384715,19.38992425,-30.488315,"Desmodium uncinatum",1,1,6,7.27e+12,6.91e+11,3.81233789,"Desmodieae","Desmodium","Papilionoideae","Desmodieae","1",3.81233789,1,0,1,"Desmodium uncinatum","Desmodium uncinatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,882,1733.25,8.97500014305112,366.5
"99","Enterolobium_cyclocarpum",1748,2931.6,824.35,1602.36899313501,1394,641,157,293.967963386728,248,28.0277085304261,21.8820822715759,25.4330782895776,25.5208339691162,27.029031,-21.257778,13.8493422935927,14.01026,23.395955,4.72495655,"Enterolobium cyclocarpum",1,1,14,4.29e+12,1.37e+13,9.4649793,"Ingeae","Enterolobium","Caesalpinioideae","Ingeae","1",9.4649793,1,0,2,"Enterolobium cyclocarpum","Enterolobium cyclocarpum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Enterolobium cyclocarpum",0,309,2107.25,6.14562625885011,484
"100","Erythrina_crista-galli",1175,1713,707,1199.9914893617,1184,323,121,210.291063829787,206,22.4612503051758,16.0199996948243,18.6060461230988,18.1208324432373,30.127458,-40.812617,-29.0889231969362,-31.635778,-19.3491567,-35.4527358,"Erythrina crista-galli",1,1,27,2.58e+13,1.3e+13,-19.08162213,"Phaseoleae","Erythrina","Papilionoideae","Phaseoleae","1",19.08162213,1,0,5,"Erythrina crista-galli","Erythrina crista-galli","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Erythrina crista-galli",0,23129,1006,6.44125061035155,202
"101","Erythrina_poeppigiana",477,3750,1215.4,2261.32914046122,2096,659,165,358.79035639413,318,26.3808326721191,18.2716663360596,22.8761617772484,23.408332824707,22.909878,-22.845808,3.20576931656184,4.586111,20.0793068,-14.94216,"Erythrina poeppigiana",1,1,18,1.09e+13,1.55e+12,-4.13762542,"Phaseoleae","Erythrina","Papilionoideae","Phaseoleae","1",4.13762542,1,0,1,"Erythrina poeppigiana","Erythrina poeppigiana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Erythrina poeppigiana",0,1784,2534.6,8.10916633605954,494
"102","Flemingia_macrophylla",565,3265.8,939.6,1862.93805309735,1693,522.199999999999,117,254.594690265487,213,27.1241668701172,15.7833332061767,21.839926250424,22.0666656494141,33.4575,-26.640074,15.6899188247788,22.08,27.5654448,-6.9975,"Flemingia macrophylla",1,1,12,7.6e+12,1.43e+13,16.21859796,"Phaseoleae","Flemingia","Papilionoideae","Phaseoleae","1",16.21859796,1,0,2,"Flemingia macrophylla","Flemingia macrophylla","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,1984,2326.2,11.3408336639405,405.199999999999
"103","Flemingia_strobilifera",614,3587.35,1094.95,2147.64169381108,2056.5,556.35,129,292.102605863192,254.5,27.1195834159851,16.8212504386902,23.5257125568701,24.2333335876465,30.351223,-21.476919,13.0647744934853,17.7917,27.08631935,-7.97122855,"Flemingia strobilifera",1,1,16,1.42e+12,1.64e+13,9.32203948,"Phaseoleae","Flemingia","Papilionoideae","Phaseoleae","1",9.32203948,1,0,2,"Flemingia strobilifera","Flemingia strobilifera","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,211,2492.4,10.2983329772949,427.35
"104","Galega_officinalis",8399,1253.1,557,811.571615668532,765,433.099999999999,150,257.529467793785,233,14.2291669845581,8.24166679382324,10.9411060837553,10.6041669845581,57.808511,-45.862225,44.2529816289915,47.322222,51.8693188,40.6688339,"Galega officinalis",1,1,12,1.72e+13,1.62e+13,42.77776493,"Galegeae","Galega","Papilionoideae","Galegeae","1",42.77776493,0,0,5,"Galega officinalis","Galega officinalis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,12809,696.099999999999,5.98750019073486,283.099999999999
"105","Galega_orientalis",2398,859.050000000001,498.85,632.227272727273,620,688,266,425.930775646372,397,6.54166657924652,1.90645819306374,4.61223762899422,4.84999990463257,67.5765,40.678425,55.5030433932444,56.2083,59.18972185,43.93640505,"Galega orientalis",1,1,5,8.74e+12,4.92e+12,48.41342464,"Galegeae","Galega","Papilionoideae","Galegeae","1",48.41342464,0,0,2,"Galega orientalis","Galega orientalis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,1,0,"Y","N","0",NA,0,9733,360.200000000001,4.63520838618279,422
"106","Genista_linifolia",1182,1079,551.05,782.656514382403,790.5,323,118,223.688663282572,229,17.6956249237061,12.7666664123535,14.9673223140478,14.4499998092651,48.982571,-43.631298,-9.56088290651438,-37.3114,37.9431675,-38.383285,"Genista linifolia",1,1,4,5.09e+12,3.77e+12,36.51914693,"Genisteae","Genista","Papilionoideae","Genisteae","1",36.51914693,1,0,1,"Genista linifolia","Genista linifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,375,527.95,4.9289585113526,205
"107","Genista_monspessulana",5825,1355,566,854.083605150215,789,425,133,255.501115879828,248,16.040832901001,10.7466667175293,13.2153648116149,13.2666664123535,50.518288,-46.561678,-23.5915741379056,-37.4356,43.1645,-42.962949,"Genista monspessulana",1,1,12,1.66e+13,5.78e+12,39.32579831,"Genisteae","Genista","Papilionoideae","Genisteae","1",39.32579831,1,0,6,"Genista monspessulana","Genista monspessulana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,350,789,5.2941661834717,292
"108","Gleditsia_triacanthos",11411,1347.5,432,902.690824642888,916,403,104,216.834545613881,194,18.5874996185303,8.22500038146973,12.6795716157731,12.1125001907349,56.682619,-38.772415,36.6682104602401,40.484955,48.83092,-27.189462,"Gleditsia triacanthos",1,1,25,2.91e+13,1.52e+13,41.07489977,"Caesalpinieae","Gleditsia","Caesalpinioideae","Caesalpinieae","0",41.07489977,1,0,7,"Gleditsia triacanthos","Gleditsia triacanthos","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,4,1,"Y","Y","0",NA,0,419,915.5,10.3624992370606,299
"109","Gliricidia_sepium",2241,3027,815,1660.70058009817,1464,573,137,279.846050870147,251,27.8500003814697,21,25.1591904426142,25.5,27.01944,-27.474722,12.1919603975904,12.416639,20.952853,0.66666,"Gliricidia sepium",1,1,46,1.92e+13,2.33e+12,10.25334026,"Robinieae","Gliricidia","Papilionoideae","Robinieae","1",10.25334026,1,0,7,"Gliricidia sepium","Gliricidia sepium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,757,2212,6.8500003814697,436
"110","Glycine_max",3846,1993.25,488,1037.56708268331,951.5,478,106,253.054082163287,227,22.7614588737488,3.81041669845581,11.3597568907367,10.3187499046326,59.25,-28.347714,38.8423799885595,37.489904,50.511283,21.7453625,"Glycine max",1,1,50,8.87e+13,1.06e+13,15.45352811,"Phaseoleae","Glycine","Papilionoideae","Phaseoleae","1",15.45352811,0,1,7,"Glycine max","Glycine max","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,21,21,0,"Y","N","0",NA,0,217962,1505.25,18.951042175293,372
"111","Glycyrrhiza_glabra",1345,831.2,204.2,476.88029739777,435,351,95,196.278066914498,173,18.0641658782959,5.84250011444092,12.656406438395,13.3333330154419,57.578089,-37.22694,40.2263833714498,42.0288934,51.0280874,32.4281008,"Glycyrrhiza glabra",1,1,9,1.54e+13,2.46e+13,39.48689989,"Galegeae","Glycyrrhiza","Papilionoideae","Galegeae","1",39.48689989,0,0,9,"Glycyrrhiza glabra","Glycyrrhiza glabra","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,3536,627,12.221665763855,256
"112","Haematoxylum_campechianum",618,2253.85,896.85,1495.12944983819,1382.5,658,201.95,364.836569579288,328,26.8756248474121,23.2212504386902,25.8505393571452,26.154167175293,24.4333,-27.415069,17.1833938467638,18.4213895,21.20816105,6.7308055,"Haematoxylum campechianum",1,1,31,2.04e+13,2.44e+12,19.29766848,"Caesalpinieae","Haematoxylum","Caesalpinioideae","Caesalpinieae","0",19.29766848,1,0,5,"Haematoxylum campechianum","Haematoxylum campechianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,50,1357,3.65437440872195,456.05
"113","Hylodesmum_repandum",645,2956.8,681.2,1548.57984496124,1386,523.4,101,258.066666666667,227,23.7533332824707,13.3675001144409,18.2217054174852,18.0041675567627,30.878627,-33.969767,-8.36821831317829,-6.833333,14.6366669999999,-30.0841534,"Hylodesmum repandum",0,1,0,0,2.61e+13,4.36625104,"Desmodieae","Hylodesmum","Papilionoideae","Desmodieae","1",4.36625104,1,0,3,"Hylodesmum repandum","Hylodesmum repandum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,66,2275.6,10.3858331680298,422.4
"114","Indigofera_hendecaphylla",222,2707.85,960.6,1689.13963963964,1593.5,406.7,92.1,218.914414414414,206,27.3281247138977,17.1341674804688,22.1060435449755,21.8812503814697,25.142267,-32.375,1.91961382882883,6.5833165,24.37868615,-30.1948371,"Indigofera hendecaphylla",1,1,5,1.63e+13,3.05e+13,1.67206813,"Indigofereae","Indigofera","Papilionoideae","Indigofereae","1",1.67206813,1,0,4,"Indigofera hendecaphylla","Indigofera hendecaphylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1082,1747.25,10.1939572334289,314.6
"115","Indigofera_hirsuta",3052,2290.25,523.55,1249.0498034076,1232,1522.7,48,342.663499344692,155,27.9662495613098,19.4522918701172,24.1222586344298,24.1729164123535,34.333075,-32.683333,4.05062192634338,7.218278,29.748053,-24.8957221,"Indigofera hirsuta",1,1,8,2.15e+12,3.94e+13,6.00354518,"Indigofereae","Indigofera","Papilionoideae","Indigofereae","1",6.00354518,1,0,5,"Indigofera hirsuta","Indigofera hirsuta","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,2105,1766.7,8.51395769119261,1474.7
"116","Indigofera_spicata",964,1810.55,765,1283.69709543568,1284,1743,104,602.401452282158,295,26.2039588928222,17.7214579582214,21.7021611498599,21.6249990463257,31.783554,-31.125,8.81828693775934,18.01865,29.9429423,-27.5226643,"Indigofera spicata",1,1,1,1.28e+11,1.55e+13,4.12735407,"Indigofereae","Indigofera","Papilionoideae","Indigofereae","1",4.12735407,0,0,4,"Indigofera spicata","Indigofera spicata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2194,1045.55,8.48250093460085,1639
"117","Indigofera_suffruticosa",2223,2751.8,545.2,1460.15789473684,1366,520,100,242.915879442195,205,26.8912498474121,17.6816667556762,22.7550232443679,22.9958324432373,32.344268,-35.3869,3.09029663868646,6.183333,27.3686686,-26.1766669,"Indigofera suffruticosa",1,1,28,5.58e+12,9.18e+12,12.57671965,"Indigofereae","Indigofera","Papilionoideae","Indigofereae","1",12.57671965,1,0,7,"Indigofera suffruticosa","Indigofera suffruticosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1489,2206.6,9.20958309173587,420
"118","Indigofera_tinctoria",666,2177,318.25,1078.2027027027,1011.5,350.75,44,158.27027027027,130,28.8000001907348,16.3187494277954,24.5629942152235,25.283332824707,40.80273,-27.581742,4.32011984984985,9.63165,26.160825,-24.316665,"Indigofera tinctoria",1,1,16,3.14e+12,3.69e+13,8.91410948,"Indigofereae","Indigofera","Papilionoideae","Indigofereae","1",8.91410948,1,0,6,"Indigofera tinctoria","Indigofera tinctoria","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,2002,1858.75,12.4812507629394,306.75
"119","Inga_edulis",1554,3605.55,1015.6,2205.02316602317,2133.5,544.849999999999,134,273.204633204633,239,27.7416667938232,18.413125038147,23.801817880941,24.6083335876465,18.18333,-31.743764,-3.6524814993565,-0.8233335,9.50090149999999,-23.4082776,"Inga edulis",1,1,7,6.6e+12,1.04e+13,-7.70557519,"Ingeae","Inga","Caesalpinioideae","Ingeae","1",7.70557519,1,0,3,"Inga edulis","Inga edulis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,4,0,"Y","N","1","Inga edulis",0,29753,2589.95,9.32854175567624,410.849999999999
"120","Inga_nobilis",1122,3670.95,1354.25,2377.86987522282,2292.5,573,137,268.79055258467,234,27.1137501716613,18.7262503623962,24.2948789379813,25.2270832061768,19.3333,-23.58333,-1.24780098235294,-0.9627745,16.55,-15.91111865,"Inga nobilis",0,1,0,0,1.36e+13,-3.84934881,"Ingeae","Inga","Caesalpinioideae","Ingeae","1",3.84934881,1,0,0,"Inga nobilis","Inga nobilis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Inga nobilis",0,24296,2316.7,8.38749980926512,436
"121","Kummerowia_stipulacea",1100,1752,515.85,1112.69363636364,1125.5,473,88.9,234.564545454545,208.5,16.878125,3.14437515735626,11.9264621225609,12.6645836830139,51.7599,22.32,36.9948976990909,36.5251725,44.36834,29.4772222,"Kummerowia stipulacea",1,1,1,2.8e+12,7.38e+12,43.35430442,"Desmodieae","Kummerowia","Papilionoideae","Desmodieae","1",43.35430442,0,1,5,"Kummerowia stipulacea","Kummerowia stipulacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,229,1236.15,13.7337498426437,384.1
"122","Kummerowia_striata",3784,1913.4,821.3,1319.50502114165,1280,473,89,222.387949260042,187,19.9147912025452,7.93041677474975,14.3413385231497,14.6604170799255,50.28306,-31.684539,33.4741454973573,35.3724645,40.2148427,25.092308,"Kummerowia striata",1,1,2,2.53e+12,1.08e+13,33.9937023,"Desmodieae","Kummerowia","Papilionoideae","Desmodieae","1",33.9937023,1,0,6,"Kummerowia striata","Kummerowia striata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N","0",NA,0,2366,1092.1,11.9843744277954,384
"123","Lablab_purpureus",1157,2760.2,407.8,1321.59896283492,1185,450,77.6,213.99827139153,178,27.2191669464112,12.5966665267944,20.7363692148039,21.0208339691162,50.848634,-35,3.53569716767502,6.136889,33.948,-28.125,"Lablab purpureus",1,1,56,3.35e+13,2.96e+13,0.09818241,"Phaseoleae","Lablab","Papilionoideae","Phaseoleae","1",0.09818241,1,0,7,"Lablab purpureus","Lablab purpureus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,7,7,0,"Y","N","0",NA,0,1714,2352.4,14.6225004196168,372.4
"124","Lathyrus_angulatus",2452,1253,405.55,733.234094616639,684,363,112,201.713703099511,185,16.7666664123535,9.63979144096375,13.2411585873142,13.4020833969116,48.934,27.9285,41.8367115617455,41.4353095,47.3185445,37.30113775,"Lathyrus angulatus",1,1,2,3.33e+12,4.54e+12,38.69175494,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",38.69175494,0,1,0,"Lathyrus angulatus","Lathyrus angulatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1776,847.45,7.12687497138975,251
"125","Lathyrus_aphaca",10567,1074,435,753.785085643986,745,405,131,238.612567426895,221,17.2112499237061,8.59583311080933,11.7228659982967,11.0583333969116,57.670159,20.21053,44.5455762441942,44.78479,50.806938,34.84051,"Lathyrus aphaca",1,1,8,1.12e+13,2.75e+13,39.11839808,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",39.11839808,0,1,5,"Lathyrus aphaca","Lathyrus aphaca","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1472,639,8.61541681289674,274
"126","Lathyrus_cicera",6037,956.4,364,620.709955275799,598,331,108,186.516481696207,169,16.9216667175293,10.2183336257934,13.6789892895127,13.8208332061768,49.92333,24.8167,41.1178903552758,41.02583,44.886156,36.949114,"Lathyrus cicera",1,1,3,6.06e+11,2e+13,36.55834479,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",36.55834479,0,1,6,"Lathyrus cicera","Lathyrus cicera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1923,592.4,6.70333309173588,223
"127","Lathyrus_hirsutus",6930,1156.55,538,793.247041847042,753,391,123,226.681673881674,210,17.9920825004577,8.35604195594788,11.5701617379639,11.0208330154419,58.35,-37.87,44.9229906666522,46.135805,50.17771895,33.0010694,"Lathyrus hirsutus",1,1,7,4.97e+12,1.82e+13,41.67807573,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",41.67807573,0,1,3,"Lathyrus hirsutus","Lathyrus hirsutus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1898,618.549999999999,9.63604054450986,268
"128","Lathyrus_latifolius",24337,1280,515,833.013230883018,785,486,142,262.077207544069,233,14.4666662216187,7.30833339691162,10.5286860883121,10.345832824707,59.22545,-45.894425,45.5401060086699,46.476449,52.4249866,37.528584,"Lathyrus latifolius",1,1,17,2.13e+13,6.44e+12,42.17504914,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",42.17504914,0,0,3,"Lathyrus latifolius","Lathyrus latifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1620,765,7.15833282470708,344
"129","Lathyrus_pratensis",153896,1310,548,809.541313614389,757,764,176,400.62806700629,349,11.2416667938232,2.37916660308838,7.70068761487549,8.30000019073486,70.5234332,-46.095729,52.9287298472501,52.081367,62.3896575,44.6553225,"Lathyrus pratensis",1,1,8,1.69e+13,4e+13,42.09266119,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",42.09266119,0,0,3,"Lathyrus pratensis","Lathyrus pratensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,25,23,0,"Y","N","0",NA,0,2732,762,8.86250019073482,588
"130","Lathyrus_sphaericus",4710,1248,461.45,819.443949044586,806,456.650000000001,132,252.250743099788,229,15.2337498188019,8.32041654586792,11.7353273153685,11.6270833015442,59.88796,-35,43.3071092929724,43.9910775,47.162254,38.49103645,"Lathyrus sphaericus",1,1,4,8.42e+12,2.35e+13,37.82259621,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",37.82259621,0,1,1,"Lathyrus sphaericus","Lathyrus sphaericus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2561,786.55,6.91333327293398,324.650000000001
"131","Lathyrus_sylvestris",24583,1230,550,778.401374933897,725,660,170,352.347719969084,311,11.0124998092651,3.96666669845581,7.70961064018851,8.05000019073486,65.8735,-46.9,51.9108038238946,50.974906,60.1980981,44.142105,"Lathyrus sylvestris",1,1,5,3.16e+12,1.73e+13,48.14780215,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",48.14780215,0,0,4,"Lathyrus sylvestris","Lathyrus sylvestris","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6959,680,7.04583311080929,490
"132","Lathyrus_tingitanus",1032,1251.9,381.55,751.418604651163,716,320,114.55,193.374031007752,181,17.7477078437805,11.8956252098083,15.0837128474269,15.2104163169861,49.2731,-43.638346,23.987487470155,37.3703475,41.7391978,-39.5587233,"Lathyrus tingitanus",1,1,7,7.13e+12,3.33e+12,36.84475817,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",36.84475817,0,1,2,"Lathyrus tingitanus","Lathyrus tingitanus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1485,870.35,5.85208263397218,205.45
"133","Lathyrus_tuberosus",21954,970,454,699.471576933588,695,484.349999999999,157,271.999043454496,244,11.3166666030884,3.13187489509583,8.64626947498914,9.14583301544189,64.5874,35.876235,49.7048544239364,49.5180445,55.45034655,44.6253137,"Lathyrus tuberosus",1,1,9,1.62e+12,2.67e+13,47.50736618,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",47.50736618,0,0,5,"Lathyrus tuberosus","Lathyrus tuberosus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,2475,516,8.18479170799257,327.349999999999
"134","Lathyrus_vernus",44663,1331,517,801.761211741262,704,710,187,393.222264514251,364,10.0833330154419,2.26250004768372,6.68325655467021,7.03333330154419,70.4711,39.349861,52.6432883174865,50.724922,61.6428556,45.0041377,"Lathyrus vernus",1,1,2,2.98e+11,2.23e+13,47.59715532,"Vicieae","Lathyrus","Papilionoideae","Fabeae","1",47.59715532,0,0,3,"Lathyrus vernus","Lathyrus vernus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,10,10,0,"Y","N","0",NA,0,1642,814,7.82083296775818,523
"135","Lespedeza_bicolor",3869,1986.6,538,1248.60558283794,1281,537.6,100,295.554665288188,297,17.4208335876465,0.680833303928376,10.2521118783549,10.9083337783813,58.65468,22.15,37.7108060910054,36.507831,48.75034,31.9992456,"Lespedeza bicolor",1,1,9,8.25e+12,1.54e+13,39.58768972,"Desmodieae","Lespedeza","Papilionoideae","Desmodieae","1",39.58768972,1,0,3,"Lespedeza bicolor","Lespedeza bicolor","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,7050,1448.6,16.7400002837181,437.6
"136","Lespedeza_thunbergii",1048,2376.3,742.7,1563.57633587786,1557,598,116.35,304.726145038168,264,20.8064590454102,7.97104179859161,13.9127027719985,13.4312500953674,43.168,22.010392,32.4603521555344,34.499125,37.6813373,24.0315554,"Lespedeza thunbergii",1,1,4,6.12e+11,3.99e+12,30.63943753,"Desmodieae","Lespedeza","Papilionoideae","Desmodieae","1",30.63943753,1,0,1,"Lespedeza thunbergii","Lespedeza thunbergii","National Center for Biotechnology Information",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y","0",NA,0,1594,1633.6,12.8354172468185,481.65
"137","Leucaena_leucocephala",6827,2599,423.3,1274.30804159953,1129,464,75,207.944778087007,177,27.2875003814697,17.345832824707,22.8538413562554,22.9958324432373,43.555656,-34.086208,7.04545364290318,7.96667,32.58918,-23.8430316,"Leucaena leucocephala",1,1,73,5.54e+13,2.1e+12,21.01115209,"Mimoseae","Leucaena","Caesalpinioideae","Mimoseae","1",21.01115209,1,0,9,"Leucaena leucocephala","Leucaena leucocephala","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,14,14,0,"Y","N","1","Leucaena leucocephala",0,2130,2175.7,9.9416675567627,389
"138","Lotus_angustissimus",3537,1250,530,819.583262651965,777,388,135,241.753746112525,227,16.8041667938232,9.76499977111817,12.5300560755887,12.1958332061768,55.628586,-42.754139,35.113429173961,44.29282,48.31876,-37.3655,"Lotus angustissimus",1,1,5,1.1e+13,2.32e+13,40.50607279,"Loteae","Lotus","Papilionoideae","Loteae","1",40.50607279,0,0,1,"Lotus angustissimus","Lotus angustissimus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8646,720,7.03916702270503,253
