"","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","precip_range","temp_range","nitro_range"
"45","Bauhinia_acuminata",224,3703.15,769.3,1851.50446428571,1571.5,368,97,193.227678571429,174.5,28.2704170227051,19.7393753051758,25.8640811443329,26.7999992370605,30.909258,-14.49155,16.3081450803571,17.710708,26.1874934,-0.3397408,"Bauhinia acuminata",1,1,16,1e+13,8.12e+11,5.21961898,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",5.21961898,1,0,6,"Bauhinia acuminata","Bauhinia acuminata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,4530,2933.85,8.53104171752933,271
"46","Bauhinia_galpinii",471,1277.5,579,852.541401273885,795,212,80,137.889596602972,134,24.4833335876465,17.1958332061768,20.6419144000724,20.6041660308838,19.864329,-30.375,-23.8435691061571,-25.375,-18.0634495,-27.964208,"Bauhinia galpinii",1,1,15,4.96e+12,3.86e+12,-21.72947512,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",21.72947512,1,0,1,"Bauhinia galpinii","Bauhinia galpinii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1545,698.5,7.28750038146975,132
"47","Bauhinia_monandra",281,2594,734,1482.50533807829,1370,491,81,221.540925266904,180,27.4958343505859,20.3875007629395,24.6869809907526,25.3791675567627,22.5,-27.415069,-0.653841608540925,-4.345467,18.983331,-18.7988,"Bauhinia monandra",1,1,15,9.76e+12,5.93e+11,-19.37352737,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",19.37352737,1,0,1,"Bauhinia monandra","Bauhinia monandra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1538,1860,7.1083335876464,410
"48","Bauhinia_purpurea",291,3006,728,1589.73883161512,1488,518.5,95,227.508591065292,191,28.0916671752929,16.5729160308838,23.4321879226318,24.0375003814697,33.530448,-29.628056,17.9376636323024,21.9833,27.825,-1.0166665,"Bauhinia purpurea",1,1,29,2.23e+13,1.71e+13,22.93860321,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",22.93860321,1,0,9,"Bauhinia purpurea","Bauhinia purpurea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,4921,2278,11.5187511444091,423.5
"49","Bauhinia_tomentosa",242,1800.95,595.25,1040.42975206612,985,254.9,81,147.256198347107,134,27.7608329772949,18.4256242752075,23.4929235237689,23.90625,31.632501,-33.9909,-5.67877664876033,-6.15648,23.19131705,-29.5161486,"Bauhinia tomentosa",1,1,26,1.47e+13,1.62e+13,10.41925216,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",10.41925216,1,0,6,"Bauhinia tomentosa","Bauhinia tomentosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,0,0,"N","N","0",NA,0,3670,1205.7,9.33520870208746,173.9
"50","Bauhinia_variegata",511,2481.5,549.5,1408,1251,1182.5,79.5,323.731898238748,219,26.71875,16.3645830154419,21.3515818534299,21.4500007629395,39.9833,-37.979072,11.0991224011742,19.423867,32.652402,-25.625,"Bauhinia variegata",1,1,27,2.57e+13,1.48e+13,24.00862671,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",24.00862671,1,0,6,"Bauhinia variegata","Bauhinia variegata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N","0",NA,0,2695,1932,10.3541669845581,1103
"51","Butea_monosperma",513,3465.2,593.6,1355.64717348928,1080,334,81,168.592592592593,131,28.1875,21.9225002288818,25.3841618450529,25.7666664123535,33.748049,-27.415069,17.8134174892788,18.530583,27.1242242,10.7660002,"Butea monosperma",1,1,5,1.08e+12,1.15e+13,17.34901023,"Phaseoleae","Butea","Papilionoideae","Phaseoleae","1",17.34901023,1,0,9,"Butea monosperma","Butea monosperma","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,525,2871.6,6.2649997711182,253
"52","Cajanus_cajan",3535,2534.3,651.7,1372.3468175389,1258,469,81,205.703253182461,163,27.6387504577637,17.908332824707,23.7616654839172,24.6791667938232,32.834342,-33.650928,8.49704804942009,12.31,26.91,-24.0366659,"Cajanus cajan",1,1,67,4.6e+13,6.61e+12,12.78552409,"Phaseoleae","Cajanus","Papilionoideae","Phaseoleae","1",12.78552409,1,0,8,"Cajanus cajan","Cajanus cajan","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,13,13,0,"Y","N","0",NA,0,2133,1882.6,9.7304176330567,388
"53","Cajanus_scarabaeoides",687,2739.1,708.2,1471.40756914119,1313,408,59,188.349344978166,161,27.6324995040893,16.8895843505859,23.673829495126,23.8083324432373,34.832215,-27.363684,5.83252554876274,13,26.6251832,-20.2527818,"Cajanus scarabaeoides",1,1,10,5.01e+12,1.83e+13,16.51570783,"Phaseoleae","Cajanus","Papilionoideae","Phaseoleae","1",16.51570783,0,0,5,"Cajanus scarabaeoides","Cajanus scarabaeoides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,2107,2030.9,10.7429151535034,349
"54","Calicotome_spinosa",2464,867,361.15,630.508522727273,661,298,117,193.162337662338,189,17.2077088356018,11.7797913551331,14.5194839072692,14.5354170799255,45.9701,-46.016667,36.157040184862,39.942,43.64730245,-36.767825,"Calicotome spinosa",1,1,2,2.68e+11,3.66e+12,38.55246407,"Genisteae","Calicotome","Papilionoideae","Genisteae","1",38.55246407,1,0,1,"Calicotome spinosa","Calicotome spinosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3136,505.85,5.42791748046871,181
"55","Calliandra_haematocephala",244,2873.6,418.45,1634.9631147541,1550,1361.8,107,314.475409836066,229,26.9700004577637,17.6456254005432,22.9087602662258,22.8416662216186,35.30924,-18.10833,14.2696592295082,22.3186565,33.91485905,-17.6399995,"Calliandra haematocephala",1,1,24,1.15e+13,1.62e+12,-10.22416617,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",10.22416617,1,0,2,"Calliandra haematocephala","Calliandra haematocephala","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N","0",NA,0,488,2455.15,9.32437505722046,1254.8
"56","Calliandra_houstoniana",2497,2797,684.6,1406.7044453344,1218,542.799999999998,161,290.25790949139,256,26.1841674804687,14.8566669464111,20.7239337091595,20.970832824707,28.6353,-15.395727,17.1070412620745,17.644444,21.664,9.872888,"Calliandra houstoniana",1,1,7,2.18e+12,2.87e+12,14.78757483,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",14.78757483,1,0,2,"Calliandra houstoniana","Calliandra houstoniana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,487,2112.4,11.3275005340576,381.799999999998
"57","Calliandra_surinamensis",300,3322.25,1026,2204.66,2233.5,458.45,130,240.11,216.5,27.1645836830139,20.2112496376038,24.7636527919769,25.5770835876465,22.795684,-28.081734,0.336569120666667,2.757397,18.188667,-21.26578995,"Calliandra surinamensis",1,1,10,6.05e+12,1.56e+12,3.60896645,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",3.60896645,1,0,1,"Calliandra surinamensis","Calliandra surinamensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1053,2296.25,6.95333404541011,328.45
"58","Canavalia_cathartica",188,3475.45,677.25,1835.42553191489,1672.5,403.6,94.7,219.771276595745,203,27.6245839118958,18.6912499427796,23.4933732469031,23.5145835876465,26.6518,-29.625,6.80580670212766,13.7933335,24.35502515,-25.625,"Canavalia cathartica",1,1,1,16858731371,2.05e+13,-0.20727858,"Phaseoleae","Canavalia","Papilionoideae","Phaseoleae","1",0.20727858,1,0,2,"Canavalia cathartica","Canavalia cathartica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1014,2798.2,8.9333339691162,308.9
"59","Canavalia_gladiata",130,2401.05,650.35,1501.03846153846,1499.5,475.3,99,233.230769230769,184.5,26.9041666030884,15.2137504577637,21.5883653420668,22.3208332061768,34.84617,-27.13333,11.5587667461538,20.527191,29.17045945,-24.90833465,"Canavalia gladiata",1,1,26,2.74e+13,9.06e+12,15.36986344,"Phaseoleae","Canavalia","Papilionoideae","Phaseoleae","1",15.36986344,1,0,5,"Canavalia gladiata","Canavalia gladiata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Canavalia gladiata",0,885,1750.7,11.6904161453247,376.3
"60","Caragana_arborescens",4633,730.4,357,557.783509605008,568,592,196,360.282754154975,336,9.16250038146973,-0.715833365917206,3.95075904760044,4.15833330154419,68.970161,33.3054,53.4290338447011,54.14641,59.078524,45.2168772,"Caragana arborescens",1,1,16,1.92e+13,8.7e+12,44.66466854,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",44.66466854,1,0,7,"Caragana arborescens","Caragana arborescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,1629,373.4,9.87833374738694,396
"61","Caragana_frutex",1131,670,349.5,517.203359858532,523,484,234,334.575596816976,324,9.52708339691162,0.666666716337204,4.68232758612653,4.34583330154419,61.24786,38.116667,51.7938070574713,51.900159,56.347566,47.2657975,"Caragana frutex",1,1,2,7.47e+11,1.92e+13,48.67439406,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",48.67439406,1,0,4,"Caragana frutex","Caragana frutex","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,702,320.5,8.86041668057442,250
"62","Caragana_sinica",197,1675.2,564.4,1153.54314720812,1172,326.2,90,194.903553299492,185,18.7841663360595,11.0325002670288,15.1606387801582,15.5749998092651,41.83222,22.32,31.4761515888325,31.48,37.6280728,25.0477778,"Caragana sinica",1,1,1,2.44e+11,2.53e+12,28.9499186,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",28.9499186,1,0,2,"Caragana sinica","Caragana sinica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,136947,1110.8,7.75166606903072,236.2
"63","Cassia_fistula",1115,3032.2,642.5,1486.0134529148,1268,396.6,80,198.814349775785,180,28.3116666793823,20.3808332443238,25.2385650087365,25.9416656494141,35,-33.076579,11.1255682439462,12.966712,28.2264653,-19.3240314,"Cassia fistula",1,1,47,3.9e+13,1.02e+13,10.68922491,"Cassieae","Cassia","Caesalpinioideae","Cassieae","0",10.68922491,1,0,7,"Cassia fistula","Cassia fistula","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,11,9,2,"Y","Y","0",NA,0,57658,2389.7,7.93083343505853,316.6
"64","Cassia_grandis",584,3109.7,915.3,1863.40239726027,1695,523.4,132,270.587328767123,240,27.7820828437805,20.9720828056335,25.2366081312911,25.7395830154419,23.1117,-25.625045,5.91826984383562,9.707065,18.62925,-19.00107555,"Cassia grandis",1,1,17,9.33e+12,1.27e+13,2.34618617,"Cassieae","Cassia","Caesalpinioideae","Cassieae","0",2.34618617,1,0,4,"Cassia grandis","Cassia grandis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,16247,2194.4,6.81000003814697,391.4
"65","Centrosema_molle",675,3156.9,1048.7,1883.17777777778,1723,505,97.7,249.428148148148,221,27.4295837402344,19.3616668701172,24.5276728368689,25.2000007629395,21.866667,-27.506738,1.44979460651852,8,16.8899,-20.285479,"Centrosema molle",1,1,11,2.28e+13,1.93e+12,-0.25693151,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",0.25693151,0,0,3,"Centrosema molle","Centrosema molle","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2802,2108.2,8.06791687011724,407.3
"66","Centrosema_pascuorum",201,1704,564,1085,1047,236,70,136.850746268657,124,27.9500007629395,22.095832824707,25.6215174470968,26.1291656494141,17.29444,-30.101167,-6.40240534676617,-6.985186,13.987574,-20.0278,"Centrosema pascuorum",1,1,1,1.28e+11,1.02e+13,-0.2659573,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",0.2659573,1,0,0,"Centrosema pascuorum","Centrosema pascuorum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,201,1140,5.8541679382325,166
"67","Centrosema_plumieri",751,2984.5,972,1722.39946737683,1584,606,126,289.752330226365,254,27.2729167938232,20.0979166030884,24.5677652092336,25.3833332061768,23.000717,-27.581742,10.1774742383489,13.86833,21.1383335,-14.5083335,"Centrosema plumieri",1,1,15,8.07e+12,1.03e+13,5.68593226,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",5.68593226,1,0,2,"Centrosema plumieri","Centrosema plumieri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,275,2012.5,7.1750001907349,480
"68","Centrosema_pubescens",1912,2963.05,960.85,1723.79393305439,1589,528.249999999999,94,253.710774058577,230.5,27.408332824707,19.1535416603089,24.2102531967802,24.5020837783813,25.663027,-28.81,8.72137307322176,8.529151,23.22087765,-18.05938875,"Centrosema pubescens",1,1,31,2.51e+13,2.11e+13,2.2174588,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",2.2174588,0,0,3,"Centrosema pubescens","Centrosema pubescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,2652,2002.2,8.25479116439813,434.249999999999
"69","Ceratonia_siliqua",13634,793,325,520.03960686519,512,233,112,161.885580167229,155,18.3166675567627,13.9027079105378,16.3100508591183,16.4791660308838,50.631537,-36.692913,37.6243060821476,38.55,41.7236097,32.6,"Ceratonia siliqua",1,1,27,2.51e+13,7.38e+12,37.31794972,"Cassieae","Ceratonia","Mimosoideae","Cassieae","0",37.31794972,1,0,7,"Ceratonia siliqua","Ceratonia siliqua","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,652,468,4.41395964622494,121
"70","Cercis_siliquastrum",6536,1028.25,537,766.719094247246,751.5,388,138,228.255966952264,214,16.338541507721,10.2791662216187,13.0146783174288,12.875,50.788876,-35.255567,44.0093370201958,44.1805115,48.78685725,37.540791,"Cercis siliquastrum",1,1,21,1.5e+13,5.14e+12,39.40398144,"Cercideae","Cercis","Cercidoideae","Cercideae","0",39.40398144,1,0,4,"Cercis siliquastrum","Cercis siliquastrum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,302,491.25,6.05937528610227,250
"71","Chamaecrista_fasciculata",6576,1486,752,1097.78254257908,1070,972,89,277.188108272506,165,21.9208335876465,7.76562488079071,15.1749201540964,14.6833333969116,47.456331,-15.75,35.5252442465024,35.9490515,43.02548725,28.34213625,"Chamaecrista fasciculata",1,1,1,2055545262,1.22e+13,38.59928601,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",38.59928601,0,1,0,"Chamaecrista fasciculata","Chamaecrista fasciculata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Chamaecrista fasciculata",0,1295,734,14.1552087068558,883
"72","Chamaecrista_nictitans",4075,2648.2,513.7,1405.81374233129,1306,964,101,302.691288343558,211,26.6512498855591,11.0820830345154,20.7087678807498,21.8125,43.1455,-32.004056,13.6778285784294,18.49167,40.0962523,-23.271719,"Chamaecrista nictitans",1,1,5,2.16e+12,1.37e+13,15.47217365,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",15.47217365,1,0,1,"Chamaecrista nictitans","Chamaecrista nictitans","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Chamaecrista nictitans",0,387,2134.5,15.5691668510437,863
"73","Chamaecrista_rotundifolia",2053,2009.2,729.8,1293.59181685339,1245,309,48,161.305893813931,136,27.2958335876465,18.8583335876465,23.7768225012555,24.6083335876465,29.064573,-33.65,-9.47832514807599,-14.227572,20.31248,-26.8504444,"Chamaecrista rotundifolia",1,0,5,1.36e+12,0,NA,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",NA,0,0,0,"Chamaecrista rotundifolia","Chamaecrista rotundifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1266,1279.4,8.4375,261
"74","Cicer_arietinum",6136,1365.25,202.75,724.01075619296,694,302,74,171.248533246415,163,26.934374332428,9.52708292007446,17.3070492442634,15.6708335876465,58.1786,-35.166667,32.9703845644557,36.313334,47.83446425,8.97,"Cicer arietinum",1,1,48,7.41e+13,7.46e+12,21.96767801,"Cicereae","Cicer","Papilionoideae","Cicereae","1",21.96767801,0,1,6,"Cicer arietinum","Cicer arietinum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,3977,1162.5,17.4072914123535,228
"75","Clitoria_falcata",443,2981.1,1112.9,1882.7381489842,1764,467.6,115,234.205417607223,211,27.1987506866455,18.1687498092651,23.9806057131317,25,22.909878,-30.226667,-1.27662083295711,2,18.9585407,-23.8298328,"Clitoria falcata",1,1,7,4.64e+12,1.25e+13,6.15181536,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",6.15181536,0,0,4,"Clitoria falcata","Clitoria falcata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1408,1868.2,9.03000087738043,352.6
"76","Clitoria_laurifolia",203,3511.7,897.7,1927.00985221675,1763,368.7,115,220.354679802956,217,26.6899990081787,19.882082748413,24.2015394295378,24.6374988555908,23.12,-27.577222,-6.39352735960591,-7.326667,18.4569311,-22.5675557,"Clitoria laurifolia",1,1,17,9.87e+12,5.92e+12,3.49720033,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",3.49720033,1,0,4,"Clitoria laurifolia","Clitoria laurifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1008,2614,6.8079162597657,253.7
"77","Clitoria_ternatea",2736,3002.25,578,1519.9269005848,1320.5,360,66,183.552266081871,165,28.1749992370605,21.7604165077209,25.5967364091622,26.25,34.009819,-27.787556,6.47693846038012,10.3135055,25.081107,-20.45614825,"Clitoria ternatea",1,1,79,4.47e+13,2.13e+13,1.79242466,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",1.79242466,0,0,8,"Clitoria ternatea","Clitoria ternatea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,9,9,0,"Y","N","0",NA,0,831,2424.25,6.41458272933957,294
"78","Colutea_arborescens",8227,1107,412,729.937644341801,709,477.7,123,243.695028564483,215,15.2541666030884,8.10541696548462,11.1305867886469,10.7083330154419,58.388702,-37.47,45.6034592880151,45.580526,52.1123317,38.46916854,"Colutea arborescens",1,1,16,1.17e+13,2.67e+12,41.85513442,"Galegeae","Colutea","Papilionoideae","Galegeae","1",41.85513442,1,0,1,"Colutea arborescens","Colutea arborescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1000,695,7.14874963760378,354.7
"79","Crotalaria_agatiflora",206,1509,648.25,1030.16990291262,1023.5,404.75,96,198.393203883495,162,21.3635425567627,11.7958331108093,16.6123786458691,16.6479167938232,23.5863,-43.644,-8.24571902427184,-3.175,6.9916675,-33.73932375,"Crotalaria agatiflora",1,1,5,3.46e+12,9.7e+12,-8.19982315,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.19982315,1,0,1,"Crotalaria agatiflora","Crotalaria agatiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1248,860.75,9.5677094459534,308.75
"80","Crotalaria_goreensis",995,1796.5,730.4,1221.73668341709,1126,255.3,52,133.263316582915,103,28.3637495040893,21.0300004959106,25.9562813754058,26.8791656494141,15.166667,-35.629722,-4.50060823417085,-11.7695,12.165918,-21.119739,"Crotalaria goreensis",1,1,8,2.1e+13,1.92e+13,1.07734205,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",1.07734205,0,0,3,"Crotalaria goreensis","Crotalaria goreensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1263,1066.1,7.33374900817867,203.3
"81","Crotalaria_incana",1769,2237.8,460.4,1235.24250989259,1182,426.4,92,224.739400791408,198,26.5116664886475,15.8833332061768,21.6347489117094,21.783332824707,34.41,-33.3485,-2.80261356302996,-2.93333,23.2078868,-27.832648,"Crotalaria incana",1,1,20,1.43e+13,2.93e+12,13.62616928,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",13.62616928,1,0,4,"Crotalaria incana","Crotalaria incana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Crotalaria incana",0,1931,1777.4,10.6283332824707,334.4
"82","Crotalaria_juncea",517,2219.4,501,1113.91489361702,947,324,41.8,135.663442940039,120,27.6174995422363,18.2516666412354,23.6201080104599,24.091667175293,41.851087,-30.2833,-7.38068619729207,-17.185278,24.6832054,-26.3586654,"Crotalaria juncea",1,1,34,2.92e+13,1.06e+13,16.08546549,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",16.08546549,1,0,9,"Crotalaria juncea","Crotalaria juncea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,5,0,"Y","N","0",NA,0,4778,1718.4,9.36583290100096,282.2
"83","Crotalaria_lanceolata",811,1925.5,778.5,1320.74969173859,1317,1405,98,334.748458692972,191,24.6833333969116,17.6187505722046,20.7283086953122,20.5458335876465,34.5747,-33.67,-9.51298746362515,-19.388333,30.378428,-30.625,"Crotalaria lanceolata",1,1,4,2.08e+12,1.08e+13,12.23774936,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",12.23774936,0,1,0,"Crotalaria lanceolata","Crotalaria lanceolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3356,1147,7.064582824707,1307
"84","Crotalaria_micans",1117,2960,806.8,1690.05461056401,1542,543,122,259.487018800358,219,26.1691661834717,15.0816663742065,20.9616830671271,20.9291667938232,29.72,-33.78,-5.39048992094897,-10.48333,23.9089442,-26.2908888,"Crotalaria micans",1,1,26,1.39e+13,1.36e+13,8.75247963,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.75247963,1,0,7,"Crotalaria micans","Crotalaria micans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1503,2153.2,11.0874998092651,421
"85","Crotalaria_ochroleuca",208,2035.45,799.5,1336.5625,1309,613,76,229.293269230769,164,27.5054165840149,18.8322907447815,23.0872195271345,23.2749996185303,33.916076,-27.581742,3.8469660625,4.9233335,30.5401545,-18.99001265,"Crotalaria ochroleuca",1,1,9,1.26e+13,1.96e+13,2.46809908,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",2.46809908,0,0,0,"Crotalaria ochroleuca","Crotalaria ochroleuca","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1412,1235.95,8.67312583923345,537
"86","Crotalaria_pallida",2470,2969.1,755.5,1550.65829959514,1344,1405,75,334.883805668016,196,27.8652090072632,18.1329164505005,23.2439760489985,23.1250009536743,36.65,-31.72,5.39037656044534,9.305,29.46783815,-25.97418655,"Crotalaria pallida",1,1,37,1.73e+13,3.48e+13,12.53796268,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",12.53796268,1,0,7,"Crotalaria pallida","Crotalaria pallida","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Crotalaria pallida",0,3163,2213.6,9.73229255676264,1330
"87","Crotalaria_prostrata",53,2167,939.2,1492.15094339623,1380,279.2,107,163.792452830189,124,27.5241668701172,17.8625,25.1887577704664,26.595832824707,27.183333,-12.50173,3.37714766037736,-8.166667,25.8713332,-12.3440448,"Crotalaria prostrata",0,1,0,0,9.46e+12,15.44059322,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",15.44059322,0,0,1,"Crotalaria prostrata","Crotalaria prostrata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,1721,1227.8,9.6616668701172,172.2
"88","Crotalaria_retusa",2147,2624.1,579.3,1318.09082440615,1145,441.4,53,192.841173730787,142,28.0849996566773,21.5408332824707,25.8661116083445,26.595832824707,30.4383,-28.914799,1.49512352193759,6.92539,21.328706,-20.031787,"Crotalaria retusa",1,1,36,1.48e+13,2.34e+13,8.42631233,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.42631233,1,0,8,"Crotalaria retusa","Crotalaria retusa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,1603,2044.8,6.54416637420659,388.4
"89","Crotalaria_verrucosa",574,3048.9,586.3,1334.2787456446,979,402.4,47,160.162020905923,115.5,28.0597923278808,21.1829170227051,25.1093859007965,26.0437498092652,26.5125,-28.144789,-4.57068592857143,-15.475,23.04018055,-20.40680975,"Crotalaria verrucosa",1,1,33,1.91e+13,1.16e+13,11.59536979,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",11.59536979,1,0,3,"Crotalaria verrucosa","Crotalaria verrucosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,2495,2462.6,6.87687530517575,355.4
"90","Cytisus_multiflorus",1927,1573.8,417,950.485210171251,918,409,127,240.309807991697,221,15.8945830345154,8.54416694641113,12.3967933808204,12.375,51.31271,-43.796487,39.3395836577063,41.03743,46.018888,39.2334211,"Cytisus multiflorus",1,1,8,5.84e+12,5.82e+11,40.28634342,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",40.28634342,1,0,2,"Cytisus multiflorus","Cytisus multiflorus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,474,1156.8,7.35041608810424,282
"91","Cytisus_scoparius",103963,1502.89999999999,591,893.103200176986,809,736,157,343.609784250166,272,12.595832824707,6.99166679382324,9.62758481452668,9.59583282470703,65.79888,-50.339182,46.601581896493,49.199969,56.818612,39.93410391,"Cytisus scoparius",1,1,27,3.1e+13,6.2e+12,47.697596,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",47.697596,1,0,9,"Cytisus scoparius","Cytisus scoparius","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N","0",NA,0,528,911.899999999994,5.60416603088376,579
