"","Value","Std.Error","t.value","p.value"
"(Intercept)"," 7.55479578","1.37177381"," 5.5073189",0
"EFN1"," 1.46345785","0.81601786"," 1.7934140",0
"abs_med_lat","-0.01257631","0.04211950","-0.2985865",1
"fixer1"," 0.69394594","1.27023043"," 0.5463150",1
"woody","-0.82439284","0.45132611","-1.8266013",0
"uses_num_uses"," 0.27283660","0.06501973"," 4.1962125",0
"annual"," 0.12304788","0.41998325"," 0.2929828",1
"EFN1:abs_med_lat","-0.02915200","0.02598428","-1.1219089",0
"abs_med_lat:fixer1"," 0.01588257","0.04461385"," 0.3560010",1
