"","Value","Std.Error","t.value","p.value"
"(Intercept)"," 5.488747895","0.291471604","18.8311583",0
"EFN1"," 0.284280305","0.152446890"," 1.8647826",0.0633
"abs_med_lat","-0.006322730","0.009307262","-0.6793330",0.4975
"fixer1","-0.056930809","0.264986362","-0.2148443",0.83
"woody","-0.146609100","0.080953157","-1.8110362",0.0712
"uses_num_uses"," 0.024662500","0.011620504"," 2.1223262",0.0347
"annual","-0.318146276","0.074466479","-4.2723421",0
"EFN1:abs_med_lat","-0.005256619","0.004928752","-1.0665213",0.2871
"abs_med_lat:fixer1"," 0.015397362","0.009656448"," 1.5945162",0.112
