"","Value","Std.Error","t.value","p.value"
"(Intercept)"," 3.919192797","0.84198376"," 4.6547130",0
"EFN1"," 0.643807035","0.36542962"," 1.7617812",0.0782
"abs_med_lat"," 0.078551285","0.01759111"," 4.4653967",0
"fixer1"," 1.622071916","0.42872007"," 3.7835223",2e-04
"woody","-0.487251211","0.17632849","-2.7633152",0.0058
"uses_num_uses"," 0.406099832","0.03437814","11.8127329",0
"annual","-0.730763204","0.19277621","-3.7907334",2e-04
"EFN1:abs_med_lat","-0.003105021","0.01508355","-0.2058549",0.8369
"abs_med_lat:fixer1","-0.072025149","0.01816869","-3.9642462",1e-04
