"","Value","Std.Error","t.value","p.value"
"(Intercept)"," 6.43535203","1.64208037"," 3.9190238",1e-04
"EFN1"," 1.63736025","0.88348367"," 1.8533000",0.0649
"abs_med_lat"," 0.01373878","0.05357033"," 0.2564624",0.7978
"fixer1"," 2.26799446","1.50600406"," 1.5059684",0.1332
"woody","-0.76608562","0.46848715","-1.6352329",0.1032
"uses_num_uses"," 0.21224182","0.06754718"," 3.1421273",0.0019
"annual"," 0.17055930","0.43539900"," 0.3917310",0.6956
"EFN1:abs_med_lat","-0.02096512","0.02862905","-0.7323024",0.4646
"abs_med_lat:fixer1","-0.02176524","0.05557108","-0.3916648",0.6956
