"","Value","Std.Error","t.value","p.value"
"(Intercept)"," 5.197395710","0.172472804","30.1345812",0
"EFN1"," 0.196207027","0.070705990"," 2.7749704",0.0056
"abs_med_lat","-0.007261135","0.003430882","-2.1164046",0.0344
"fixer1","-0.038557966","0.083998482","-0.4590317",0.6462
"woody"," 0.025993138","0.034260530"," 0.7586905",0.4481
"uses_num_uses"," 0.077233577","0.006650475","11.6132422",0
"annual","-0.337139480","0.037237177","-9.0538410",0
"EFN1:abs_med_lat"," 0.000387445","0.002914263"," 0.1329479",0.8942
"abs_med_lat:fixer1"," 0.004695827","0.003540727"," 1.3262326",0.1849
