gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
919574842													PE				PreservedSpecimen				6499927	dce41716-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	景洪市		攸乐区													22.0107102	100.7997751																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574840													PE				PreservedSpecimen				6499923	dce418d7-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574833													PE				PreservedSpecimen				6499914	dce41cc1-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574830													PE				PreservedSpecimen				6499924	dce41868-b6bf-11e1-8c2f-acd112e444a7		紫胶队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574817													PE				PreservedSpecimen				6499928	dce41698-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	澜沧拉祜族自治县		雅口区													22.5558822	99.9321020																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574811													PE				PreservedSpecimen				6499915	dce41c55-b6bf-11e1-8c2f-acd112e444a7		紫胶队																																											1964																			CN	云南	景洪市		攸乐区													22.0107102	100.7997751																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574810													PE				PreservedSpecimen				6499926	dce41789-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574807													PE				PreservedSpecimen				6499917	dce41b78-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574803													PE				PreservedSpecimen				6499916	dce41be6-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574799													PE				PreservedSpecimen				6499919	dce41a99-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1964																			CN	云南	墨江哈尼族自治县		龙潭区华山													23.4318967	101.6924572																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574795													PE				PreservedSpecimen				6499925	dce417f9-b6bf-11e1-8c2f-acd112e444a7		紫胶队																																											1964																			CN	云南	景洪市		攸乐区													22.0107102	100.7997751																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
919574791													PE				PreservedSpecimen				6499921	dce419b8-b6bf-11e1-8c2f-acd112e444a7		紫胶分队																																											1965																			CN	云南	澜沧拉祜族自治县		东朗区													22.5558822	99.9321020																																																						Dalbergia fusca								Plantae					Fabaceae				Dalbergia														
