species,n,precip_maxquant,precip_minquant,precip_mean,precip_median,nitro_maxquant,nitro_minquant,nitro_mean,nitro_median,temp_maxquant,temp_minquant,temp_mean,temp_median,max_lat,min_lat,mean_lat,median_lat,median_long,quant95,quant005,num_biome,biome,precip_range,temp_range,nitro_range,genus,fixer,woody,annual,uses_num_uses,Domatia,EFN
Acacia_aspera,633,812.9999999999999,498.6,637.4992101105845,637,251,91,188.40916271721954,196,16.49333305358884,12.216666793823219,14.147176150462073,14.2583332061768,-31.73599,-38.0079,-36.43854290205371,-36.7805,144.310519,-33.8493808,-37.7785126,4,4,314.39999999999986,4.276666259765623,160,Acacia,1,1,0,0,0,0
Acacia_aulacocarpa,793,1782.9999999999998,696.2,1204.18789407314,1148,257.4,102.6,167.83732660781843,161,23.07166709899902,18.79416656494142,20.620938388877377,20.4791660308838,-8.533333,-34.071691,-24.093780537200505,-24.849335,151.500066,-17.0888858,-29.339281,3,4,1086.7999999999997,4.277500534057598,154.79999999999998,Acacia,1,1,0,1,0,1
Acacia_auriculiformis,4260,1769.0999999999995,1048.95,1351.4319248826262,1300,304.0499999999997,76,187.03215962441416,140,27.5249996185303,23.874374961853025,26.301508198545573,26.345832824707,32.653252,-27.25,2.394210051408449,7.281165,4.210105,22.39511735,-13.915528199999999,7,7,720.1499999999994,3.650624656677273,228.04999999999973,Acacia,1,1,0,4,0,1
Acacia_baileyana,3481,1135,464,742.6489514507327,688,314,120,215.3863832232117,213,17.3624992370605,12.1125001907349,14.161474193248623,13.9375,43.35,-45.857537,-31.518194678684285,-37.0103,143.8955,32.977042,-38.2122,10,4,671,5.2499990463256,194,Acacia,1,1,0,2,0,1
Acacia_bidentata,228,494,324.35,398.5394736842105,380,142,51,76.89912280701755,66,20.437916946411136,15.20145812034604,17.03092106601648,16.372917175292997,-19.3333,-34.832186,-32.38033426315789,-33.1,117.9875,-28.170411900000005,-34.39398585,2,12,169.64999999999998,5.236458826065096,91,Acacia,1,1,0,0,0,0
Acacia_biflora,102,818.4999999999998,430,572.0294117647059,549.5,179.74999999999994,74.05000000000001,111.44117647058823,100,16.36916580200195,14.701041507720909,15.476470545226455,15.4145836830139,-33.408611,-34.985049,-34.42847238235294,-34.449452,118.0898615,-33.68211835,-34.86206215,1,12,388.4999999999998,1.6681242942810428,105.69999999999993,Acacia,1,1,0,0,0,0
Acacia_binervata,1298,1719.049999999999,1003.5,1314.2742681047766,1315,380.14999999999986,185,260.86286594761174,248,18.47208280563352,13.327916431426996,16.175738326573775,16.3333330154419,-27.8333,-36.970367,-32.949028155624035,-34.1562285,150.89379,-29.8741074,-35.0648834,2,4,715.549999999999,5.144166374206524,195.14999999999986,Acacia,1,1,0,2,0,0
Acacia_binervia,667,1363.7999999999997,640.3,941.656671664168,899,284.69999999999993,174,220.7136431784108,215,18.0166664123535,12.92041692733763,16.28563219496514,16.8125,-28.616667,-37.0667,-33.639089346326834,-33.701306,150.774466,-31.404304200000006,-36.4978244,4,4,723.4999999999998,5.096249485015871,110.69999999999993,Acacia,1,1,0,0,0,0
Acacia_bivenosa,863,546,267,361.8968713789107,341,101.89999999999998,35,55.1425260718424,49,27.485416030883748,20.831249809265124,24.094331770064795,24.3291664123535,-16.3375,-28.956965,-22.198392972190035,-22.5,131.496269,-18.650861900000002,-24.2658196,4,13,279,6.654166221618624,66.89999999999998,Acacia,1,1,0,1,0,0
Acacia_blakei,623,1277.8,571,896.0096308186196,903,321.9,85,208.7576243980738,222,20.88541736602787,13.4208335876465,17.251203852327446,17.4125003814697,-20.106778,-34.7458,-28.655333831460673,-29.652395,151.891049,-24.257767800000003,-31.825763199999997,4,4,706.8,7.464583778381369,236.89999999999998,Acacia,1,1,0,0,0,1
Acacia_blakelyi,280,552.3000000000001,317,418.42500000000007,404.5,134.10000000000002,45,78.25357142857146,68,21.118333435058556,18.73729181289669,19.976264899117606,20.08125019073485,-22.798252,-33.8,-29.066989089285716,-28.967425,115.2166235,-27.365000300000002,-30.88567505,2,12,235.30000000000007,2.3810416221618667,89.10000000000002,Acacia,1,1,0,0,0,1
Acacia_brachybotrya,1826,528,286,391.4036144578314,386,208,68,121.27984665936468,114,17.715625286102327,14.5677082538605,16.188627223717813,16.2666664123535,-29.41567,-38.149329,-34.88424852245345,-34.965445,141.83980000000003,-32.833333,-36.59992750000001,4,12,242,3.1479170322418266,140,Acacia,1,1,0,0,0,0
